trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,509,509,0,361,152,0,0,0,1483,3946,500,524,959,1033,450,0,0,0.17397355601948503,4.10803324099723,0.0,0.8840864440078585,0.0,1.2465373961218837,collision_intent:524;pi_entry:450;state:509,130,381,0.07132963988919672,completed,,,
1,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,559,559,0,361,202,0,0,0,1627,4304,569,574,1053,1133,494,0,0,0.18040583386176284,4.5069252077562325,0.0,0.8837209302325582,0.0,1.368421052631579,collision_intent:574;pi_entry:494;state:559,144,415,0.051939058171745156,completed,,,
2,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,478,478,0,361,121,0,0,0,1408,3754,467,489,919,967,441,0,0,0.16957153231663036,3.9002770083102494,0.0,0.9225941422594143,0.0,1.221606648199446,collision_intent:489;pi_entry:441;state:478,122,362,0.06994459833795008,completed,,,
3,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,509,509,0,361,152,0,0,0,1539,3973,642,539,1000,1048,491,0,0,0.2141427618412275,4.2631578947368425,0.0,0.9646365422396856,0.0,1.3601108033240996,collision_intent:539;pi_clear_path:1;pi_entry:490;state:509,130,395,0.05886426592797789,completed,,,
4,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,509,509,0,361,152,0,0,0,1501,3929,571,527,974,1036,465,0,0,0.19561493662213086,4.157894736842105,0.0,0.9135559921414538,0.0,1.2880886426592797,collision_intent:527;pi_clear_path:1;pi_entry:464;state:509,130,378,0.08518005540166196,completed,,,
5,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,578,578,0,361,221,0,0,0,1680,4396,641,594,1086,1172,508,0,0,0.1969278033794163,4.653739612188366,0.0,0.8788927335640139,0.0,1.407202216066482,collision_intent:594;pi_entry:508;state:578,147,431,0.15443213296398883,completed,,,
6,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,555,555,0,361,198,0,0,0,1608,4149,672,568,1040,1123,485,0,0,0.21559191530317612,4.454293628808864,0.0,0.8738738738738738,0.0,1.3434903047091413,collision_intent:568;pi_clear_path:1;pi_entry:484;state:555,142,421,0.21260387811634351,completed,,,
7,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,535,535,0,361,178,0,0,0,1588,3959,797,556,1032,1091,497,0,0,0.2578453574894856,4.3988919667590025,0.0,0.9289719626168225,0.0,1.3767313019390581,collision_intent:556;pi_clear_path:1;pi_entry:496;state:535,136,398,0.0810249307479225,completed,,,
8,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,520,520,0,361,163,0,0,0,1510,3975,552,533,977,1053,457,0,0,0.1885245901639344,4.1828254847645425,0.0,0.8788461538461538,0.0,1.265927977839335,collision_intent:533;pi_entry:457;state:520,133,387,0.09072022160664828,completed,,,
9,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,541,541,0,361,184,0,0,0,1590,4138,631,563,1027,1104,486,0,0,0.20487012987012987,4.404432132963989,0.0,0.8983364140480592,0.0,1.3462603878116344,collision_intent:563;pi_clear_path:1;pi_entry:485;state:541,138,408,0.0865650969529086,completed,,,
10,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,576,576,0,361,219,0,0,0,1687,4401,656,596,1091,1172,515,0,0,0.200672988681554,4.673130193905817,0.0,0.8940972222222222,0.0,1.4265927977839334,collision_intent:596;pi_clear_path:2;pi_entry:513;state:576,147,438,0.09349030470914133,completed,,,
11,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,623,623,0,361,266,0,0,0,1775,4682,641,644,1131,1267,508,0,0,0.18902978472427012,4.916897506925208,0.0,0.8154093097913323,0.0,1.407202216066482,collision_intent:644;pi_clear_path:2;pi_entry:506;state:623,158,456,0.20013850415512469,completed,,,
12,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,549,549,0,361,192,0,0,0,1603,4223,583,566,1037,1115,488,0,0,0.18758043758043758,4.4404432132963985,0.0,0.8888888888888888,0.0,1.3518005540166205,collision_intent:566;pi_entry:488;state:549,142,407,0.07963988919667586,completed,,,
13,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,519,519,0,361,162,0,0,0,1510,4001,523,530,980,1049,461,0,0,0.17825494205862305,4.1828254847645425,0.0,0.8882466281310212,0.0,1.2770083102493075,collision_intent:530;pi_clear_path:2;pi_entry:459;state:519,134,395,0.19321329639889195,completed,,,
14,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,489,489,0,361,132,0,0,0,1846,4681,855,504,1342,993,853,0,0,0.2124751491053678,5.113573407202216,0.0,1.7443762781186094,0.0,2.3628808864265927,collision_intent:504;pi_entry:853;state:489,196,584,0.25831024930747915,completed,,,
15,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,494,494,0,361,137,0,0,0,1455,3924,438,509,946,1003,452,0,0,0.1544973544973545,4.030470914127424,0.0,0.9149797570850202,0.0,1.2520775623268698,collision_intent:509;pi_clear_path:1;pi_entry:451;state:494,126,372,0.06717451523545703,completed,,,
16,PI,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,pi_gilbert_elliott_drop_0_20_rho_0_8,,coverage,524,524,0,361,167,0,0,0,1491,3802,668,545,946,1069,422,0,0,0.23562610229276895,4.130193905817174,0.0,0.8053435114503816,0.0,1.1689750692520775,collision_intent:545;pi_entry:422;state:524,133,400,0.16689750692520766,completed,,,
