trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic
0,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,,,,,,,
0,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,,,,,,,
0,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,02,,,,,,,,,,,,,,,,
0,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,03,,,,,,,,,,,,,,,,
1,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 1. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,,,,,,,
1,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 1. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,,,,,,,
1,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 1. This usually means the allocator is stuck or returning no reachable goals.,02,,,,,,,,,,,,,,,,
1,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 1. This usually means the allocator is stuck or returning no reachable goals.,03,,,,,,,,,,,,,,,,
2,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,00,300,0,259,42,0,0,0,889,824,747,300,589,600,289,0,collision_intent:300;pi_entry:289;state:300
2,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,01,19,0,9,11,0,0,0,362,1168,930,22,340,41,321,0,collision_intent:22;pi_entry:321;state:19
2,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,02,22,0,11,12,0,0,0,365,1116,979,25,340,47,318,0,collision_intent:25;pi_entry:318;state:22
2,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,03,290,0,82,209,0,0,0,844,765,851,298,546,588,256,0,collision_intent:298;pi_clear_path:1;pi_entry:255;state:290
3,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,00,84,0,30,55,0,0,0,441,1174,856,90,351,174,267,0,collision_intent:90;pi_entry:267;state:84
3,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,01,266,0,124,143,0,0,0,793,955,724,271,522,537,256,0,collision_intent:271;pi_entry:256;state:266
3,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,02,79,0,45,35,0,0,0,454,1237,780,86,368,165,289,0,collision_intent:86;pi_entry:289;state:79
3,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,03,266,0,162,105,0,0,0,784,974,714,272,512,538,246,0,collision_intent:272;pi_entry:246;state:266
4,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,00,16,0,14,3,0,0,0,336,1046,897,19,317,35,301,0,collision_intent:19;pi_entry:301;state:16
4,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,01,280,0,129,152,0,0,0,804,755,720,281,523,561,243,0,collision_intent:281;pi_entry:243;state:280
4,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,02,272,0,212,61,0,0,0,814,851,614,279,535,551,263,0,collision_intent:279;pi_entry:263;state:272
4,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,03,13,0,6,8,0,0,0,325,1136,818,15,310,28,297,0,collision_intent:15;pi_entry:297;state:13
5,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 5. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,,,,,,,
5,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 5. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,,,,,,,
5,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 5. This usually means the allocator is stuck or returning no reachable goals.,02,,,,,,,,,,,,,,,,
5,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 5. This usually means the allocator is stuck or returning no reachable goals.,03,,,,,,,,,,,,,,,,
6,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,00,264,0,155,110,0,0,0,776,902,611,268,508,532,244,0,collision_intent:268;pi_entry:244;state:264
6,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,01,259,0,161,99,0,0,0,777,832,679,263,514,522,255,0,collision_intent:263;pi_entry:255;state:259
6,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,02,39,0,27,13,0,0,0,372,1217,700,44,328,83,289,0,collision_intent:44;pi_entry:289;state:39
6,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,03,42,0,18,25,0,0,0,364,1116,809,44,320,86,278,0,collision_intent:44;pi_entry:278;state:42
7,PI,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,pi_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,00,83,0,55,29,0,0,0,480,1253,916,86,394,169,311,0,collision_intent:86;pi_entry:311;state:83
