trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
64,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,462,462,0,361,105,0,0,0,1368,3847,254,483,885,945,423,0,0,0.09577677224736049,3.789473684210526,0.0,0.9155844155844156,0.0,1.1717451523545706,collision_intent:483;pi_clear_path:1;pi_entry:422;state:462,116,353,0.06855955678670367,completed
65,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,453,453,0,361,96,0,0,0,1315,3774,168,468,847,921,394,0,0,0.06619385342789598,3.6426592797783934,0.0,0.869757174392936,0.0,1.0914127423822715,collision_intent:468;pi_entry:394;state:453,114,331,0.029778393351800547,completed
66,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,476,476,0,361,119,0,0,0,1387,3946,213,496,891,972,415,0,0,0.07974541370273305,3.8421052631578947,0.0,0.8718487394957983,0.0,1.149584487534626,collision_intent:496;pi_clear_path:1;pi_entry:414;state:476,121,351,0.04085872576177296,completed
67,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,611,611,0,361,254,0,0,0,1842,4996,528,624,1218,1235,607,0,0,0.14457831325301204,5.1024930747922435,0.0,0.9934533551554828,0.0,1.6814404432132963,collision_intent:624;pi_clear_path:1;pi_entry:606;state:611,186,504,0.07686980609418281,completed
68,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,498,498,0,361,141,0,0,0,1414,3979,260,506,908,1004,410,0,0,0.09555310547592796,3.9168975069252077,0.0,0.8232931726907631,0.0,1.1357340720221607,collision_intent:506;pi_entry:410;state:498,126,361,0.11842105263157898,completed
69,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,525,525,0,361,168,0,0,0,1442,4056,267,541,901,1066,376,0,0,0.09888888888888889,3.994459833795014,0.0,0.7161904761904762,0.0,1.0415512465373962,collision_intent:541;pi_entry:376;state:525,134,371,0.0076177285318559385,completed
70,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,492,492,0,361,135,0,0,0,1598,4421,370,511,1087,1003,595,0,0,0.11356660527931246,4.426592797783933,0.0,1.2093495934959348,0.0,1.6481994459833795,collision_intent:511;pi_entry:595;state:492,158,465,0.14196675900277,completed
71,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,438,438,0,361,81,0,0,0,1284,3530,319,447,837,885,399,0,0,0.12719298245614036,3.556786703601108,0.0,0.910958904109589,0.0,1.105263157894737,collision_intent:447;pi_entry:399;state:438,113,336,0.07132963988919672,completed
72,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,479,479,0,361,122,0,0,0,1415,3954,288,500,915,979,436,0,0,0.1050328227571116,3.919667590027701,0.0,0.9102296450939458,0.0,1.2077562326869806,collision_intent:500;pi_clear_path:1;pi_entry:435;state:479,125,359,0.028393351800553912,completed
73,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,427,427,0,361,70,0,0,0,1232,3494,200,437,795,864,368,0,0,0.0839278220730172,3.412742382271468,0.0,0.8618266978922716,0.0,1.0193905817174516,collision_intent:437;pi_entry:368;state:427,108,323,0.07271468144044313,completed
74,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,438,438,0,361,81,0,0,0,1298,3601,291,452,846,890,408,0,0,0.11474763406940063,3.595567867036011,0.0,0.9315068493150684,0.0,1.1301939058171746,collision_intent:452;pi_entry:408;state:438,112,330,0.07686980609418281,completed
75,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,464,464,0,361,107,0,0,0,1360,3853,224,482,878,946,414,0,0,0.08513873052071455,3.7673130193905817,0.0,0.8922413793103449,0.0,1.146814404432133,collision_intent:482;pi_clear_path:1;pi_entry:413;state:464,118,345,0.05055401662049852,completed
76,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,474,474,0,361,117,0,0,0,1393,3890,286,493,900,967,426,0,0,0.10604375231738969,3.858725761772853,0.0,0.8987341772151899,0.0,1.18005540166205,collision_intent:493;pi_clear_path:1;pi_entry:425;state:474,122,356,0.0270083102493075,completed
77,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,513,513,0,361,156,0,0,0,1464,4086,303,524,940,1037,427,0,0,0.10756123535676251,4.055401662049862,0.0,0.8323586744639376,0.0,1.182825484764543,collision_intent:524;pi_entry:427;state:513,133,384,0.1198060941828254,completed
78,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,438,438,0,361,81,0,0,0,1295,3652,231,452,843,890,405,0,0,0.09141274238227147,3.587257617728532,0.0,0.9246575342465754,0.0,1.1218836565096952,collision_intent:452;pi_clear_path:1;pi_entry:404;state:438,112,331,0.05332409972299179,completed
79,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,444,444,0,361,87,0,0,0,1308,3701,220,457,851,901,407,0,0,0.08627450980392157,3.623268698060942,0.0,0.9166666666666666,0.0,1.1274238227146813,collision_intent:457;pi_entry:407;state:444,115,340,0.05886426592797789,completed
80,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,509,509,0,361,152,0,0,0,1489,4195,269,534,955,1043,446,0,0,0.09399021663172606,4.124653739612189,0.0,0.8762278978388998,0.0,1.2354570637119113,collision_intent:534;pi_entry:446;state:509,132,384,0.06578947368421062,completed
81,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,516,516,0,361,159,0,0,0,1510,4242,285,533,977,1049,461,0,0,0.09733606557377049,4.1828254847645425,0.0,0.8934108527131783,0.0,1.2770083102493075,collision_intent:533;pi_entry:461;state:516,132,391,0.14750692520775632,completed
82,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,426,426,0,361,69,0,0,0,1258,3628,143,438,820,864,394,0,0,0.0582010582010582,3.484764542936288,0.0,0.9248826291079812,0.0,1.0914127423822715,collision_intent:438;pi_entry:394;state:426,110,325,0.04639889196675906,completed
83,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,470,470,0,361,113,0,0,0,1374,3825,294,481,893,951,423,0,0,0.10986547085201794,3.806094182825485,0.0,0.9,0.0,1.1717451523545706,collision_intent:481;pi_entry:423;state:470,119,349,0.08379501385041555,completed
84,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,427,427,0,361,70,0,0,0,1490,4103,364,436,1054,863,627,0,0,0.11522633744855967,4.127423822714682,0.0,1.468384074941452,0.0,1.736842105263158,collision_intent:436;pi_entry:627;state:427,148,440,0.21398891966758993,completed
85,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,499,499,0,361,142,0,0,0,1433,4045,251,514,919,1013,420,0,0,0.09114015976761075,3.9695290858725762,0.0,0.8416833667334669,0.0,1.1634349030470914,collision_intent:514;pi_entry:420;state:499,126,367,0.08379501385041555,completed
86,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,475,475,0,361,118,0,0,0,1373,3940,175,484,889,959,414,0,0,0.0656906906906907,3.8033240997229916,0.0,0.871578947368421,0.0,1.146814404432133,collision_intent:484;pi_entry:414;state:475,120,354,0.12950138504155118,completed
87,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,435,435,0,361,78,0,0,0,1294,3618,258,450,844,885,409,0,0,0.10201660735468565,3.5844875346260388,0.0,0.9402298850574713,0.0,1.1329639889196677,collision_intent:450;pi_clear_path:4;pi_entry:405;state:435,111,333,0.05747922437673125,completed
88,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,450,450,0,361,93,0,0,0,1335,3662,341,465,870,915,420,0,0,0.13075153374233128,3.698060941828255,0.0,0.9333333333333333,0.0,1.1634349030470914,collision_intent:465;pi_entry:420;state:450,115,340,0.06301939058171735,completed
89,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,445,445,0,361,88,0,0,0,1324,3724,245,466,858,911,413,0,0,0.09529366005445351,3.667590027700831,0.0,0.9280898876404494,0.0,1.1440443213296398,collision_intent:466;pi_clear_path:6;pi_entry:407;state:445,115,337,0.06855955678670367,completed
90,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,408,408,0,361,51,0,0,0,1212,3362,271,417,795,825,387,0,0,0.11376994122586062,3.3573407202216066,0.0,0.9485294117647058,0.0,1.07202216066482,collision_intent:417;pi_entry:387;state:408,104,308,0.04362880886426601,completed
91,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,534,534,0,361,177,0,0,0,1532,4302,291,551,981,1085,447,0,0,0.09897959183673469,4.243767313019391,0.0,0.8370786516853933,0.0,1.2382271468144044,collision_intent:551;pi_clear_path:3;pi_entry:444;state:534,136,396,0.03808864265927969,completed
92,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,427,427,0,361,70,0,0,0,1270,3591,216,436,834,863,407,0,0,0.08643457382953182,3.518005540166205,0.0,0.9531615925058547,0.0,1.1274238227146813,collision_intent:436;pi_entry:407;state:427,108,326,0.04639889196675906,completed
93,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,447,447,0,361,90,0,0,0,1304,3658,249,457,847,904,400,0,0,0.09818611987381703,3.6121883656509697,0.0,0.8948545861297539,0.0,1.10803324099723,collision_intent:457;pi_clear_path:2;pi_entry:398;state:447,114,333,0.07548476454293618,completed
94,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,509,509,0,361,152,0,0,0,1458,3956,415,526,932,1035,423,0,0,0.1485857500895095,4.038781163434903,0.0,0.831041257367387,0.0,1.1717451523545706,collision_intent:526;pi_clear_path:1;pi_entry:422;state:509,131,384,0.07825484764542945,completed
95,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,479,479,0,361,122,0,0,0,1397,3909,279,494,903,973,424,0,0,0.10310421286031042,3.8698060941828256,0.0,0.8851774530271399,0.0,1.1745152354570638,collision_intent:494;pi_clear_path:1;pi_entry:423;state:479,122,355,0.06440443213296398,completed
96,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,412,412,0,361,55,0,0,0,1209,3449,176,421,788,833,376,0,0,0.07451312447078746,3.3490304709141276,0.0,0.912621359223301,0.0,1.0415512465373962,collision_intent:421;pi_entry:376;state:412,104,306,0.0270083102493075,completed
97,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,468,468,0,361,111,0,0,0,1353,3773,283,476,877,944,409,0,0,0.10768645357686453,3.74792243767313,0.0,0.8739316239316239,0.0,1.1329639889196677,collision_intent:476;pi_entry:409;state:468,119,344,0.04362880886426601,completed
98,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,454,454,0,361,97,0,0,0,1340,3701,316,465,875,919,421,0,0,0.12051868802440885,3.7119113573407203,0.0,0.9273127753303965,0.0,1.1662049861495845,collision_intent:465;pi_entry:421;state:454,115,343,0.04085872576177296,completed
99,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,457,457,0,361,100,0,0,0,1356,3800,265,476,880,933,423,0,0,0.10049298445202882,3.7562326869806095,0.0,0.925601750547046,0.0,1.1717451523545706,collision_intent:476;pi_entry:423;state:457,118,347,0.0270083102493075,completed
