trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
5,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,122,0,85,38,0,0,0,353,129,224,251,102,0,collision_intent:129;pi_entry:102;state:122,1055,49,completed
5,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,128,0,101,28,0,0,0,378,130,248,258,120,0,collision_intent:130;pi_entry:120;state:128,978,103,completed
5,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,128,0,66,63,0,0,0,356,130,226,258,98,0,collision_intent:130;pi_entry:98;state:128,977,125,completed
5,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,126,0,109,18,0,0,0,373,128,245,254,119,0,collision_intent:128;pi_entry:119;state:126,1038,46,completed
6,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,138,0,92,47,0,0,0,387,139,248,277,110,0,collision_intent:139;pi_clear_path:1;pi_entry:109;state:138,1065,86,completed
6,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,130,0,65,66,0,0,0,366,142,224,272,94,0,collision_intent:142;pi_entry:94;state:130,1098,75,completed
6,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,131,0,96,36,0,0,0,392,136,256,267,125,0,collision_intent:136;pi_entry:125;state:131,1060,86,completed
6,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,132,0,108,25,0,0,0,395,138,257,270,125,0,collision_intent:138;pi_entry:125;state:132,1066,79,completed
7,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,108,0,84,25,0,0,0,323,112,211,220,103,0,collision_intent:112;pi_entry:103;state:108,884,83,completed
7,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,107,0,79,29,0,0,0,317,112,205,219,98,0,collision_intent:112;pi_entry:98;state:107,903,70,completed
7,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,111,0,89,23,0,0,0,322,113,209,224,98,0,collision_intent:113;pi_entry:98;state:111,935,33,completed
7,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,110,0,109,2,0,0,0,329,111,218,221,108,0,collision_intent:111;pi_entry:108;state:110,883,79,completed
8,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,114,0,89,26,0,0,0,339,121,218,235,104,0,collision_intent:121;pi_entry:104;state:114,967,66,completed
8,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,115,0,72,44,0,0,0,322,123,199,238,84,0,collision_intent:123;pi_entry:84;state:115,976,73,completed
8,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,120,0,95,26,0,0,0,356,122,234,242,114,0,collision_intent:122;pi_entry:114;state:120,921,94,completed
8,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,119,0,105,15,0,0,0,355,122,233,241,114,0,collision_intent:122;pi_entry:114;state:119,940,76,completed
9,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,110,0,108,3,0,0,0,335,112,223,222,113,0,collision_intent:112;pi_entry:113;state:110,912,49,completed
9,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,110,0,67,44,0,0,0,318,114,204,224,94,0,collision_intent:114;pi_clear_path:1;pi_entry:93;state:110,900,78,completed
9,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,111,0,76,36,0,0,0,312,115,197,226,86,0,collision_intent:115;pi_entry:86;state:111,931,53,completed
9,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,112,0,110,3,0,0,0,332,113,219,225,107,0,collision_intent:113;pi_entry:107;state:112,898,67,completed
10,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,108,0,96,13,0,0,0,316,108,208,216,100,0,collision_intent:108;pi_clear_path:1;pi_entry:99;state:108,896,42,completed
10,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,106,0,92,15,0,0,0,321,109,212,215,106,0,collision_intent:109;pi_entry:106;state:106,871,63,completed
10,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,107,0,88,20,0,0,0,312,107,205,214,98,0,collision_intent:107;pi_entry:98;state:107,877,65,completed
10,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,105,0,85,21,0,0,0,306,108,198,213,93,0,collision_intent:108;pi_entry:93;state:105,909,39,completed
11,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,112,0,93,20,0,0,0,334,117,217,229,105,0,collision_intent:117;pi_entry:105;state:112,952,51,completed
11,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,113,0,61,53,0,0,0,319,117,202,230,89,0,collision_intent:117;pi_entry:89;state:113,944,74,completed
11,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,112,0,102,11,0,0,0,343,118,225,230,113,0,collision_intent:118;pi_entry:113;state:112,894,102,completed
11,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,117,0,105,13,0,0,0,343,119,224,236,107,0,collision_intent:119;pi_entry:107;state:117,948,47,completed
12,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,105,0,100,6,0,0,0,317,107,210,212,105,0,collision_intent:107;pi_entry:105;state:105,853,51,completed
12,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,101,0,84,18,0,0,0,296,103,193,204,92,0,collision_intent:103;pi_entry:92;state:101,886,38,completed
12,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,102,0,84,19,0,0,0,304,104,200,206,98,0,collision_intent:104;pi_entry:98;state:102,858,58,completed
12,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,104,0,93,12,0,0,0,304,105,199,209,95,0,collision_intent:105;pi_entry:95;state:104,847,69,completed
13,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,112,0,91,22,0,0,0,337,120,217,232,105,0,collision_intent:120;pi_entry:105;state:112,927,57,completed
13,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,114,0,79,36,0,0,0,323,117,206,231,92,0,collision_intent:117;pi_clear_path:1;pi_entry:91;state:114,972,27,completed
13,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,110,0,98,13,0,0,0,333,114,219,224,109,0,collision_intent:114;pi_entry:109;state:110,952,36,completed
13,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,116,0,93,24,0,0,0,329,118,211,234,95,0,collision_intent:118;pi_entry:95;state:116,936,56,completed
14,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,130,0,91,40,0,0,0,368,132,236,262,106,0,collision_intent:132;pi_entry:106;state:130,1052,60,completed
14,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,128,0,115,14,0,0,0,380,133,247,261,119,0,collision_intent:133;pi_entry:119;state:128,1063,38,completed
14,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,126,0,73,54,0,0,0,369,131,238,257,112,0,collision_intent:131;pi_entry:112;state:126,995,116,completed
14,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,128,0,82,47,0,0,0,364,133,231,261,103,0,collision_intent:133;pi_clear_path:1;pi_entry:102;state:128,1018,98,completed
15,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,123,0,114,10,0,0,0,363,123,240,246,117,0,collision_intent:123;pi_entry:117;state:123,992,35,completed
15,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,120,0,68,53,0,0,0,331,123,208,243,88,0,collision_intent:123;pi_clear_path:1;pi_entry:87;state:120,1012,47,completed
15,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,116,0,67,50,0,0,0,345,123,222,239,106,0,collision_intent:123;pi_entry:106;state:116,978,67,completed
15,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,119,0,112,8,0,0,0,352,122,230,241,111,0,collision_intent:122;pi_entry:111;state:119,989,50,completed
16,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,108,0,95,14,0,0,0,323,111,212,219,104,0,collision_intent:111;pi_entry:104;state:108,874,76,completed
16,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,111,0,92,20,0,0,0,324,113,211,224,100,0,collision_intent:113;pi_clear_path:1;pi_entry:99;state:111,918,30,completed
16,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,107,0,86,22,0,0,0,314,112,202,219,95,0,collision_intent:112;pi_clear_path:1;pi_entry:94;state:107,904,54,completed
16,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,105,0,88,18,0,0,0,312,109,203,214,98,0,collision_intent:109;pi_entry:98;state:105,905,55,completed
17,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,102,0,100,3,0,0,0,304,102,202,204,100,0,collision_intent:102;pi_entry:100;state:102,866,35,completed
17,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,104,0,86,19,0,0,0,304,104,200,208,96,0,collision_intent:104;pi_entry:96;state:104,822,80,completed
17,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,99,0,86,14,0,0,0,299,102,197,201,98,0,collision_intent:102;pi_entry:98;state:99,834,72,completed
17,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,100,0,89,12,0,0,0,299,104,195,204,95,0,collision_intent:104;pi_entry:95;state:100,826,80,completed
18,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,123,0,79,45,0,0,0,357,127,230,250,107,0,collision_intent:127;pi_entry:107;state:123,957,116,completed
18,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,122,0,103,20,0,0,0,358,127,231,249,109,0,collision_intent:127;pi_entry:109;state:122,1002,71,completed
18,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,126,0,102,25,0,0,0,355,129,226,255,100,0,collision_intent:129;pi_entry:100;state:126,1007,68,completed
18,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,124,0,77,48,0,0,0,361,131,230,255,106,0,collision_intent:131;pi_clear_path:2;pi_entry:104;state:124,1015,54,completed
19,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,107,0,106,2,0,0,0,320,107,213,214,106,0,collision_intent:107;pi_entry:106;state:107,890,44,completed
19,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,104,0,50,55,0,0,0,293,109,184,213,80,0,collision_intent:109;pi_entry:80;state:104,897,65,completed
19,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,108,0,98,11,0,0,0,323,110,213,218,105,0,collision_intent:110;pi_entry:105;state:108,889,44,completed
19,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,107,0,107,1,0,0,0,321,107,214,214,107,0,collision_intent:107;pi_entry:107;state:107,886,47,completed
20,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,100,0,100,1,0,0,0,300,101,199,201,99,0,collision_intent:101;pi_entry:99;state:100,845,33,completed
20,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,100,0,96,5,0,0,0,297,101,196,201,96,0,collision_intent:101;pi_entry:96;state:100,812,68,completed
20,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,98,0,78,21,0,0,0,289,101,188,199,90,0,collision_intent:101;pi_entry:90;state:98,844,44,completed
20,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,97,0,87,11,0,0,0,292,101,191,198,94,0,collision_intent:101;pi_entry:94;state:97,827,58,completed
21,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,105,0,81,25,0,0,0,310,106,204,211,99,0,collision_intent:106;pi_entry:99;state:105,853,80,completed
21,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,105,0,91,15,0,0,0,313,107,206,212,101,0,collision_intent:107;pi_entry:101;state:105,893,37,completed
21,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,103,0,90,14,0,0,0,309,104,205,207,102,0,collision_intent:104;pi_entry:102;state:103,856,78,completed
21,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,106,0,99,8,0,0,0,312,106,206,212,100,0,collision_intent:106;pi_entry:100;state:106,900,32,completed
22,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,138,0,76,63,0,0,0,382,144,238,282,100,0,collision_intent:144;pi_entry:100;state:138,1152,52,completed
22,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,134,0,72,63,0,0,0,392,144,248,278,114,0,collision_intent:144;pi_entry:114;state:134,1065,128,completed
22,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,142,0,98,45,0,0,0,404,146,258,288,116,0,collision_intent:146;pi_entry:116;state:142,1102,80,completed
22,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,144,0,115,30,0,0,0,408,144,264,288,120,0,collision_intent:144;pi_entry:120;state:144,1140,37,completed
23,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,115,0,96,20,0,0,0,343,119,224,234,109,0,collision_intent:119;pi_entry:109;state:115,933,65,completed
23,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,114,0,93,22,0,0,0,331,120,211,234,97,0,collision_intent:120;pi_entry:97;state:114,942,69,completed
23,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,112,0,74,39,0,0,0,327,117,210,229,98,0,collision_intent:117;pi_entry:98;state:112,948,66,completed
23,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,117,0,98,20,0,0,0,341,119,222,236,105,0,collision_intent:119;pi_entry:105;state:117,968,32,completed
24,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,118,0,102,17,0,0,0,353,122,231,240,113,0,collision_intent:122;pi_entry:113;state:118,982,34,completed
24,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,112,0,91,22,0,0,0,335,119,216,231,104,0,collision_intent:119;pi_entry:104;state:112,982,52,completed
24,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,118,0,81,38,0,0,0,339,119,220,237,102,0,collision_intent:119;pi_entry:102;state:118,949,81,completed
24,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,114,0,87,28,0,0,0,343,119,224,233,110,0,collision_intent:119;pi_entry:110;state:114,955,71,completed
25,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,121,0,79,43,0,0,0,335,121,214,242,93,0,collision_intent:121;pi_entry:93;state:121,994,56,completed
25,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,118,0,75,44,0,0,0,341,123,218,241,100,0,collision_intent:123;pi_entry:100;state:118,960,83,completed
25,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,123,0,109,15,0,0,0,357,123,234,246,111,0,collision_intent:123;pi_entry:111;state:123,998,29,completed
25,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,118,0,98,21,0,0,0,352,123,229,241,111,0,collision_intent:123;pi_entry:111;state:118,990,42,completed
26,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,112,0,100,13,0,0,0,334,115,219,227,107,0,collision_intent:115;pi_entry:107;state:112,938,36,completed
26,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,104,0,93,12,0,0,0,315,111,204,215,100,0,collision_intent:111;pi_entry:100;state:104,958,36,completed
26,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,111,0,68,44,0,0,0,326,116,210,227,99,0,collision_intent:116;pi_entry:99;state:111,908,75,completed
