trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,113,0,104,10,0,0,0,347,119,228,232,115,0,collision_intent:119;pi_entry:115;state:113,920,74,completed
0,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,112,0,72,41,0,0,0,328,118,210,230,98,0,collision_intent:118;pi_entry:98;state:112,927,85,completed
0,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,114,0,94,21,0,0,0,331,116,215,230,101,0,collision_intent:116;pi_entry:101;state:114,970,40,completed
0,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,118,0,91,28,0,0,0,335,120,215,238,97,0,collision_intent:120;pi_entry:97;state:118,937,68,completed
1,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,108,0,94,15,0,0,0,314,110,204,218,96,0,collision_intent:110;pi_entry:96;state:108,913,46,completed
1,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,109,0,90,20,0,0,0,327,115,212,224,103,0,collision_intent:115;pi_entry:103;state:109,899,48,completed
1,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,108,0,97,12,0,0,0,321,110,211,218,103,0,collision_intent:110;pi_entry:103;state:108,926,26,completed
1,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,106,0,80,27,0,0,0,312,110,202,216,96,0,collision_intent:110;pi_entry:96;state:106,898,63,completed
2,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,111,0,100,12,0,0,0,329,113,216,224,105,0,collision_intent:113;pi_entry:105;state:111,906,57,completed
2,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,111,0,91,21,0,0,0,324,112,212,223,101,0,collision_intent:112;pi_clear_path:1;pi_entry:100;state:111,931,37,completed
2,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,109,0,72,38,0,0,0,315,113,202,222,93,0,collision_intent:113;pi_entry:93;state:109,883,94,completed
2,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,111,0,98,14,0,0,0,325,112,213,223,102,0,collision_intent:112;pi_entry:102;state:111,940,28,completed
3,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,118,0,100,19,0,0,0,353,121,232,239,114,0,collision_intent:121;pi_entry:114;state:118,945,93,completed
3,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,116,0,95,22,0,0,0,341,119,222,235,106,0,collision_intent:119;pi_entry:106;state:116,966,84,completed
3,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,119,0,63,57,0,0,0,338,122,216,241,97,0,collision_intent:122;pi_clear_path:2;pi_entry:95;state:119,979,74,completed
3,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,117,0,103,15,0,0,0,360,124,236,241,119,0,collision_intent:124;pi_entry:119;state:117,961,71,completed
4,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,00,135,0,74,62,0,0,0,376,140,236,275,101,0,collision_intent:140;pi_clear_path:1;pi_entry:100;state:135,1123,60,completed
4,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,01,138,0,81,58,0,0,0,386,142,244,280,106,0,collision_intent:142;pi_clear_path:1;pi_entry:105;state:138,1093,80,completed
4,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,02,136,0,88,49,0,0,0,395,142,253,278,117,0,collision_intent:142;pi_entry:117;state:136,1046,118,completed
4,PI,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,pi_gilbert_elliott_drop_0_10_rho_0_8,,coverage,03,140,0,118,23,0,0,0,403,143,260,283,120,0,collision_intent:143;pi_entry:120;state:140,1062,95,completed
