trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,00,130,0,99,32,0,0,0,385,133,252,263,122,0,collision_intent:133;pi_clear_path:1;pi_entry:121;state:130,914,258,completed,,
0,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,01,125,0,78,48,0,0,0,379,133,246,258,121,0,collision_intent:133;pi_entry:121;state:125,909,268,completed,,
0,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,02,132,0,94,39,0,0,0,403,139,264,271,132,0,collision_intent:139;pi_entry:132;state:132,914,239,completed,,
0,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,03,133,0,90,44,0,0,0,390,137,253,270,120,0,collision_intent:137;pi_entry:120;state:133,926,241,completed,,
1,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,00,103,0,67,37,0,0,0,416,105,311,208,208,0,collision_intent:105;pi_entry:208;state:103,1232,318,completed,,
1,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,01,196,0,145,52,0,0,0,573,199,374,395,178,0,collision_intent:199;pi_entry:178;state:196,1071,323,completed,,
1,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,02,187,0,89,99,0,0,0,562,199,363,386,176,0,collision_intent:199;pi_entry:176;state:187,1034,370,completed,,
1,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,03,106,0,60,47,0,0,0,416,109,307,215,201,0,collision_intent:109;pi_entry:201;state:106,1258,293,completed,,
2,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,00,144,0,87,58,0,0,0,418,147,271,291,127,0,collision_intent:147;pi_entry:127;state:144,1099,166,completed,,
2,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,01,142,0,105,38,0,0,0,425,147,278,289,136,0,collision_intent:147;pi_entry:136;state:142,1006,253,completed,,
2,PI,gilbert_elliot,pGG_0.94_pBB_0.86,19,361,4,,,pi_gilbert_elliott_drop_0_30_rho_0_8,,coverage,02,142,0,70,73,0,0,0,423,151,272,293,130,0,collision_intent:151;pi_entry:130;state:142,995,265,completed,,
