trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,62.175431303676056,62.175431303676056,2,2,2,88,36,88,4,1,0,0,388,0,263,626,160,91,172,183,80,0.31189083820662766,26.3,8.0,collision_intent:91;pi_clear_path:3;pi_entry:77;state:92,0.55,0.3352272727272727,known_visit_core_500,10,4,8
1,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,72.61170845314172,72.61170845314172,9,9,9,115,42,93,26,1,0,0,430,0,313,766,171,120,193,239,74,0.29636048526863085,31.3,7.4,collision_intent:120;pi_clear_path:5;pi_entry:69;state:119,0.30000000000000004,0.2231182795698925,known_visit_core_500,10,4,8
2,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,82.23986861142672,82.23986861142672,7,7,7,128,48,113,19,2,1,1,492,0,382,919,225,137,245,269,113,0.3069577080491132,38.2,11.3,collision_intent:137;pi_clear_path:6;pi_entry:107;state:132,0.3999999999999999,0.21902654867256643,known_visit_core_500,10,4,8
3,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,44.018354322477194,44.018354322477194,2,2,2,88,26,87,5,2,2,2,249,0,297,704,184,94,203,186,111,0.30363036303630364,29.7,11.1,collision_intent:94;pi_clear_path:3;pi_entry:108;state:92,0.44999999999999996,0.08908045977011492,known_visit_core_500,10,4,8
4,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,71.92259843678639,71.92259843678639,6,6,6,115,41,101,18,4,2,2,431,0,356,854,212,124,232,243,113,0.30547550432276654,35.6,11.3,collision_intent:124;pi_clear_path:8;pi_entry:105;state:119,0.6000000000000001,0.19059405940594054,known_visit_core_500,10,4,8
5,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,41.518913787117505,41.518913787117505,2,2,2,66,25,65,5,4,0,0,253,0,231,556,134,70,161,140,91,0.2791666666666667,23.1,9.1,collision_intent:70;pi_clear_path:4;pi_entry:87;state:70,0.3500000000000001,0.21923076923076934,known_visit_core_500,10,4,8
6,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,51.716242826723025,51.716242826723025,4,4,4,101,31,92,13,4,1,1,288,0,304,739,170,106,198,211,93,0.2876480541455161,30.4,9.3,collision_intent:106;pi_clear_path:4;pi_entry:89;state:105,0.3999999999999999,0.15760869565217384,known_visit_core_500,10,4,8
7,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,44.733992522718104,44.733992522718104,2,2,2,83,26,76,11,2,0,0,262,0,267,651,148,86,181,173,94,0.2735674676524954,26.7,9.4,collision_intent:86;pi_clear_path:4;pi_entry:90;state:87,0.25,0.17763157894736836,known_visit_core_500,10,4,8
8,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,76.64082183502077,76.64082183502077,4,4,4,132,44,112,24,4,2,2,448,0,403,983,224,140,263,276,127,0.2846251588310038,40.3,12.7,collision_intent:140;pi_clear_path:6;pi_entry:121;state:136,0.3500000000000001,0.2098214285714286,known_visit_core_500,10,4,8
9,known_visit,PI,gilbert_elliot,0.7,19,361,4,10,pi_gilbert_elliot_pGG_0_7_pBB_0_3,known_visit_g19_t10_n500.csv,10,True,72.19836928020761,72.19836928020761,7,7,7,140,42,104,40,3,6,6,405,0,405,985,227,147,258,291,114,0.29442282749675747,40.5,11.4,collision_intent:147;pi_clear_path:2;pi_entry:112;state:144,0.44999999999999996,0.20673076923076916,known_visit_core_500,10,4,8
