trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
0,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,0);01:(4,0);02:(3,0);03:(9,13)",00:0;01:0;02:0;03:0,,completed
1,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,16);01:(18,12);02:(17,13);03:(16,13)",00:0;01:0;02:0;03:0,,completed
2,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,17);01:(16,16);02:(18,14);03:(14,7)",00:0;01:0;02:0;03:0,,completed
3,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,17);01:(18,17);02:(18,18);03:(15,17)",00:0;01:0;02:0;03:0,,completed
4,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,0);01:(18,5);02:(17,6);03:(18,8)",00:0;01:0;02:0;03:0,,completed
5,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,18);01:(18,12);02:(16,11);03:(17,10)",00:0;01:0;02:0;03:0,,completed
6,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,13);01:(17,16);02:(16,18);03:(18,18)",00:0;01:0;02:0;03:0,,completed
7,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,17);01:(17,18);02:(18,18);03:(0,6)",00:0;01:0;02:0;03:0,,completed
8,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,16);01:(2,3);02:(1,0);03:(5,7)",00:0;01:0;02:0;03:0,,completed
9,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,14);01:(18,15);02:(17,15);03:(17,13)",00:0;01:0;02:0;03:0,,completed
10,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,15);01:(16,18);02:(18,18);03:(18,14)",00:0;01:0;02:0;03:0,,completed
11,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,10);01:(18,9);02:(17,7);03:(16,8)",00:0;01:0;02:0;03:0,,completed
12,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,14);01:(18,17);02:(18,18);03:(17,17)",00:0;01:0;02:0;03:0,,completed
13,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(10,18);01:(18,7);02:(17,2);03:(18,13)",00:0;01:0;02:0;03:0,,completed
14,DGA,gilbert_elliot,pGG_0.99_pBB_0.81,19,361,4,,,dga_gilbert_elliott_drop_0_05_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(1,15);01:(0,7);02:(5,11);03:(1,8)",00:0;01:0;02:0;03:0,,completed
