trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(1,3);(11,7);(6,7);(5,8);(6,3);(13,10);(0,8);(0,10);(4,3);(4,9)",10,True,38.99002705018227,38.99002705018227,00:5;01:3;02:2,"(0,0);(0,6);(0,13)","(13,10);(4,3);(5,9)",182,0,completed
1,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(10,8);(3,9);(6,2);(13,10);(10,2);(11,2);(1,5);(11,3);(8,3);(3,4)",10,True,33.269347907393765,33.269347907393765,00:3;01:4;02:3,"(0,0);(0,6);(0,13)","(13,6);(7,2);(13,10)",133,0,completed
2,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(9,5);(1,6);(3,2);(12,7);(9,13);(9,10);(4,1);(2,13);(2,2);(1,11)",10,True,62.24691517654317,62.24691517654317,00:3;01:2;02:5,"(0,0);(0,6);(0,13)","(9,7);(4,9);(4,1)",259,0,completed
3,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(0,12);(7,11);(9,6);(12,13);(1,5);(8,8);(12,6);(5,2);(13,11);(9,8)",10,True,43.394231336809774,43.394231336809774,00:1;01:2;02:7,"(0,0);(0,6);(0,13)","(9,8);(12,13);(13,11)",172,0,completed
4,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(6,0);(12,4);(0,10);(6,10);(10,8);(7,2);(3,0);(2,1);(6,9);(3,5)",10,True,36.00987909958049,36.00987909958049,00:4;01:1;02:5,"(0,0);(0,6);(0,13)","(7,2);(0,10);(12,4)",153,0,completed
5,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(6,3);(11,2);(4,7);(0,7);(8,0);(1,0);(5,12);(10,9);(7,2);(12,5)",10,True,47.02345247762754,47.02345247762754,00:6;01:2;02:2,"(0,0);(0,6);(0,13)","(10,9);(7,2);(10,8)",202,0,completed
6,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(8,9);(2,9);(1,9);(5,3);(2,10);(1,0);(2,0);(1,11);(0,5);(4,6)",10,True,23.853370013857408,23.853370013857408,00:2;01:3;02:5,"(0,0);(0,6);(0,13)","(0,10);(6,5);(8,9)",98,0,completed
7,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(4,0);(2,13);(8,0);(6,13);(4,6);(9,12);(3,0);(6,12);(1,11);(7,9)",10,True,35.40042339585211,35.40042339585211,00:3;01:2;02:5,"(0,0);(0,6);(0,13)","(4,9);(3,13);(9,12)",144,0,completed
8,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(11,5);(1,6);(5,7);(13,5);(4,2);(11,0);(1,7);(8,13);(7,1);(12,13)",10,True,27.271696326366815,27.271696326366815,00:3;01:5;02:2,"(0,0);(0,6);(0,13)","(11,0);(13,5);(12,9)",106,0,completed
9,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(10,8);(8,13);(2,13);(10,6);(13,4);(13,7);(6,7);(9,2);(6,2);(7,9)",10,True,37.301009327139084,37.301009327139084,00:4;01:2;02:4,"(0,0);(0,6);(0,13)","(12,7);(9,7);(10,6)",150,0,completed
10,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(2,4);(12,12);(11,9);(7,13);(9,8);(4,10);(2,8);(3,2);(12,9);(5,6)",10,True,38.24260253724879,38.24260253724879,00:3;01:3;02:4,"(0,0);(0,6);(0,13)","(12,8);(12,10);(12,9)",155,0,completed
11,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(5,6);(11,1);(7,4);(7,5);(2,4);(13,2);(12,13);(5,11);(10,10);(4,5)",10,True,31.672122233373464,31.672122233373464,00:2;01:5;02:3,"(0,0);(0,6);(0,13)","(11,7);(13,2);(12,13)",121,0,completed
12,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(11,0);(6,2);(6,7);(9,9);(10,7);(1,7);(12,4);(6,9);(1,12);(4,6)",10,True,33.98858041717014,33.98858041717014,00:3;01:4;02:3,"(0,0);(0,6);(0,13)","(12,4);(6,9);(9,2)",134,0,completed
13,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(5,13);(11,13);(13,13);(8,10);(2,7);(6,3);(12,3);(5,3);(8,11);(3,6)",10,True,36.38969174157039,36.38969174157039,00:3;01:3;02:4,"(0,0);(0,6);(0,13)","(8,10);(12,3);(13,9)",145,0,completed
14,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(9,0);(8,8);(0,11);(1,3);(2,2);(7,10);(7,13);(3,4);(0,5);(9,1)",10,True,59.25142575815344,59.25142575815344,00:6;01:3;02:1,"(0,0);(0,6);(0,13)","(7,13);(9,7);(6,3)",251,0,completed
15,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(5,0);(2,10);(7,8);(9,1);(12,1);(12,0);(9,6);(4,2);(11,10);(10,7)",10,True,48.425583024731594,48.425583024731594,00:3;01:2;02:5,"(0,0);(0,6);(0,13)","(3,2);(12,2);(9,6)",204,0,completed
16,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(7,12);(0,12);(9,0);(9,1);(11,10);(12,3);(4,9);(9,4);(5,13);(7,7)",10,True,35.28649238261526,35.28649238261526,00:4;01:3;02:3,"(0,0);(0,6);(0,13)","(13,5);(7,10);(11,10)",143,0,completed
17,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(6,9);(0,5);(4,4);(9,9);(12,11);(4,0);(2,1);(10,11);(12,8);(13,8)",10,True,32.081265376560324,32.081265376560324,00:2;01:4;02:4,"(0,0);(0,6);(0,13)","(11,6);(13,8);(12,11)",126,0,completed
18,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(2,4);(6,13);(10,11);(2,3);(3,10);(0,12);(10,5);(2,9);(8,0);(8,13)",10,True,37.097775832725134,37.097775832725134,00:4;01:2;02:4,"(0,0);(0,6);(0,13)","(8,0);(9,13);(11,9)",154,0,completed
