trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,blocked_task_quarantines_total,blocked_task_quarantine_time_s_total,maximum_quarantine_level,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,allocator_calls_total,allocator_time_ms_team_total,allocator_time_ms_team_max,allocator_solve_time_ms_team_total,allocator_solve_time_ms_team_max,candidate_filter_calls_total,candidate_filter_time_ms_team_total,candidate_filter_time_ms_team_max,trial_status
0,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,38.99002705018227,38.99002705018227,2,2,2,47,23,47,3,1,0,0,0,0.0,0,182,0,129,215,41,49,80,99,30,0.25949367088607594,12.9,3.0,collision_intent:49;pi_clear_path:2;pi_entry:28;state:50,0.20000000000000018,0.198581560283688,93,23.3831,0.9144,16.8782,0.7163,94,6.5049,0.1099,completed
1,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,33.269347907393765,33.269347907393765,1,1,1,58,20,56,5,1,0,0,0,0.0,0,133,0,153,249,55,59,94,120,33,0.2956989247311828,15.3,3.3,collision_intent:59;pi_entry:33;state:61,0.06666666666666665,0.0714285714285714,25,15.1144,1.4312,12.5484,1.1187,21,2.566,0.1608,completed
2,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,62.24691517654317,62.24691517654317,1,1,1,93,36,84,12,1,6,6,0,0.0,0,259,0,223,385,60,96,127,192,31,0.23715415019762845,22.3,3.1,collision_intent:96;pi_clear_path:1;pi_entry:30;state:96,0.20000000000000018,0.09523809523809534,69,22.8754,1.3711,17.2407,1.1096,64,5.6347,0.3053,completed
3,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,43.394231336809774,43.394231336809774,3,3,3,75,25,71,7,0,0,0,0,0.0,0,172,0,187,315,57,75,112,153,34,0.25675675675675674,18.7,3.4,collision_intent:75;pi_entry:34;state:78,0.40000000000000013,0.03755868544600949,22,9.4223,0.8031,7.6315,0.6191,21,1.7908,0.1004,completed
4,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,36.00987909958049,36.00987909958049,3,3,3,54,21,49,8,1,4,2,1,5.0,1,153,0,141,242,39,58,83,115,26,0.23636363636363636,14.1,2.6,collision_intent:58;pi_clear_path:2;pi_entry:24;state:57,0.26666666666666683,0.1496598639455784,51,14.7023,0.8993,11.3072,0.7026,47,3.3951,0.1084,completed
5,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,47.02345247762754,47.02345247762754,2,2,2,67,27,62,8,0,0,0,0,0.0,0,202,0,171,290,50,69,102,139,32,0.24752475247524752,17.1,3.2,collision_intent:69;pi_clear_path:2;pi_entry:30;state:70,0.26666666666666683,0.17204301075268824,66,17.2072,0.8262,12.85,0.6447,63,4.3572,0.1044,completed
6,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,23.853370013857408,23.853370013857408,1,1,1,41,14,40,4,0,0,0,0,0.0,0,98,0,116,177,53,41,75,85,31,0.3581081081081081,11.6,3.1,collision_intent:41;pi_entry:31;state:44,0.20000000000000018,0.06666666666666665,22,8.7189,0.8586,7.0413,0.6742,21,1.6776,0.0968,completed
7,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,35.40042339585211,35.40042339585211,3,3,3,61,21,54,10,0,2,2,0,0.0,0,144,0,154,269,37,63,91,127,27,0.20555555555555555,15.4,2.7,collision_intent:63;pi_entry:27;state:64,0.20000000000000018,0.0,27,10.1365,0.8219,8.6378,0.641,17,1.4987,0.1103,completed
8,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,27.271696326366815,27.271696326366815,0,0,0,47,16,50,0,1,0,0,0,0.0,0,106,0,125,219,30,48,77,98,27,0.19607843137254902,12.5,2.7,collision_intent:48;pi_clear_path:1;pi_entry:26;state:50,0.20000000000000018,0.01333333333333342,24,13.8449,1.2151,11.3639,0.9378,21,2.481,0.1399,completed
9,known_visit,PI,bernoulli,drop_0.25,14,196,3,10,pi_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,10,True,37.301009327139084,37.301009327139084,1,1,1,60,22,61,2,0,0,0,0,0.0,0,150,0,155,249,59,62,93,125,30,0.32065217391304346,15.5,3.0,collision_intent:62;pi_clear_path:1;pi_entry:29;state:63,0.1333333333333333,0.04371584699453557,41,21.0411,1.4243,16.5829,1.1629,38,4.4582,0.2299,completed
