trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(11,7);(17,15);(14,5);(8,0);(14,15);(7,5);(2,6);(3,8);(12,12);(16,5);(10,14);(3,18);(10,12);(5,18);(13,14);(4,11);(12,18);(1,14);(15,10);(11,10)",20,True,80.89991326554004,80.89991326554004,00:3;01:8;02:5;03:4,"(0,0);(0,6);(0,12);(0,18)","(11,7);(7,5);(2,6);(17,15)",465,0,completed
1,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(10,3);(7,11);(0,1);(9,4);(0,3);(3,5);(1,17);(3,17);(12,8);(15,13);(5,5);(18,7);(2,12);(1,3);(8,10);(4,1);(4,10);(16,15);(2,7);(10,2)",20,True,92.98415539754771,92.98415539754771,00:5;01:5;02:5;03:5,"(0,0);(0,6);(0,12);(0,18)","(4,1);(5,6);(0,3);(16,15)",512,0,completed
2,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(8,17);(9,7);(13,2);(17,3);(16,16);(10,9);(9,6);(17,15);(6,12);(17,0);(1,17);(7,10);(13,18);(11,15);(0,1);(3,17);(3,0);(13,13);(15,18);(0,2)",20,True,67.27483453422742,67.27483453422742,00:5;01:5;02:3;03:7,"(0,0);(0,6);(0,12);(0,18)","(13,15);(16,0);(16,16);(6,12)",370,0,completed
3,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(12,12);(17,11);(2,6);(9,13);(2,17);(6,11);(17,3);(5,8);(14,10);(16,4);(8,15);(18,8);(9,8);(6,10);(10,16);(10,8);(12,0);(6,6);(1,18);(3,12)",20,True,74.84014163131182,74.84014163131182,00:2;01:6;02:8;03:4,"(0,0);(0,6);(0,12);(0,18)","(8,15);(14,10);(11,8);(15,11)",388,0,completed
4,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(10,14);(3,1);(12,5);(12,17);(17,8);(8,7);(17,13);(4,6);(5,18);(10,10);(2,2);(8,1);(2,13);(7,8);(4,17);(2,12);(5,4);(11,12);(11,2);(13,9)",20,True,78.50156971506169,78.50156971506169,00:6;01:5;02:7;03:2,"(0,0);(0,6);(0,12);(0,18)","(2,16);(13,9);(17,8);(13,8)",438,0,completed
5,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(11,10);(3,13);(17,2);(10,12);(7,0);(1,9);(9,9);(5,1);(12,13);(16,10);(17,5);(18,6);(11,11);(8,9);(12,2);(8,3);(13,16);(1,12);(8,12);(4,5)",20,True,60.863546552250305,60.863546552250305,00:8;01:2;02:8;03:2,"(0,0);(0,6);(0,12);(0,18)","(16,10);(17,3);(10,5);(13,16)",319,0,completed
6,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(2,9);(9,11);(17,12);(16,3);(18,4);(12,18);(11,8);(14,6);(13,10);(4,8);(10,16);(10,18);(12,3);(6,11);(5,0);(2,6);(15,1);(13,3);(13,7);(11,6)",20,True,65.70556929060473,65.70556929060473,00:6;01:6;02:5;03:3,"(0,0);(0,6);(0,12);(0,18)","(18,4);(13,10);(11,12);(11,6)",345,0,completed
7,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(4,7);(11,12);(14,18);(4,5);(9,6);(16,18);(4,17);(5,1);(17,17);(17,3);(11,9);(6,2);(3,12);(13,18);(9,16);(14,3);(0,15);(8,14);(18,5);(13,11)",20,True,138.7328816376532,138.7328816376532,00:5;01:6;02:3;03:6,"(0,0);(0,6);(0,12);(0,18)","(13,18);(0,15);(4,5);(4,7)",819,0,completed
8,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(16,2);(8,3);(18,12);(6,1);(17,14);(4,18);(10,17);(4,6);(7,18);(15,9);(4,1);(5,18);(12,13);(0,9);(2,7);(0,4);(4,5);(15,3);(6,6);(9,5)",20,True,54.165379024667665,54.165379024667665,00:6;01:4;02:2;03:8,"(0,0);(0,6);(0,12);(0,18)","(16,2);(3,9);(6,6);(15,9)",309,0,completed
9,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(0,3);(12,1);(6,13);(4,16);(5,4);(10,1);(2,0);(14,17);(12,14);(17,2);(9,15);(8,10);(2,16);(12,12);(7,10);(16,12);(14,2);(4,9);(9,12);(14,7)",20,True,62.90774406168495,62.90774406168495,00:3;01:5;02:3;03:9,"(0,0);(0,6);(0,12);(0,18)","(10,8);(11,8);(14,17);(17,2)",336,0,completed
10,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(4,8);(2,6);(12,8);(14,13);(16,9);(18,9);(10,0);(8,13);(2,7);(18,4);(1,9);(10,13);(1,6);(12,12);(6,17);(5,6);(13,11);(18,5);(5,0);(10,14)",20,True,82.53910936590165,82.53910936590165,00:4;01:10;02:2;03:4,"(0,0);(0,6);(0,12);(0,18)","(14,13);(18,4);(12,8);(18,6)",465,0,completed
11,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(16,16);(4,17);(8,8);(13,1);(7,6);(13,5);(12,18);(10,6);(15,7);(11,12);(6,7);(18,18);(6,11);(15,8);(15,14);(3,10);(1,12);(3,12);(3,8);(7,16)",20,True,113.3755351760782,113.3755351760782,00:5;01:5;02:7;03:3,"(0,0);(0,6);(0,12);(0,18)","(18,18);(15,7);(13,1);(17,10)",649,0,completed
12,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(16,8);(15,17);(10,10);(18,13);(4,16);(5,7);(13,3);(9,3);(3,6);(4,9);(16,15);(1,8);(9,13);(11,3);(1,12);(5,18);(15,2);(17,4);(14,18);(8,1)",20,True,127.49444571866371,127.49444571866371,00:5;01:5;02:4;03:6,"(0,0);(0,6);(0,12);(0,18)","(14,18);(17,5);(16,14);(17,4)",721,0,completed
13,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(3,18);(3,5);(9,11);(1,0);(12,14);(9,18);(16,9);(0,13);(11,14);(13,0);(15,0);(12,6);(10,1);(17,1);(14,17);(11,16);(18,14);(10,11);(6,2);(7,10)",20,True,61.66275464549325,61.66275464549325,00:6;01:5;02:6;03:3,"(0,0);(0,6);(0,12);(0,18)","(14,11);(17,6);(16,9);(11,8)",335,0,completed
14,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(11,12);(18,14);(14,10);(11,4);(5,3);(11,5);(5,9);(11,18);(12,10);(2,9);(18,6);(18,0);(13,6);(7,8);(12,6);(0,13);(10,9);(14,17);(16,15);(3,4)",20,True,66.20146807094973,66.20146807094973,00:6;01:5;02:4;03:5,"(0,0);(0,6);(0,12);(0,18)","(11,13);(7,14);(18,0);(18,14)",355,0,completed
15,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(16,11);(7,16);(7,0);(17,18);(14,14);(16,15);(6,7);(10,3);(6,3);(6,11);(15,1);(17,1);(11,0);(1,14);(17,16);(10,16);(18,2);(10,8);(11,14);(18,11)",20,True,86.42856885713228,86.42856885713228,00:6;01:5;02:8;03:1,"(0,0);(0,6);(0,12);(0,18)","(14,14);(6,7);(17,18);(10,14)",454,0,completed
16,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(1,10);(4,18);(13,14);(8,2);(3,4);(15,3);(14,8);(6,0);(7,7);(14,3);(14,14);(14,13);(3,9);(5,15);(17,1);(9,11);(12,1);(14,2);(2,5);(2,4)",20,True,100.71465917572574,100.71465917572574,00:3;01:5;02:7;03:5,"(0,0);(0,6);(0,12);(0,18)","(17,1);(14,2);(8,15);(14,13)",595,0,completed
17,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(17,8);(3,17);(13,4);(15,14);(2,14);(13,3);(17,6);(13,14);(7,10);(18,0);(14,6);(6,1);(5,0);(9,16);(6,17);(1,5);(16,13);(13,18);(2,1);(12,1)",20,True,64.2043108190226,64.2043108190226,00:7;01:2;02:6;03:5,"(0,0);(0,6);(0,12);(0,18)","(12,14);(13,8);(17,2);(7,10)",328,0,completed
18,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(12,13);(4,12);(3,14);(18,2);(3,12);(3,0);(9,15);(10,18);(4,7);(12,5);(16,16);(0,5);(13,10);(7,5);(15,13);(16,6);(9,9);(11,13);(5,9);(2,7)",20,True,114.54716448074751,114.54716448074751,00:1;01:6;02:5;03:8,"(0,0);(0,6);(0,12);(0,18)","(0,10);(18,2);(10,18);(14,10)",703,0,completed
19,known_visit,PI,bernoulli,drop_0.25,19,361,4,20,targets_20_pi_h5_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,"(6,15);(9,9);(16,2);(9,4);(4,13);(8,13);(4,17);(10,1);(4,16);(5,7);(0,9);(1,11);(0,13);(17,13);(5,16);(12,13);(12,8);(9,1);(10,2);(16,3)",20,True,87.62864923403706,87.62864923403706,00:5;01:4;02:5;03:6,"(0,0);(0,6);(0,12);(0,18)","(16,2);(9,1);(16,3);(17,13)",533,0,completed
