trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,145,43,102,129,21,0,5,2,436,1447,293,152,284,307,129,350,129,0.2581497797356828,3.37984496124031,3.4313725490196076,0.8896551724137931,1.2647058823529411,1.0,clue:10;collision_intent:151;pi_entry:129;state:145;target:1,30,93,0.07441860465116279,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,179,160,19,184,0,3,0,0,383,1357,173,181,202,364,19,62,19,0.21437422552664187,2.0815217391304346,3.263157894736842,0.10614525139664804,1.0,0.10326086956521739,clue:4;collision_intent:180;pi_entry:19;state:179;target:1,37,79,0.010869565217391353,completed
2,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,785,41,744,443,347,2,28,14,2372,7951,1535,818,1554,1623,749,2288,749,0.24702285162536208,5.354401805869075,3.075268817204301,0.954140127388535,1.006720430107527,1.690744920993228,clue:20;collision_intent:817;pi_entry:749;state:785;target:1,161,497,0.10112866817155752,completed
3,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,330,288,42,325,10,2,1,1,729,2512,400,332,397,677,52,153,52,0.25236593059936907,2.243076923076923,3.642857142857143,0.15757575757575756,1.2380952380952381,0.16,clue:15;collision_intent:331;pi_entry:52;state:330;target:1,66,149,0.016000000000000014,completed
4,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,1047,155,892,530,522,2,3,3,2930,9870,1849,1052,1878,2114,816,2620,816,0.2461395101171459,5.528301886792453,2.937219730941704,0.7793696275071633,0.9147982062780269,1.539622641509434,clue:15;collision_intent:1051;pi_entry:816;state:1047;target:1,212,609,0.10113207547169822,completed
5,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,168,168,0,173,0,0,0,0,337,1174,170,169,168,337,0,0,0,0.2533532041728763,1.9479768786127167,0.0,0.0,0.0,0.0,collision_intent:168;state:168;target:1,34,69,0.006936416184971206,completed
6,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,214,214,0,219,0,0,0,0,429,1535,178,215,214,429,0,0,0,0.20794392523364486,1.9589041095890412,0.0,0.0,0.0,0.0,collision_intent:214;state:214;target:1,43,87,0.0036529680365298134,completed
7,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,24,24,0,29,0,0,0,0,50,166,28,26,24,50,0,0,0,0.2978723404255319,1.7241379310344827,0.0,0.0,0.0,0.0,collision_intent:25;state:24;target:1,5,11,0.02758620689655178,completed
8,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,159,121,38,161,3,0,3,2,379,1282,230,164,215,328,51,137,51,0.26744186046511625,2.3540372670807455,3.6052631578947367,0.32075471698113206,1.3421052631578947,0.3167701863354037,clue:5;collision_intent:163;pi_entry:51;state:159;target:1,32,77,0.012422360248447228,completed
9,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,5,140.0,125.0,pi_g25_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,1,1,0,6,0,0,0,0,4,11,1,3,1,4,0,0,0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,collision_intent:2;state:1;target:1,1,3,0.1333333333333333,completed
