trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
0,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,14);01:(18,0);02:(17,1);03:(17,8)",00:0;01:0;02:0;03:0,,completed
1,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,13);01:(18,16);02:(10,13);03:(17,16)",00:0;01:0;02:0;03:0,,completed
2,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,2);01:(12,0);02:(5,0);03:(2,5)",00:0;01:0;02:0;03:0,,completed
3,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,8);01:(12,7);02:(18,9);03:(17,9)",00:0;01:0;02:0;03:0,,completed
4,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,18);01:(3,17);02:(3,3);03:(5,15)",00:0;01:0;02:0;03:0,,completed
5,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(11,5);01:(6,8);02:(18,18);03:(12,3)",00:0;01:0;02:0;03:0,,completed
6,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,15);01:(15,14);02:(18,18);03:(17,18)",00:0;01:0;02:0;03:0,,completed
7,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,17);01:(12,0);02:(15,15);03:(17,18)",00:0;01:0;02:0;03:0,,completed
8,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,18);01:(18,11);02:(16,15);03:(13,18)",00:0;01:0;02:0;03:0,,completed
9,DGA,gilbert_elliot,pGG_0.96_pBB_0.84,19,361,4,,,dga_gilbert_elliott_drop_0_20_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,12);01:(9,14);02:(12,14);03:(4,14)",00:0;01:0;02:0;03:0,,completed
