trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic
8,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,246,0,68,179,0,0,0,2520,2571,4464,251,2269,497,2023,0,acbba_entry:2023;collision_intent:251;state:246
8,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,243,0,112,132,0,0,0,2399,2636,4525,248,2151,491,1908,0,acbba_entry:1908;collision_intent:248;state:243
9,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,179,0,12,168,0,0,0,2584,2608,4975,182,2402,361,2223,0,acbba_entry:2223;collision_intent:182;state:179
9,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,180,0,26,155,0,0,0,2638,2733,4794,186,2452,366,2272,0,acbba_entry:2272;collision_intent:186;state:180
9,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,175,0,54,122,0,0,0,2457,2634,5076,184,2273,359,2098,0,acbba_entry:2098;collision_intent:184;state:175
9,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,284,0,269,16,0,0,0,2488,2760,4919,284,2204,568,1920,0,acbba_entry:1920;collision_intent:284;state:284
10,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,246,0,86,161,0,0,0,2445,2646,4576,252,2193,498,1947,0,acbba_entry:1947;collision_intent:252;state:246
10,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,242,0,62,181,0,0,0,2367,2774,4526,253,2114,495,1872,0,acbba_entry:1872;collision_intent:253;state:242
10,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,248,0,130,119,0,0,0,2374,2625,4668,251,2123,499,1875,0,acbba_entry:1875;collision_intent:251;state:248
10,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,242,0,83,160,0,0,0,2481,2493,4693,252,2229,494,1987,0,acbba_entry:1987;collision_intent:252;state:242
11,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,223,0,38,186,0,0,0,2325,2470,4386,229,2096,452,1873,0,acbba_entry:1873;collision_intent:229;state:223
11,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,225,0,164,62,0,0,0,2207,2554,4420,233,1974,458,1749,0,acbba_entry:1749;collision_intent:233;state:225
11,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,227,0,83,145,0,0,0,2309,2629,4243,232,2077,459,1850,0,acbba_entry:1850;collision_intent:232;state:227
11,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,223,0,76,148,0,0,0,2340,2488,4352,230,2110,453,1887,0,acbba_entry:1887;collision_intent:230;state:223
12,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,292,0,92,201,0,0,0,2609,2974,4855,297,2312,589,2020,0,acbba_entry:2020;collision_intent:297;state:292
12,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,297,0,131,167,0,0,0,2556,2874,5008,300,2256,597,1959,0,acbba_entry:1959;collision_intent:300;state:297
12,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,178,0,47,132,0,0,0,2637,2858,4943,184,2453,362,2275,0,acbba_entry:2275;collision_intent:184;state:178
12,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,185,0,91,95,0,0,0,2636,2915,4887,189,2447,374,2262,0,acbba_entry:2262;collision_intent:189;state:185
13,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,12,0,4,9,0,0,0,2902,2923,5843,13,2889,25,2877,0,acbba_entry:2877;collision_intent:13;state:12
13,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,13,0,3,11,0,0,0,2965,3035,5668,15,2950,28,2937,0,acbba_entry:2937;collision_intent:15;state:13
13,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,379,0,177,203,0,0,0,2839,3084,5745,380,2459,759,2080,0,acbba_entry:2080;collision_intent:380;state:379
13,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,359,0,177,183,0,0,0,2962,2907,5799,365,2597,724,2238,0,acbba_entry:2238;collision_intent:365;state:359
14,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,175,0,31,145,0,0,0,2757,2841,5065,182,2575,357,2400,0,acbba_entry:2400;collision_intent:182;state:175
14,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,291,0,77,215,0,0,0,2561,2707,5393,295,2266,586,1975,0,acbba_entry:1975;collision_intent:295;state:291
14,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,172,0,54,119,0,0,0,2757,2782,5119,177,2580,349,2408,0,acbba_entry:2408;collision_intent:177;state:172
14,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,295,0,199,97,0,0,0,2588,2779,5295,297,2291,592,1996,0,acbba_entry:1996;collision_intent:297;state:295
15,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,206,0,100,107,0,0,0,2888,3232,5837,214,2674,420,2468,0,acbba_entry:2468;collision_intent:214;state:206
15,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,267,0,74,194,0,0,0,3100,3176,5681,271,2829,538,2562,0,acbba_entry:2562;collision_intent:271;state:267
15,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,219,0,111,109,0,0,0,2970,3196,5790,224,2746,443,2527,0,acbba_entry:2527;collision_intent:224;state:219
15,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,292,0,76,217,0,0,0,2999,2963,5995,295,2704,587,2412,0,acbba_entry:2412;collision_intent:295;state:292
16,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,202,0,31,172,0,0,0,2768,2976,5080,210,2558,412,2356,0,acbba_entry:2356;collision_intent:210;state:202
16,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,292,0,126,167,0,0,0,2650,3024,5150,298,2352,590,2060,0,acbba_entry:2060;collision_intent:298;state:292
16,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,234,0,42,193,0,0,0,2772,2918,5134,236,2536,470,2302,0,acbba_entry:2302;collision_intent:236;state:234
16,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,264,0,162,103,0,0,0,2634,3083,5107,268,2366,532,2102,0,acbba_entry:2102;collision_intent:268;state:264
17,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,230,0,77,154,0,0,0,2292,2518,4816,235,2057,465,1827,0,acbba_entry:1827;collision_intent:235;state:230
17,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,220,0,83,138,0,0,0,2410,2766,4450,230,2180,450,1960,0,acbba_entry:1960;collision_intent:230;state:220
17,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,233,0,85,149,0,0,0,2426,2675,4525,241,2185,474,1952,0,acbba_entry:1952;collision_intent:241;state:233
17,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,247,0,116,132,0,0,0,2499,2713,4415,252,2247,499,2000,0,acbba_entry:2000;collision_intent:252;state:247
18,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,254,0,70,185,0,0,0,2485,2825,4641,262,2223,516,1969,0,acbba_entry:1969;collision_intent:262;state:254
18,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,256,0,89,168,0,0,0,2458,2831,4662,265,2193,521,1937,0,acbba_entry:1937;collision_intent:265;state:256
18,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,252,0,112,141,0,0,0,2429,2748,4774,261,2168,513,1916,0,acbba_entry:1916;collision_intent:261;state:252
18,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,254,0,90,165,0,0,0,2579,2775,4597,264,2315,518,2061,0,acbba_entry:2061;collision_intent:264;state:254
19,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,257,0,113,145,0,0,0,2480,2548,4999,270,2210,527,1953,0,acbba_entry:1953;collision_intent:270;state:257
19,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,238,0,89,150,0,0,0,2477,2733,4814,248,2229,486,1991,0,acbba_entry:1991;collision_intent:248;state:238
19,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,257,0,89,169,0,0,0,2492,2822,4715,264,2228,521,1971,0,acbba_entry:1971;collision_intent:264;state:257
19,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,253,0,70,184,0,0,0,2580,2783,4665,261,2319,514,2066,0,acbba_entry:2066;collision_intent:261;state:253
20,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,39,0,15,25,0,0,0,2643,2549,4304,40,2603,79,2564,0,acbba_entry:2564;collision_intent:40;state:39
20,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,294,0,31,264,0,0,0,1512,2682,5302,296,1216,590,922,0,acbba_entry:922;collision_intent:296;state:294
20,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,365,0,278,88,0,0,0,2842,2233,4421,369,2473,734,2108,0,acbba_entry:2108;collision_intent:369;state:365
20,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,40,0,37,4,0,0,0,2499,2502,4495,42,2457,82,2417,0,acbba_entry:2417;collision_intent:42;state:40
21,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,241,0,93,149,0,0,0,2439,2522,4553,247,2192,488,1951,0,acbba_entry:1951;collision_intent:247;state:241
21,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,247,0,48,200,0,0,0,2303,2483,4728,247,2056,494,1809,0,acbba_entry:1809;collision_intent:247;state:247
21,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,246,0,127,120,0,0,0,2366,2689,4459,252,2114,498,1868,0,acbba_entry:1868;collision_intent:252;state:246
21,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,246,0,93,154,0,0,0,2406,2569,4539,250,2156,496,1910,0,acbba_entry:1910;collision_intent:250;state:246
22,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,248,0,120,129,0,0,0,2421,2615,4398,250,2171,498,1923,0,acbba_entry:1923;collision_intent:250;state:248
22,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,223,0,63,161,0,0,0,2382,2422,4629,233,2149,456,1926,0,acbba_entry:1926;collision_intent:233;state:223
22,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,228,0,77,152,0,0,0,2364,2594,4476,233,2131,461,1903,0,acbba_entry:1903;collision_intent:233;state:228
22,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,222,0,101,122,0,0,0,2267,2608,4559,230,2037,452,1815,0,acbba_entry:1815;collision_intent:230;state:222
23,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,236,0,66,171,0,0,0,2503,2764,4759,249,2254,485,2018,0,acbba_entry:2018;collision_intent:249;state:236
23,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,236,0,75,162,0,0,0,2466,2638,4923,243,2223,479,1987,0,acbba_entry:1987;collision_intent:243;state:236
23,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,272,0,145,128,0,0,0,2471,2819,4737,277,2194,549,1922,0,acbba_entry:1922;collision_intent:277;state:272
23,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,236,0,75,162,0,0,0,2587,2603,4837,249,2338,485,2102,0,acbba_entry:2102;collision_intent:249;state:236
24,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 24. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,,,,,,,
24,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 24. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,,,,,,,
