trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot
0,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
1,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,6);01:(3,3);02:(16,8);03:(18,9)",00:0;01:0;02:0;03:0,
2,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,2);01:(9,3);02:(17,11);03:(18,13)",00:0;01:0;02:0;03:0,
3,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,7);01:(5,0);02:(3,9);03:(2,1)",00:0;01:0;02:0;03:0,
4,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(12,8);01:(10,11);02:(12,5);03:(8,6)",00:0;01:0;02:0;03:0,
5,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,7);01:(16,9);02:(18,18);03:(18,2)",00:0;01:0;02:0;03:0,
6,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,18);01:(9,16);02:(13,9);03:(13,16)",00:0;01:0;02:0;03:0,
7,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(11,0);03:(18,5)",00:0;01:0;02:0;03:0,
8,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,5);01:(18,8);02:(10,16);03:(16,11)",00:0;01:0;02:0;03:0,
9,ACBBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,acbba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,16);01:(14,14);02:(18,11);03:(18,12)",00:0;01:0;02:0;03:0,
