trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,536,55,481,457,87,1,5,4,1657,11592,0,542,1115,1102,555,1547,555,0.0,3.62582056892779,3.2162162162162162,1.0354477611940298,1.1538461538461537,1.214442013129103,clue:24;collision_intent:541;pi_clear_path:2;pi_entry:553;state:536;target:1,69,223,0.04677242888402633,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,548,240,308,518,38,4,5,5,1533,10724,0,558,975,1130,403,1052,403,0.0,2.9594594594594597,3.4155844155844157,0.7354014598540146,1.3084415584415585,0.777992277992278,clue:24;collision_intent:557;pi_entry:403;state:548;target:1,70,203,0.030888030888030826,completed
2,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,134,128,6,142,0,0,0,0,293,2045,0,136,157,278,15,37,15,0.0,2.063380281690141,6.166666666666667,0.11194029850746269,2.5,0.1056338028169014,clue:8;collision_intent:135;pi_entry:15;state:134;target:1,17,38,0.010563380281690238,completed
3,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,22,22,0,30,0,0,0,0,47,323,0,25,22,47,0,0,0,0.0,1.5666666666666667,0.0,0.0,0.0,0.0,collision_intent:24;state:22;target:1,3,7,0.050000000000000044,completed
4,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,70,70,0,78,0,0,0,0,141,978,0,71,70,141,0,0,0,0.0,1.8076923076923077,0.0,0.0,0.0,0.0,collision_intent:70;state:70;target:1,9,19,0.019230769230769162,completed
5,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,295,82,213,284,19,1,3,3,847,5926,0,299,548,602,245,682,245,0.0,2.982394366197183,3.2018779342723005,0.8305084745762712,1.1502347417840375,0.8626760563380281,clue:8;collision_intent:298;pi_clear_path:2;pi_entry:243;state:295;target:1,38,119,0.027288732394366244,completed
6,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,104,72,32,112,0,2,0,0,267,1863,0,105,162,217,50,123,50,0.0,2.3839285714285716,3.84375,0.4807692307692308,1.5625,0.44642857142857145,clue:8;collision_intent:104;pi_clear_path:1;pi_entry:49;state:104;target:1,13,35,0.0,completed
7,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,48,40,8,56,0,0,0,0,121,841,0,49,72,105,16,41,16,0.0,2.1607142857142856,5.125,0.3333333333333333,2.0,0.2857142857142857,clue:8;collision_intent:48;pi_entry:16;state:48;target:1,6,16,0.0,completed
8,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,262,200,62,268,2,2,0,0,630,4404,0,263,367,541,89,230,89,0.0,2.3507462686567164,3.7096774193548385,0.33969465648854963,1.435483870967742,0.332089552238806,clue:16;collision_intent:262;pi_clear_path:1;pi_entry:88;state:262;target:1,33,81,0.010261194029850706,completed
9,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,5,5,0,13,0,0,0,0,14,92,0,9,5,14,0,0,0,0.0,1.0769230769230769,0.0,0.0,0.0,0.0,collision_intent:8;state:5;target:1,1,3,0.14423076923076916,completed
