trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,14,0,"(9,0);(6,18);(19,8);(12,1)",05,6,18,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(15,2);01:(14,4);02:(17,11);03:(18,15);04:(16,0);05:(19,18);06:(14,0);07:(21,18)",00:0;01:0;02:0;03:0;04:0;05:1;06:2;07:0,06,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,12,13,"(12,14);(16,14);(9,1);(18,8)",02,18,8,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(9,1);01:(6,3);02:(7,2);03:(14,2);04:(11,11);05:(12,13);06:(15,16);07:(17,23)",00:1;01:0;02:1;03:0;04:0;05:1;06:0;07:0,05,completed
2,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,16,1,"(9,12);(17,8);(15,4);(7,14)",01,15,4,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(16,1);01:(15,4);02:(16,6);03:(17,10);04:(15,15);05:(15,17);06:(16,20);07:(16,23)",00:0;01:1;02:0;03:0;04:0;05:0;06:0;07:0,00,completed
3,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,2,18,"(4,16);(13,22);(5,17);(3,18)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(3,0);01:(1,4);02:(3,7);03:(3,10);04:(1,15);05:(2,18);06:(3,21);07:(3,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,05,completed
4,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,8,18,"(7,23);(17,17);(19,8);(12,6)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(9,0);01:(7,4);02:(9,7);03:(9,10);04:(7,15);05:(8,18);06:(9,21);07:(9,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,05,completed
5,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,15,13,"(19,6);(19,17);(17,5);(11,10)",03,11,10,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(14,1);01:(8,6);02:(3,5);03:(20,13);04:(0,14);05:(23,10);06:(9,13);07:(15,13)",00:0;01:0;02:0;03:1;04:0;05:0;06:0;07:0,07,completed
6,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,10,15,"(1,5);(8,15);(13,17);(14,10)",04,8,15,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(8,3);01:(6,6);02:(10,10);03:(8,13);04:(10,15);05:(6,16);06:(9,19);07:(7,22)",00:0;01:0;02:0;03:0;04:1;05:0;06:0;07:0,04,completed
7,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,4,19,"(5,18);(4,18);(11,9);(17,11)",05,4,18,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(5,1);01:(4,5);02:(5,8);03:(5,11);04:(4,16);05:(4,19);06:(5,20);07:(6,24)",00:0;01:0;02:0;03:0;04:0;05:1;06:0;07:0,05,completed
8,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,21,3,"(18,22);(17,17);(17,1);(24,1)",00,24,1,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(19,1);01:(19,2);02:(21,3);03:(18,13);04:(19,12);05:(18,16);06:(18,20);07:(18,23)",00:1;01:0;02:0;03:0;04:0;05:0;06:0;07:1,02,completed
9,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,8,85.0,78.125,pi_g25_d85_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,1,0,"(6,17);(10,3);(2,18);(16,8)",,,,"00:(0,0);01:(0,3);02:(0,7);03:(0,10);04:(0,14);05:(0,17);06:(0,21);07:(0,24)","00:(1,0);01:(0,3);02:(1,7);03:(1,10);04:(0,14);05:(0,17);06:(1,21);07:(1,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0,00,completed
