trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
10,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,19);(15,13);(2,29);(13,8);(25,22);(16,8);(33,10);(18,14);(21,31);(22,25)",10,True,57.29383951443016,57.29383951443016,00:0;01:0;02:1;03:0;04:1;05:0;06:2;07:1;08:0;09:0;10:0;11:0;12:0;13:1;14:0;15:0;16:0;17:0;18:2;19:0;20:1;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(13,6);(16,6);(14,8);(8,4);(16,8);(8,7);(18,14);(33,10);(7,11);(7,13);(7,14);(19,15);(3,17);(21,19);(6,20);(8,22);(4,23);(6,24);(25,22);(5,27);(6,29);(4,30);(21,31);(4,33)",2342,0,completed
11,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(8,17);(25,27);(1,25);(17,1);(15,15);(3,19);(24,17);(16,12);(29,24);(1,26)",10,True,54.868426074502565,54.868426074502565,00:1;01:1;02:0;03:0;04:0;05:0;06:0;07:1;08:0;09:2;10:0;11:0;12:0;13:1;14:0;15:0;16:0;17:1;18:1;19:2;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(17,1);(8,17);(15,5);(6,4);(6,6);(6,7);(7,9);(16,12);(7,11);(24,17);(6,14);(7,16);(6,17);(5,19);(4,21);(5,22);(15,24);(3,25);(5,26);(29,24);(4,28);(4,30);(4,32);(5,33)",2305,0,completed
12,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,20);(19,27);(26,11);(31,30);(14,13);(20,1);(19,12);(15,5);(9,27);(20,0)",10,True,65.68048265710955,65.68048265710955,00:2;01:1;02:0;03:0;04:0;05:0;06:0;07:0;08:1;09:0;10:2;11:0;12:0;13:0;14:1;15:1;16:0;17:0;18:1;19:0;20:0;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(20,2);(15,6);(12,7);(16,13);(17,6);(15,11);(17,9);(5,10);(26,12);(10,13);(19,12);(11,16);(10,17);(9,19);(14,20);(19,27);(9,23);(11,24);(11,27);(10,28);(10,29);(31,30);(7,32);(8,33)",2659,0,completed
13,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,7);(10,3);(25,1);(19,9);(30,19);(5,13);(33,25);(27,18);(14,17);(22,31)",10,True,79.2622225227754,79.2622225227754,00:2;01:1;02:0;03:0;04:0;05:0;06:1;07:0;08:1;09:0;10:0;11:0;12:2;13:2;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(23,7);(27,2);(9,7);(3,4);(17,5);(10,8);(21,9);(6,10);(14,15);(24,12);(6,14);(8,16);(28,17);(33,25);(11,20);(5,22);(3,23);(8,24);(9,26);(10,27);(8,29);(7,30);(22,30);(12,33)",3322,0,completed
14,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,80.73963603379873,80.73963603379873,00:1;01:1;02:0;03:0;04:1;05:2;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:1;14:0;15:1;16:0;17:0;18:0;19:0;20:0;21:2;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(8,20);(23,1);(6,3);(18,4);(33,8);(31,13);(6,9);(5,10);(6,11);(7,13);(5,14);(7,16);(20,16);(4,18);(7,20);(27,21);(4,23);(6,24);(2,26);(4,27);(21,29);(30,30);(14,32);(5,33)",3425,0,completed
15,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,69.29880798182685,69.29880798182685,00:1;01:1;02:2;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:1;11:0;12:0;13:1;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:2;22:0;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(7,8);(6,0);(21,0);(2,4);(3,27);(2,7);(7,9);(8,10);(2,11);(7,12);(20,31);(3,16);(8,17);(32,18);(2,20);(3,24);(2,23);(2,24);(2,26);(2,27);(8,29);(33,29);(2,32);(16,32)",2980,0,completed
16,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,68.54048904723197,68.54048904723197,00:0;01:0;02:1;03:1;04:0;05:0;06:1;07:4;08:0;09:1;10:0;11:0;12:0;13:0;14:0;15:0;16:0;17:1;18:0;19:0;20:0;21:1;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(20,4);(12,1);(20,7);(16,14);(16,13);(7,7);(12,9);(32,17);(7,11);(9,22);(9,15);(7,16);(11,17);(8,19);(8,20);(7,22);(5,23);(6,24);(6,26);(8,27);(8,29);(22,30);(9,32);(5,33)",2869,0,completed
17,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,65.20690498467037,65.20690498467037,00:1;01:0;02:1;03:2;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:1;13:0;14:1;15:1;16:1;17:1;18:0;19:1;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(20,0);(18,4);(17,3);(33,9);(7,6);(7,7);(6,9);(6,10);(7,11);(7,13);(7,14);(7,16);(12,18);(7,19);(14,25);(29,21);(7,23);(19,24);(6,26);(21,27);(5,29);(8,30);(6,32);(5,33)",2736,0,completed
18,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,59.85575019001011,59.85575019001011,00:1;01:0;02:1;03:1;04:0;05:0;06:1;07:0;08:0;09:0;10:0;11:3;12:0;13:0;14:0;15:0;16:0;17:2;18:1;19:0;20:0;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(29,0);(12,1);(14,3);(24,8);(13,6);(13,7);(21,9);(6,10);(5,11);(5,13);(7,14);(24,19);(8,17);(19,19);(5,20);(5,22);(13,23);(28,25);(13,25);(13,27);(4,29);(5,30);(12,32);(4,33)",2454,0,completed
19,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,56.74134749226326,56.74134749226326,00:2;01:1;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0;14:2;15:3;16:0;17:0;18:0;19:0;20:0;21:1;22:0;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(23,5);(16,1);(5,3);(4,4);(8,7);(4,7);(3,9);(4,10);(2,11);(2,13);(3,14);(6,16);(2,17);(7,19);(31,23);(15,14);(3,23);(4,24);(4,26);(2,27);(3,29);(27,28);(4,32);(3,33)",2459,0,completed
20,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,59.486949134819554,59.486949134819554,00:1;01:1;02:0;03:1;04:0;05:1;06:0;07:0;08:0;09:0;10:1;11:1;12:2;13:0;14:0;15:0;16:1;17:0;18:0;19:0;20:1;21:0;22:0;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(6,15);(22,2);(7,5);(9,8);(6,8);(23,12);(8,9);(6,10);(9,11);(7,14);(14,15);(12,20);(29,15);(6,19);(9,20);(9,22);(9,23);(9,24);(8,26);(8,27);(15,28);(7,30);(4,32);(4,33)",2468,0,completed
21,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,72.52872470822624,72.52872470822624,00:0;01:1;02:0;03:2;04:1;05:0;06:0;07:1;08:0;09:1;10:0;11:0;12:0;13:0;14:1;15:1;16:0;17:0;18:0;19:0;20:0;21:1;22:0;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(3,0);(2,3);(6,3);(21,7);(7,6);(7,7);(7,23);(14,22);(5,11);(12,21);(5,14);(4,16);(6,17);(1,20);(11,19);(6,23);(5,23);(3,24);(3,26);(4,27);(3,30);(5,29);(4,32);(23,31)",3211,0,completed
22,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,64.60890776669576,64.60890776669576,00:0;01:0;02:4;03:0;04:0;05:0;06:0;07:1;08:1;09:0;10:0;11:0;12:0;13:1;14:1;15:0;16:0;17:0;18:0;19:0;20:0;21:0;22:1;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(12,3);(19,5);(25,14);(10,4);(10,6);(7,7);(7,9);(27,15);(6,12);(7,13);(12,14);(9,16);(7,17);(29,19);(20,20);(7,22);(8,23);(6,24);(9,26);(8,27);(3,29);(5,30);(10,32);(5,33)",2720,0,completed
23,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,65.10832065035004,65.10832065035004,00:0;01:0;02:2;03:1;04:0;05:0;06:0;07:1;08:1;09:0;10:0;11:0;12:1;13:1;14:0;15:0;16:0;17:0;18:0;19:0;20:0;21:1;22:1;23:1,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(12,3);(1,1);(21,9);(25,5);(2,6);(3,7);(1,9);(15,22);(2,11);(1,13);(2,14);(1,16);(21,17);(25,12);(2,20);(2,22);(3,23);(2,24);(2,26);(1,27);(2,29);(8,30);(32,25);(9,33)",2819,0,completed
24,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,65.18124230468409,65.18124230468409,00:2;01:0;02:0;03:0;04:0;05:0;06:0;07:2;08:0;09:0;10:0;11:0;12:1;13:0;14:0;15:2;16:0;17:0;18:0;19:0;20:0;21:1;22:0;23:2,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(18,4);(7,1);(5,3);(5,4);(3,8);(4,7);(26,10);(27,17);(5,11);(5,13);(3,15);(2,16);(5,17);(6,19);(5,20);(32,19);(5,23);(3,25);(4,26);(6,27);(5,29);(3,31);(3,32);(27,31)",2822,0,completed
25,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,65.86277948206165,65.86277948206165,00:1;01:2;02:0;03:0;04:0;05:0;06:1;07:0;08:0;09:0;10:1;11:1;12:0;13:0;14:0;15:1;16:0;17:0;18:1;19:1;20:0;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(19,0);(30,7);(12,3);(6,4);(6,6);(20,7);(11,9);(10,10);(5,11);(4,13);(27,12);(11,16);(6,17);(8,19);(6,20);(32,21);(5,23);(5,24);(24,26);(18,25);(6,29);(5,30);(29,31);(5,33)",2730,0,completed
26,known_visit,ACBBA,ideal,1.0,34,1156,24,10,acbba_g34_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,25);(5,4);(32,8);(33,26);(24,17);(11,21);(11,7);(10,4);(2,1);(20,3)",10,True,81.91011799386914,81.91011799386914,00:1;01:1;02:1;03:2;04:0;05:1;06:0;07:0;08:1;09:0;10:0;11:0;12:0;13:0;14:0;15:1;16:1;17:0;18:0;19:0;20:0;21:0;22:1;23:0,"(0,0);(0,1);(0,3);(0,4);(0,6);(0,7);(0,9);(0,10);(0,11);(0,13);(0,14);(0,16);(0,17);(0,19);(0,20);(0,22);(0,23);(0,24);(0,26);(0,27);(0,29);(0,30);(0,32);(0,33)","(20,3);(14,3);(24,17);(18,4);(12,11);(11,12);(9,11);(15,12);(32,8);(12,13);(12,14);(12,16);(12,17);(12,19);(8,20);(15,25);(13,21);(9,24);(16,26);(12,27);(9,29);(13,30);(33,26);(7,33)",3410,0,completed
