trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
10,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,14);(12,11);(1,18);(18,7);(10,9);(5,13);(7,14);(16,1);(7,16);(17,2)",10,True,42.4209570188225,42.4209570188225,00:3;01:0;02:2;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(18,7);(5,5);(13,11);(10,14);(7,16)",338,0,completed
11,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(18,12);(18,5);(15,11);(9,10);(6,13);(6,5);(12,4);(7,9);(15,4);(9,17)",10,True,37.280848561632354,37.280848561632354,00:1;01:3;02:2;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(6,5);(18,5);(9,10);(18,12);(9,17)",280,0,completed
12,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,17);(17,17);(17,1);(12,7);(14,2);(13,7);(13,15);(9,0);(14,11);(6,12)",10,True,42.09991092548562,42.09991092548562,00:3;01:2;02:1;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(14,11);(17,1);(12,7);(6,12);(17,17)",305,0,completed
13,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,8);(13,1);(7,12);(7,16);(2,13);(11,9);(5,14);(1,10);(11,2);(1,12)",10,True,42.52283559253449,42.52283559253449,00:2;01:0;02:3;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,1);(1,7);(2,13);(7,12);(15,8)",345,0,completed
14,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(13,9);(11,15);(4,1);(14,14);(18,7);(9,0);(15,17);(12,12);(5,15);(4,10)",10,True,52.59064492670971,52.59064492670971,00:1;01:3;02:1;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(9,0);(18,7);(4,13);(15,17);(12,12)",420,0,completed
15,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(7,5);(5,4);(8,4);(18,17);(2,16);(5,8);(7,14);(2,3);(15,0);(15,8)",10,True,45.92404881427076,45.92404881427076,00:2;01:4;02:1;03:2;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(15,8);(7,5);(5,7);(18,17);(2,16)",371,0,completed
16,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,7);(1,5);(15,1);(0,17);(9,0);(10,11);(5,16);(1,9);(1,14);(18,18)",10,True,36.455007356114784,36.455007356114784,00:1;01:2;02:3;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(1,5);(15,1);(10,11);(18,18);(0,17)",282,0,completed
17,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,4);(5,2);(4,8);(6,0);(14,5);(17,18);(8,8);(13,1);(3,15);(10,3)",10,True,35.042472703146395,35.042472703146395,00:2;01:4;02:2;03:1;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(5,2);(14,5);(10,8);(3,15);(17,18)",272,0,completed
18,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,16);(18,10);(12,4);(15,17);(7,15);(4,14);(4,18);(15,8);(8,18);(15,3)",10,True,50.98287413243104,50.98287413243104,00:2;01:1;02:2;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(15,3);(7,15);(8,18);(4,14);(18,10)",389,0,completed
19,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,5);(11,12);(17,13);(12,2);(2,8);(18,9);(5,0);(10,9);(2,15);(14,4)",10,True,45.743928786177484,45.743928786177484,00:2;01:1;02:3;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,2);(2,8);(14,4);(11,12);(18,9)",351,0,completed
20,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,9);(17,15);(11,16);(16,5);(18,18);(18,1);(8,5);(10,0);(5,5);(11,15)",10,True,41.61780492772674,41.61780492772674,00:3;01:2;02:2;03:3;04:0,"(0,0);(0,4);(0,9);(0,14);(0,18)","(16,5);(8,5);(11,16);(18,18);(5,11)",303,0,completed
21,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,15);(4,17);(6,8);(12,16);(18,6);(2,3);(1,1);(16,0);(13,1);(9,3)",10,True,48.292694380363756,48.292694380363756,00:3;01:3;02:1;03:1;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(18,6);(13,1);(6,8);(3,15);(12,16)",399,0,completed
22,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,0);(13,10);(4,16);(2,18);(0,17);(12,0);(13,1);(12,18);(9,14);(15,10)",10,True,29.40271174496337,29.40271174496337,00:3;01:0;02:2;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,1);(9,9);(15,10);(12,18);(4,16)",205,0,completed
23,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,18);(10,16);(10,3);(2,14);(14,16);(12,2);(13,8);(2,0);(16,6);(9,0)",10,True,31.258937048819437,31.258937048819437,00:2;01:2;02:2;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(9,0);(12,2);(16,6);(14,16);(9,18)",227,0,completed
24,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,6);(13,13);(11,3);(6,1);(2,10);(17,0);(16,15);(13,8);(6,8);(2,8)",10,True,39.00416916827695,39.00416916827695,00:2;01:2;02:3;03:1;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(5,6);(17,0);(13,8);(4,6);(16,15)",283,0,completed
25,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,0);(6,17);(16,15);(5,15);(2,15);(1,2);(2,8);(15,10);(9,4);(13,16)",10,True,32.123255535076396,32.123255535076396,00:2;01:2;02:1;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(9,4);(2,8);(15,10);(5,15);(16,15)",240,0,completed
26,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,7);(10,14);(10,1);(7,13);(18,10);(12,12);(8,7);(16,10);(13,10);(17,5)",10,True,42.04380231100116,42.04380231100116,00:2;01:1;02:4;03:2;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(10,7);(10,1);(17,5);(12,12);(10,14)",315,0,completed
27,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,15);(9,6);(13,15);(15,5);(14,8);(12,0);(10,14);(17,9);(13,2);(6,11)",10,True,44.025366359973226,44.025366359973226,00:2;01:2;02:1;03:4;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,2);(15,5);(6,11);(17,9);(10,14)",323,0,completed
28,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,16);(5,7);(9,10);(6,0);(15,15);(1,5);(14,4);(4,7);(13,7);(7,7)",10,True,36.70320887255933,36.70320887255933,00:3;01:1;02:4;03:1;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,7);(2,7);(9,10);(15,15);(4,15)",285,0,completed
29,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,14);(18,9);(9,9);(15,18);(10,1);(11,5);(18,2);(12,11);(5,18);(7,15)",10,True,45.57395184285425,45.57395184285425,00:3;01:1;02:2;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(18,9);(11,5);(12,11);(7,15);(15,14)",351,0,completed
30,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,8);(7,18);(3,15);(8,15);(16,13);(3,4);(13,17);(2,5);(11,0);(17,3)",10,True,52.155815293989335,52.155815293989335,00:3;01:2;02:1;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(16,13);(17,3);(2,5);(13,17);(7,18)",422,0,completed
31,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(10,3);(14,5);(8,4);(10,8);(4,13);(10,4);(0,2);(6,18);(8,15);(12,2)",10,True,31.45531428502309,31.45531428502309,00:3;01:3;02:1;03:1;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(14,5);(10,3);(10,8);(4,13);(8,15)",244,0,completed
32,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(16,8);(5,1);(14,15);(3,5);(11,17);(14,18);(14,0);(8,16);(1,16);(7,0)",10,True,41.770251104786134,41.770251104786134,00:2;01:1;02:1;03:2;04:4,"(0,0);(0,4);(0,9);(0,14);(0,18)","(7,0);(14,0);(3,5);(16,8);(14,18)",329,0,completed
33,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(14,10);(6,5);(13,0);(15,6);(2,2);(1,14);(17,17);(4,5);(3,18);(3,2)",10,True,46.84190781303976,46.84190781303976,00:2;01:4;02:0;03:3;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(4,2);(13,0);(4,9);(17,17);(6,18)",381,0,completed
34,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(5,13);(18,17);(3,1);(2,13);(6,2);(12,2);(14,9);(6,0);(11,3);(12,7)",10,True,30.76716380357651,30.76716380357651,00:3;01:2;02:2;03:2;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(6,0);(12,2);(12,7);(5,13);(18,17)",224,0,completed
35,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,13);(15,4);(6,0);(16,10);(10,0);(12,3);(8,9);(10,15);(2,8);(18,6)",10,True,37.414211053931695,37.414211053931695,00:2;01:3;02:3;03:1;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(10,0);(18,6);(16,10);(9,12);(10,15)",282,0,completed
36,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,13);(7,8);(3,16);(12,17);(14,15);(14,16);(9,16);(7,2);(2,9);(15,14)",10,True,34.74261081365397,34.74261081365397,00:1;01:1;02:3;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(7,3);(7,8);(14,16);(15,14);(12,17)",257,0,completed
37,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(0,17);(10,3);(3,8);(6,3);(17,6);(12,10);(6,1);(7,10);(3,5);(7,8)",10,True,48.49625834050238,48.49625834050238,00:1;01:3;02:3;03:0;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(6,1);(10,3);(7,10);(7,15);(17,6)",403,0,completed
38,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,3);(14,8);(15,9);(16,2);(14,15);(5,12);(12,17);(7,6);(9,3);(5,10)",10,True,34.486595803345736,34.486595803345736,00:2;01:2;02:2;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(16,2);(7,6);(14,8);(5,10);(14,15)",244,0,completed
39,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,8);(15,6);(12,8);(3,5);(4,2);(12,3);(16,17);(18,4);(5,3);(4,6)",10,True,40.95150705522966,40.95150705522966,00:1;01:4;02:2;03:2;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(4,2);(18,4);(12,8);(3,5);(16,17)",318,0,completed
40,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,4);(2,18);(1,7);(1,15);(6,5);(13,9);(17,17);(3,5);(8,18);(1,2)",10,True,30.407693908224335,30.407693908224335,00:1;01:4;02:1;03:1;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(1,2);(13,9);(1,6);(1,15);(17,17)",252,0,completed
41,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,18);(5,18);(11,12);(2,6);(8,10);(9,13);(3,1);(12,13);(13,16);(7,6)",10,True,28.576295286022916,28.576295286022916,00:1;01:2;02:2;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(3,1);(7,6);(11,12);(13,16);(11,18)",217,0,completed
42,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,3);(12,8);(17,10);(18,4);(11,8);(17,3);(10,16);(16,18);(15,8);(17,18)",10,True,37.15896742871431,37.15896742871431,00:3;01:0;02:4;03:0;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(18,4);(16,6);(17,10);(11,15);(17,18)",251,0,completed
43,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,17);(13,14);(15,3);(12,17);(12,4);(6,6);(3,4);(16,13);(5,9);(4,6)",10,True,28.322723638828798,28.322723638828798,00:2;01:3;02:1;03:2;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(6,6);(15,3);(5,9);(16,13);(12,17)",200,0,completed
44,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,14);(8,14);(17,17);(5,7);(8,15);(2,14);(12,5);(18,11);(3,12);(4,18)",10,True,41.781265701399285,41.781265701399285,00:1;01:1;02:3;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(12,5);(7,7);(8,15);(4,12);(18,11)",328,0,completed
45,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(18,10);(5,16);(11,17);(18,8);(5,18);(9,15);(18,7);(17,16);(1,9);(9,3)",10,True,40.10916329922671,40.10916329922671,00:1;01:3;02:1;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(9,3);(18,10);(9,8);(18,15);(11,17)",297,0,completed
46,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(9,16);(15,7);(13,0);(7,0);(4,9);(2,16);(18,14);(18,15);(18,13);(15,4)",10,True,47.138540149232846,47.138540149232846,00:2;01:3;02:2;03:0;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,0);(18,14);(15,7);(6,14);(18,15)",365,0,completed
47,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,10);(3,9);(12,4);(15,12);(4,10);(5,1);(9,7);(3,18);(14,15);(5,5)",10,True,32.24500107100831,32.24500107100831,00:1;01:3;02:3;03:2;04:1,"(0,0);(0,4);(0,9);(0,14);(0,18)","(5,1);(12,4);(12,10);(15,12);(3,18)",252,0,completed
48,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(10,5);(10,14);(9,2);(5,4);(4,4);(2,18);(8,18);(9,10);(13,3);(16,16)",10,True,29.651574231269414,29.651574231269414,00:2;01:1;02:2;03:2;04:3,"(0,0);(0,4);(0,9);(0,14);(0,18)","(13,3);(4,4);(10,5);(9,10);(16,16)",210,0,completed
49,known_visit,PI,ideal,1.0,19,361,5,10,pi_g19_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(3,18);(17,6);(7,11);(9,15);(6,14);(10,9);(3,0);(12,1);(7,2);(1,12)",10,True,38.387794178428074,38.387794178428074,00:3;01:1;02:1;03:3;04:2,"(0,0);(0,4);(0,9);(0,14);(0,18)","(17,6);(7,2);(1,12);(10,9);(9,15)",300,0,completed
