target_count,algorithm,selection_metric,candidate_set,horizon,eligible,selection_count,selection_frequency,bootstrap_resamples,point_estimate_selected_horizon,resampling_unit,analysis_scope
10,DGA,max_robot_steps,exclude_horizon_1,12,1,0,0,10000,3,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,all_horizons,1,1,10000,1,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,all_horizons,2,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,all_horizons,3,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,all_horizons,5,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,all_horizons,8,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,all_horizons,12,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,exclude_horizon_1,1,0,0,0,10000,3,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,exclude_horizon_1,2,1,0,0,10000,3,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,exclude_horizon_1,3,1,10000,1,10000,3,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,exclude_horizon_1,5,1,0,0,10000,3,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,exclude_horizon_1,8,1,0,0,10000,3,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DGA,total_team_steps,exclude_horizon_1,12,1,0,0,10000,3,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,all_horizons,1,1,10000,1,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,all_horizons,2,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,all_horizons,3,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,all_horizons,5,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,all_horizons,8,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,all_horizons,12,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,exclude_horizon_1,1,0,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,exclude_horizon_1,2,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,exclude_horizon_1,3,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,exclude_horizon_1,5,1,10000,1,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,exclude_horizon_1,8,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,max_robot_steps,exclude_horizon_1,12,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,all_horizons,1,1,10000,1,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,all_horizons,2,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,all_horizons,3,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,all_horizons,5,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,all_horizons,8,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,all_horizons,12,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,exclude_horizon_1,1,0,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,exclude_horizon_1,2,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,exclude_horizon_1,3,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,exclude_horizon_1,5,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,exclude_horizon_1,8,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,DMCHBA,total_team_steps,exclude_horizon_1,12,1,10000,1,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,all_horizons,1,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,all_horizons,2,1,10000,1,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,all_horizons,3,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,all_horizons,5,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,all_horizons,8,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,all_horizons,12,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,exclude_horizon_1,1,0,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,exclude_horizon_1,2,1,10000,1,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,exclude_horizon_1,3,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,exclude_horizon_1,5,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,exclude_horizon_1,8,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,max_robot_steps,exclude_horizon_1,12,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,all_horizons,1,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,all_horizons,2,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,all_horizons,3,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,all_horizons,5,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,all_horizons,8,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,all_horizons,12,1,10000,1,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,exclude_horizon_1,1,0,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,exclude_horizon_1,2,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,exclude_horizon_1,3,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,exclude_horizon_1,5,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,exclude_horizon_1,8,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,HIPC,total_team_steps,exclude_horizon_1,12,1,10000,1,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,all_horizons,1,1,10000,1,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,all_horizons,2,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,all_horizons,3,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,all_horizons,5,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,all_horizons,8,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,all_horizons,12,1,0,0,10000,1,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,exclude_horizon_1,1,0,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,exclude_horizon_1,2,1,10000,1,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,exclude_horizon_1,3,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,exclude_horizon_1,5,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,exclude_horizon_1,8,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,max_robot_steps,exclude_horizon_1,12,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,all_horizons,1,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,all_horizons,2,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,all_horizons,3,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,all_horizons,5,1,10000,1,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,all_horizons,8,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,all_horizons,12,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,exclude_horizon_1,1,0,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,exclude_horizon_1,2,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,exclude_horizon_1,3,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,exclude_horizon_1,5,1,10000,1,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,exclude_horizon_1,8,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
10,PI,total_team_steps,exclude_horizon_1,12,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,all_horizons,1,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,all_horizons,2,1,10000,1,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,all_horizons,3,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,all_horizons,5,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,all_horizons,8,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,all_horizons,12,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,exclude_horizon_1,1,0,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,exclude_horizon_1,2,1,10000,1,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,exclude_horizon_1,3,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,exclude_horizon_1,5,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,exclude_horizon_1,8,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,max_robot_steps,exclude_horizon_1,12,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,all_horizons,1,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,all_horizons,2,1,10000,1,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,all_horizons,3,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,all_horizons,5,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,all_horizons,8,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,all_horizons,12,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,exclude_horizon_1,1,0,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,exclude_horizon_1,2,1,10000,1,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,exclude_horizon_1,3,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,exclude_horizon_1,5,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,exclude_horizon_1,8,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,ACBBA,total_team_steps,exclude_horizon_1,12,1,0,0,10000,2,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,all_horizons,1,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,all_horizons,2,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,all_horizons,3,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,all_horizons,5,1,10000,1,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,all_horizons,8,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,all_horizons,12,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,exclude_horizon_1,1,0,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,exclude_horizon_1,2,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,exclude_horizon_1,3,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,exclude_horizon_1,5,1,10000,1,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,exclude_horizon_1,8,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,max_robot_steps,exclude_horizon_1,12,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,all_horizons,1,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,all_horizons,2,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,all_horizons,3,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,all_horizons,5,1,10000,1,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,all_horizons,8,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,all_horizons,12,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,exclude_horizon_1,1,0,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,exclude_horizon_1,2,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,exclude_horizon_1,3,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,exclude_horizon_1,5,1,10000,1,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,exclude_horizon_1,8,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DGA,total_team_steps,exclude_horizon_1,12,1,0,0,10000,5,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,all_horizons,1,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,all_horizons,2,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,all_horizons,3,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,all_horizons,5,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,all_horizons,8,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,all_horizons,12,1,10000,1,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,exclude_horizon_1,1,0,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,exclude_horizon_1,2,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,exclude_horizon_1,3,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,exclude_horizon_1,5,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,exclude_horizon_1,8,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,max_robot_steps,exclude_horizon_1,12,1,10000,1,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,all_horizons,1,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,all_horizons,2,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,all_horizons,3,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,all_horizons,5,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,all_horizons,8,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,all_horizons,12,1,10000,1,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,exclude_horizon_1,1,0,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,exclude_horizon_1,2,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,exclude_horizon_1,3,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,exclude_horizon_1,5,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
20,DMCHBA,total_team_steps,exclude_horizon_1,8,1,0,0,10000,12,resample complete trial blocks; retain equal ideal/Bernoulli weighting,pilot/exploratory bootstrap stability; not held-out selection validation
