trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,00,30,5,0,31,0,0,0,0,0,103,61,42,115,221,known_visit_core_500,10,4,8
0,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,01,29,3,0,30,0,2,1,1,0,113,60,53,146,178,known_visit_core_500,10,4,8
0,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,02,29,2,3,19,11,0,0,0,0,107,59,48,164,168,known_visit_core_500,10,4,8
0,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,03,29,0,4,11,19,1,0,0,0,116,59,57,127,196,known_visit_core_500,10,4,8
1,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,00,20,2,0,21,0,1,0,0,0,71,41,30,74,190,known_visit_core_500,10,4,8
1,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,01,20,3,0,19,2,0,1,1,0,90,42,48,143,102,known_visit_core_500,10,4,8
1,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,02,21,4,0,22,0,1,0,0,0,93,43,50,146,96,known_visit_core_500,10,4,8
1,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,03,21,1,2,19,3,0,0,0,0,81,43,38,92,162,known_visit_core_500,10,4,8
2,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,00,32,2,1,27,6,1,0,0,0,116,65,51,130,220,known_visit_core_500,10,4,8
2,known_visit,CBAA,rayleigh_style,-32.58,19,361,4,10,cbaa_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,01,31,1,2,26,6,1,1,1,0,124,64,60,151,191,known_visit_core_500,10,4,8
