trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
28,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,13,28,"(22,28);(29,33);(15,28);(19,6)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(13,0);01:(12,3);02:(11,6);03:(11,9);04:(10,12);05:(10,15);06:(9,18);07:(10,20);08:(10,22);09:(11,24);10:(11,26);11:(13,28);12:(13,30);13:(11,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,11,completed
29,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,4,29,"(24,27);(10,23);(21,15);(10,30)",12,10,30,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(11,9);01:(11,11);02:(10,14);03:(10,17);04:(12,18);05:(11,21);06:(11,23);07:(10,26);08:(8,29);09:(9,29);10:(4,29);11:(11,28);12:(8,31);13:(11,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:1;08:0;09:0;10:0;11:0;12:1;13:1,10,completed
30,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,5,18,"(20,18);(14,19);(10,18);(22,27)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(8,0);01:(8,3);02:(7,6);03:(6,9);04:(5,12);05:(5,15);06:(5,18);07:(5,20);08:(5,22);09:(6,24);10:(6,26);11:(8,28);12:(8,30);13:(6,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,06,completed
31,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,20,16,"(30,8);(16,1);(14,6);(22,15)",02,14,6,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(25,9);01:(17,22);02:(8,14);03:(0,10);04:(22,10);05:(17,10);06:(20,16);07:(13,10);08:(4,25);09:(0,3);10:(17,12);11:(3,11);12:(24,0);13:(4,7)",00:1;01:2;02:2;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,06,completed
32,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,11,33,"(22,23);(1,24);(20,20);(15,10)",09,1,24,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(4,2);01:(9,16);02:(10,30);03:(8,10);04:(10,17);05:(4,31);06:(7,14);07:(11,32);08:(8,20);09:(3,33);10:(11,33);11:(7,31);12:(12,18);13:(5,33)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:1;10:1;11:0;12:0;13:0,10,completed
33,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,17,11,"(12,11);(6,8);(20,13);(31,6)",02,31,6,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(20,13);01:(17,11);02:(22,1);03:(17,15);04:(8,13);05:(18,14);06:(25,11);07:(19,6);08:(27,2);09:(23,13);10:(15,11);11:(21,17);12:(25,20);13:(22,23)",00:1;01:1;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:1;11:0;12:0;13:0,01,completed
34,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,27,6,"(17,17);(25,9);(20,10);(10,2)",03,25,9,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(21,10);01:(19,8);02:(13,10);03:(22,4);04:(27,6);05:(19,10);06:(20,9);07:(28,10);08:(27,21);09:(19,13);10:(22,17);11:(24,20);12:(25,17);13:(17,19)",00:0;01:1;02:1;03:1;04:0;05:0;06:1;07:0;08:0;09:0;10:0;11:0;12:0;13:0,04,completed
35,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,29,2,"(28,5);(16,23);(18,17);(18,9)",03,18,9,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(24,25);01:(30,19);02:(29,4);03:(21,31);04:(13,0);05:(16,2);06:(27,30);07:(29,2);08:(25,24);09:(4,29);10:(21,25);11:(18,14);12:(26,29);13:(11,4)",00:1;01:0;02:1;03:1;04:0;05:1;06:0;07:2;08:0;09:0;10:1;11:1;12:2;13:0,07,completed
36,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,17,13,"(12,14);(14,7);(18,10);(23,18)",06,23,18,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(29,11);01:(25,0);02:(14,27);03:(26,33);04:(17,13);05:(12,14);06:(8,13);07:(29,23);08:(30,10);09:(32,12);10:(29,29);11:(15,7);12:(28,30);13:(27,31)",00:0;01:0;02:0;03:0;04:1;05:1;06:2;07:1;08:0;09:0;10:0;11:0;12:0;13:0,04,completed
37,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,15,4,"(33,3);(12,12);(3,18);(15,3)",06,3,18,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(10,6);01:(15,4);02:(15,26);03:(11,21);04:(16,27);05:(17,20);06:(18,10);07:(10,1);08:(17,12);09:(14,16);10:(12,30);11:(15,19);12:(8,2);13:(2,15)",00:0;01:0;02:1;03:0;04:0;05:0;06:2;07:1;08:0;09:0;10:1;11:0;12:1;13:0,01,completed
38,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,31,30,"(11,20);(9,23);(13,4);(32,29)",07,11,20,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(33,17);01:(31,10);02:(0,12);03:(8,20);04:(32,8);05:(31,30);06:(29,24);07:(24,7);08:(29,4);09:(19,11);10:(32,27);11:(32,19);12:(23,16);13:(22,22)",00:1;01:1;02:1;03:2;04:0;05:1;06:0;07:1;08:1;09:0;10:1;11:1;12:2;13:0,05,completed
39,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,2,"(13,16);(17,31);(14,3);(30,8)",01,14,3,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(14,2);01:(14,4);02:(13,5);03:(13,8);04:(11,10);05:(11,13);06:(10,16);07:(11,18);08:(12,21);09:(12,22);10:(13,25);11:(14,27);12:(14,29);13:(13,31)",00:0;01:1;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,00,completed
40,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,32,4,"(15,3);(33,2);(32,2);(5,6)",02,5,6,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(32,4);01:(19,27);02:(14,3);03:(10,32);04:(15,27);05:(26,13);06:(30,7);07:(4,21);08:(20,30);09:(6,33);10:(26,2);11:(20,29);12:(30,11);13:(17,23)",00:1;01:0;02:1;03:1;04:1;05:0;06:0;07:0;08:1;09:0;10:1;11:0;12:0;13:0,00,completed
41,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,11,"(2,7);(15,7);(22,14);(7,33)",02,15,7,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(8,15);01:(0,10);02:(12,15);03:(2,11);04:(5,10);05:(8,12);06:(4,13);07:(17,29);08:(13,22);09:(19,31);10:(1,21);11:(25,32);12:(3,17);13:(0,17)",00:1;01:1;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:1;12:0;13:1,03,completed
42,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,6,15,"(7,28);(1,31);(15,26);(11,9)",11,7,28,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(8,5);01:(7,9);02:(6,11);03:(6,15);04:(5,17);05:(6,19);06:(6,21);07:(9,22);08:(8,25);09:(5,26);10:(7,28);11:(9,27);12:(5,27);13:(9,29)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:1;11:1;12:0;13:0,03,completed
43,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,11,10,"(19,13);(14,10);(27,23);(23,7)",08,27,23,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(21,6);01:(19,19);02:(14,8);03:(10,31);04:(16,22);05:(0,26);06:(11,10);07:(17,18);08:(8,33);09:(7,13);10:(30,11);11:(3,27);12:(13,14);13:(13,16)",00:0;01:0;02:1;03:0;04:0;05:0;06:2;07:0;08:1;09:0;10:0;11:0;12:0;13:0,06,completed
44,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,10,23,"(29,28);(25,11);(33,21);(4,16)",11,29,28,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(20,17);01:(26,25);02:(19,14);03:(21,20);04:(24,17);05:(31,19);06:(29,14);07:(25,32);08:(26,32);09:(10,23);10:(23,33);11:(32,13);12:(18,15);13:(32,23)",00:0;01:1;02:0;03:0;04:1;05:1;06:0;07:0;08:0;09:1;10:0;11:2;12:0;13:0,09,completed
45,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,3,20,"(1,26);(5,25);(14,27);(4,22)",10,1,26,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(3,2);01:(3,10);02:(2,12);03:(3,14);04:(3,18);05:(1,22);06:(3,20);07:(0,23);08:(1,24);09:(1,29);10:(2,25);11:(5,26);12:(3,24);13:(2,30)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:1;10:1;11:1;12:0;13:0,06,completed
46,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,14,15,"(7,24);(13,24);(8,16);(11,15)",09,7,24,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(10,12);01:(14,15);02:(11,18);03:(14,16);04:(11,32);05:(4,19);06:(4,29);07:(1,29);08:(13,18);09:(4,31);10:(7,12);11:(10,32);12:(0,14);13:(12,20)",00:0;01:2;02:0;03:0;04:1;05:0;06:0;07:0;08:0;09:1;10:1;11:0;12:1;13:1,01,completed
47,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,2,0,"(1,3);(12,0);(9,23);(4,27)",01,1,3,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(3,3);01:(2,5);02:(2,0);03:(1,2);04:(1,6);05:(2,11);06:(3,12);07:(2,14);08:(2,16);09:(2,18);10:(1,20);11:(2,24);12:(2,26);13:(1,27)",00:0;01:1;02:0;03:1;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,02,completed
48,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,20,9,"(19,10);(3,14);(14,13);(7,14)",,,,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(21,0);01:(21,3);02:(20,6);03:(20,9);04:(19,12);05:(18,15);06:(18,18);07:(19,20);08:(18,22);09:(19,24);10:(20,26);11:(21,28);12:(21,30);13:(20,32)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0;13:0,03,completed
49,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,14,85.0,82.571429,pi_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,19,25,"(3,27);(33,18);(20,1);(9,20)",07,9,20,"00:(0,0);01:(0,3);02:(0,5);03:(0,8);04:(0,10);05:(0,13);06:(0,15);07:(0,18);08:(0,20);09:(0,23);10:(0,25);11:(0,28);12:(0,30);13:(0,33)","00:(14,24);01:(14,11);02:(4,4);03:(11,7);04:(13,10);05:(10,19);06:(19,22);07:(19,25);08:(9,33);09:(14,8);10:(17,20);11:(17,27);12:(20,27);13:(15,24)",00:0;01:0;02:0;03:1;04:0;05:0;06:1;07:2;08:0;09:1;10:0;11:0;12:1;13:0,07,completed
