trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,00,159,0,32,128,0,0,0,325,166,159,325,0,0,collision_intent:166;state:159,910,445,completed,,
0,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,01,254,0,110,145,0,0,0,509,255,254,509,0,0,collision_intent:255;state:254,746,426,completed,,
0,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,02,164,0,34,131,0,0,0,329,165,164,329,0,0,collision_intent:165;state:164,882,470,completed,,
0,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,03,259,0,185,75,0,0,0,518,259,259,518,0,0,collision_intent:259;state:259,731,432,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,00,211,0,152,60,0,0,0,424,213,211,424,0,0,collision_intent:213;state:211,849,414,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,01,207,0,70,138,0,0,0,415,208,207,415,0,0,collision_intent:208;state:207,871,401,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,02,208,0,78,131,0,0,0,425,217,208,425,0,0,collision_intent:217;state:208,828,434,completed,,
1,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,03,210,0,61,150,0,0,0,423,213,210,423,0,0,collision_intent:213;state:210,771,493,completed,,
2,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,00,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.
2,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,01,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.
2,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,02,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.
2,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,03,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.
3,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,00,210,0,69,142,0,0,0,421,211,210,421,0,0,collision_intent:211;state:210,882,469,completed,,
3,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,01,204,0,63,142,0,0,0,415,211,204,415,0,0,collision_intent:211;state:204,891,465,completed,,
3,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,02,231,0,68,164,0,0,0,468,237,231,468,0,0,collision_intent:237;state:231,845,458,completed,,
3,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,03,234,0,161,74,0,0,0,468,234,234,468,0,0,collision_intent:234;state:234,824,480,completed,,
4,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,00,244,0,86,159,0,0,0,489,245,244,489,0,0,collision_intent:245;state:244,814,429,completed,,
4,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,01,197,0,121,77,0,0,0,397,200,197,397,0,0,collision_intent:200;state:197,908,426,completed,,
4,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,02,231,0,91,141,0,0,0,467,236,231,467,0,0,collision_intent:236;state:231,778,487,completed,,
4,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,03,187,0,63,125,0,0,0,379,192,187,379,0,0,collision_intent:192;state:187,859,494,completed,,
5,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,00,159,0,66,94,0,0,0,322,163,159,322,0,0,collision_intent:163;state:159,948,549,completed,,
5,DMCHBA,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,dmchba_gilbert_elliott_drop_0_70_rho_0_8,,coverage,01,290,0,70,221,0,0,0,587,297,290,587,0,0,collision_intent:297;state:290,755,477,completed,,
