stage,environment,algorithm_key,algorithm,commitment_horizon,comm_label,comm_model,comm_level,out_dir,run_id,expected_trials,command,condition_id,target_drop_fraction,comm_level_stationary_delivery,state_correlation,p_gg,p_bb,scenario_file,scenario_sha256,seed,source_command
coverage_core,coverage,cbaa,CBAA,,gilbert_elliott_drop_0_40_rho_0_8,gilbert_elliot,0.6,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,cbaa_gilbert_elliott_drop_0_40_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliott_drop_0_40_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\cbaa\\gilbert_elliott_drop_0_40_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.6"", ""--debug-max-events"", ""20000""]",cbaa_gilbert_elliott_drop_0_40_rho_0_8,0.4,0.6,0.8,0.92,0.88,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_6_pBB_0_4"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/cbaa/gilbert_elliot_pGG_0_6_pBB_0_4"", ""--no-parquet"", ""--num-trials"", ""100"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.6""]"
coverage_core,coverage,cbaa,CBAA,,gilbert_elliott_drop_0_50_rho_0_8,gilbert_elliot,0.5,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,cbaa_gilbert_elliott_drop_0_50_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliott_drop_0_50_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\cbaa\\gilbert_elliott_drop_0_50_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.5"", ""--debug-max-events"", ""20000""]",cbaa_gilbert_elliott_drop_0_50_rho_0_8,0.5,0.5,0.8,0.9,0.9,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_5_pBB_0_5"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/cbaa/gilbert_elliot_pGG_0_5_pBB_0_5"", ""--no-parquet"", ""--num-trials"", ""100"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.5""]"
coverage_core,coverage,cbaa,CBAA,,gilbert_elliott_drop_0_60_rho_0_8,gilbert_elliot,0.4,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,cbaa_gilbert_elliott_drop_0_60_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliott_drop_0_60_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\cbaa\\gilbert_elliott_drop_0_60_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.4"", ""--debug-max-events"", ""20000""]",cbaa_gilbert_elliott_drop_0_60_rho_0_8,0.6,0.4,0.8,0.88,0.92,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_4_pBB_0_6"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/cbaa/gilbert_elliot_pGG_0_4_pBB_0_6"", ""--no-parquet"", ""--num-trials"", ""100"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.4""]"
coverage_core,coverage,cbaa,CBAA,,gilbert_elliott_drop_0_70_rho_0_8,gilbert_elliot,0.3,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,cbaa_gilbert_elliott_drop_0_70_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliott_drop_0_70_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\cbaa\\gilbert_elliott_drop_0_70_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.3"", ""--debug-max-events"", ""20000""]",cbaa_gilbert_elliott_drop_0_70_rho_0_8,0.7,0.3,0.8,0.86,0.94,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.CBAA:CBAAAllocator"", ""--algorithm-name"", ""CBAA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""cbaa_gilbert_elliot_pGG_0_3_pBB_0_7"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/cbaa/gilbert_elliot_pGG_0_3_pBB_0_7"", ""--no-parquet"", ""--num-trials"", ""100"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.3""]"
coverage_core,coverage,acbba,ACBBA,,gilbert_elliott_drop_0_05_rho_0_8,gilbert_elliot,0.95,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,acbba_gilbert_elliott_drop_0_05_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliott_drop_0_05_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\acbba\\gilbert_elliott_drop_0_05_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.95"", ""--debug-max-events"", ""20000""]",acbba_gilbert_elliott_drop_0_05_rho_0_8,0.05,0.95,0.8,0.99,0.81,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_95_pBB_0_05"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_95_pBB_0_05"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.95""]"
coverage_core,coverage,acbba,ACBBA,,gilbert_elliott_drop_0_10_rho_0_8,gilbert_elliot,0.9,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,acbba_gilbert_elliott_drop_0_10_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliott_drop_0_10_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\acbba\\gilbert_elliott_drop_0_10_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.9"", ""--debug-max-events"", ""20000""]",acbba_gilbert_elliott_drop_0_10_rho_0_8,0.1,0.9,0.8,0.98,0.82,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_9_pBB_0_1"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_9_pBB_0_1"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.9""]"
coverage_core,coverage,acbba,ACBBA,,gilbert_elliott_drop_0_20_rho_0_8,gilbert_elliot,0.8,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,acbba_gilbert_elliott_drop_0_20_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliott_drop_0_20_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\acbba\\gilbert_elliott_drop_0_20_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.8"", ""--debug-max-events"", ""20000""]",acbba_gilbert_elliott_drop_0_20_rho_0_8,0.2,0.8,0.8,0.96,0.84,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_8_pBB_0_2"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_8_pBB_0_2"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.8""]"
coverage_core,coverage,acbba,ACBBA,,gilbert_elliott_drop_0_30_rho_0_8,gilbert_elliot,0.7,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,acbba_gilbert_elliott_drop_0_30_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliott_drop_0_30_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\acbba\\gilbert_elliott_drop_0_30_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.7"", ""--debug-max-events"", ""20000""]",acbba_gilbert_elliott_drop_0_30_rho_0_8,0.3,0.7,0.8,0.94,0.86,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_7_pBB_0_3"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_7_pBB_0_3"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.7""]"
coverage_core,coverage,acbba,ACBBA,,gilbert_elliott_drop_0_40_rho_0_8,gilbert_elliot,0.6,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,acbba_gilbert_elliott_drop_0_40_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliott_drop_0_40_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\acbba\\gilbert_elliott_drop_0_40_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.6"", ""--debug-max-events"", ""20000""]",acbba_gilbert_elliott_drop_0_40_rho_0_8,0.4,0.6,0.8,0.92,0.88,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_6_pBB_0_4"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_6_pBB_0_4"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.6""]"
coverage_core,coverage,acbba,ACBBA,,gilbert_elliott_drop_0_50_rho_0_8,gilbert_elliot,0.5,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,acbba_gilbert_elliott_drop_0_50_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliott_drop_0_50_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\acbba\\gilbert_elliott_drop_0_50_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.5"", ""--debug-max-events"", ""20000""]",acbba_gilbert_elliott_drop_0_50_rho_0_8,0.5,0.5,0.8,0.9,0.9,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_5_pBB_0_5"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_5_pBB_0_5"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.5""]"
coverage_core,coverage,acbba,ACBBA,,gilbert_elliott_drop_0_60_rho_0_8,gilbert_elliot,0.4,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,acbba_gilbert_elliott_drop_0_60_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliott_drop_0_60_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\acbba\\gilbert_elliott_drop_0_60_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.4"", ""--debug-max-events"", ""20000""]",acbba_gilbert_elliott_drop_0_60_rho_0_8,0.6,0.4,0.8,0.88,0.92,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_4_pBB_0_6"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_4_pBB_0_6"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.4""]"
coverage_core,coverage,acbba,ACBBA,,gilbert_elliott_drop_0_70_rho_0_8,gilbert_elliot,0.3,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,acbba_gilbert_elliott_drop_0_70_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliott_drop_0_70_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\acbba\\gilbert_elliott_drop_0_70_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.3"", ""--debug-max-events"", ""20000""]",acbba_gilbert_elliott_drop_0_70_rho_0_8,0.7,0.3,0.8,0.86,0.94,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_3_pBB_0_7"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_3_pBB_0_7"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.3""]"
coverage_core,coverage,hipc,HIPC,,gilbert_elliott_drop_0_05_rho_0_8,gilbert_elliot,0.95,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,hipc_gilbert_elliott_drop_0_05_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_gilbert_elliott_drop_0_05_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\hipc\\gilbert_elliott_drop_0_05_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.95"", ""--debug-max-events"", ""20000""]",hipc_gilbert_elliott_drop_0_05_rho_0_8,0.05,0.95,0.8,0.99,0.81,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_gilbert_elliot_pGG_0_95_pBB_0_05"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/hipc/gilbert_elliot_pGG_0_95_pBB_0_05"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.95""]"
coverage_core,coverage,hipc,HIPC,,gilbert_elliott_drop_0_10_rho_0_8,gilbert_elliot,0.9,runs/coverage_core_100/combined/replaced_ge_from_bursty_rho08,hipc_gilbert_elliott_drop_0_10_rho_0_8,100,"[""C:\\Users\\lottj\\AppData\\Local\\Programs\\Python\\Python313\\python.exe"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_gilbert_elliott_drop_0_10_rho_0_8"", ""--seed"", ""0"", ""--out-dir"", ""C:\\Users\\lottj\\Desktop\\research\\decentralized benchmark\\dcta_benchmark_sim\\runs\\coverage_core_100_ge_bursty_rho08\\raw\\hipc\\gilbert_elliott_drop_0_10_rho_0_8"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.9"", ""--debug-max-events"", ""20000""]",hipc_gilbert_elliott_drop_0_10_rho_0_8,0.1,0.9,0.8,0.98,0.82,,,0,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_gilbert_elliot_pGG_0_9_pBB_0_1"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/hipc/gilbert_elliot_pGG_0_9_pBB_0_1"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.9""]"
