trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,13);(13,1);(5,17);(8,3);(1,6);(12,13);(15,15);(10,3);(14,4);(17,0)",10,True,55.519782211266936,55.519782211266936,00:1;01:6;02:3,"(0,0);(0,9);(0,18)","(2,13);(17,0);(15,15)",243,0,completed
1,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,9);(17,15);(15,3);(11,10);(11,14);(7,15);(0,17);(7,1);(5,0);(14,3)",10,True,37.39782371632049,37.39782371632049,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(15,3);(11,9);(17,15)",159,0,completed
2,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(12,16);(18,6);(17,7);(6,13);(2,15);(12,0);(15,2);(4,14);(9,11);(5,3)",10,True,51.492190502889656,51.492190502889656,00:3;01:1;02:6,"(0,0);(0,9);(0,18)","(15,2);(12,16);(18,6)",218,0,completed
3,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(1,13);(13,13);(12,3);(17,18);(16,3);(14,6);(7,15);(10,1);(13,15);(10,10)",10,True,45.881377093749364,45.881377093749364,00:4;01:2;02:4,"(0,0);(0,9);(0,18)","(14,6);(10,10);(17,18)",183,0,completed
4,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(8,9);(4,2);(12,9);(14,3);(2,12);(12,1);(5,17);(6,1);(2,15);(8,16)",10,True,45.77961214703118,45.77961214703118,00:4;01:3;02:3,"(0,0);(0,9);(0,18)","(14,3);(5,17);(8,9)",188,0,completed
5,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(11,3);(11,15);(17,18);(6,10);(11,6);(14,0);(14,2);(2,17);(3,13);(10,13)",10,True,53.45232910448735,53.45232910448735,00:2;01:4;02:4,"(0,0);(0,9);(0,18)","(11,6);(17,18);(14,0)",223,0,completed
6,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(2,3);(9,7);(10,17);(18,9);(11,7);(17,18);(12,8);(4,16);(16,1);(13,15)",10,True,63.25685023021151,63.25685023021151,00:6;01:1;02:3,"(0,0);(0,9);(0,18)","(16,1);(12,15);(17,18)",276,0,completed
7,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(4,0);(9,6);(12,13);(13,18);(0,1);(2,12);(14,3);(4,2);(9,13);(8,16)",10,True,46.56034845615113,46.56034845615113,00:5;01:3;02:2,"(0,0);(0,9);(0,18)","(14,3);(12,13);(13,18)",205,0,completed
8,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(6,14);(17,0);(15,18);(5,4);(6,9);(8,0);(5,7);(2,4);(10,8);(7,0)",10,True,71.34966524593176,71.34966524593176,00:5;01:4;02:1,"(0,0);(0,9);(0,18)","(17,0);(15,18);(6,8)",323,0,completed
9,known_visit,PI,ideal,1.0,19,361,3,10,pi_g19_d140_ideal,reruns\grid_density\scenarios\cv\known_visit_grid19_targets10_trials50.csv,"(15,15);(12,3);(3,11);(13,3);(17,3);(3,0);(11,15);(7,4);(12,0);(15,11)",10,True,51.32710409228965,51.32710409228965,00:6;01:2;02:2,"(0,0);(0,9);(0,18)","(12,0);(17,11);(15,15)",222,0,completed
