trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,trial_status
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,1,11,7,29.096168241531533,29.096168241531533,00,00,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,2,17,15,51.5978547626593,51.5978547626593,03,03,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,3,14,5,72.08993426817736,72.08993426817736,02,02,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,4,8,0,11.85265050790681,11.85265050790681,00,00,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,5,14,15,45.964941389489034,45.964941389489034,03,03,2,1,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,6,7,5,86.64441199446098,86.64441199446098,01,01,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,7,2,6,1.8508209550108456,1.8508209550108456,01,01,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,8,3,8,7.191547606739293,7.191547606739293,01,01,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,9,12,12,33.254182829473045,33.254182829473045,03,03,2,1,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,10,16,5,72.3416350282366,72.3416350282366,03,03,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,11,10,14,26.728970299097053,26.728970299097053,02,02,2,1,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,12,3,18,3.7406270629391227,3.7406270629391227,03,03,2,1,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,13,10,12,26.67749372664507,26.67749372664507,01,01,2,1,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,14,5,18,7.1305142518381865,7.1305142518381865,03,03,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,15,13,14,27.861350209127682,27.861350209127682,03,03,3,2,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,16,4,11,14.217451130374823,14.217451130374823,01,01,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,17,12,18,19.00667030326314,19.00667030326314,03,03,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,18,1,14,3.6865316499316623,3.6865316499316623,02,02,2,1,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,19,15,10,40.88160965430863,40.88160965430863,01,01,1,0,True,completed
0,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,20,11,10,32.34330663524476,32.34330663524476,01,01,2,1,True,completed
1,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,1,10,3,21.299656117858735,21.299656117858735,01,01,1,0,True,completed
1,known_visit,DGA_iter_25,bernoulli,drop_0.25,19,361,4,20,targets_20_dga_h12_bernoulli_025,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t20_n25.csv,2,7,11,23.379996022531664,23.379996022531664,03,03,1,0,True,completed
