trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,trial_status,failure_type,failure_message,completed_by_robot,completion_time_s
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,1,20,5,32.60554683379295,32.60554683379295,02,02,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,2,28,1,64.09734599736419,64.09734599736419,02,02,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,3,11,25,16.89590804262503,16.89590804262503,10,10,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,4,20,24,34.20880891597936,34.20880891597936,10,10,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,5,25,8,46.681019316222304,46.681019316222304,02,02,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,6,3,5,3.5387545015296418,3.5387545015296418,02,02,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,7,1,16,2.0591321569591554,2.0591321569591554,06,06,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,8,23,30,37.44005720256638,37.44005720256638,12,12,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,9,33,13,54.65830047850951,54.65830047850951,05,05,1,0,True,completed,,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,10,24,22,44.74821522514677,44.74821522514677,10,10,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,1,19,17,34.930865593089585,34.930865593089585,06,06,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,2,14,6,24.79490770928151,24.79490770928151,02,02,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,3,17,16,29.631400541092866,29.631400541092866,06,06,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,4,16,15,25.805868247058346,25.805868247058346,06,06,2,1,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,5,5,33,7.110801744136841,7.110801744136841,13,13,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,6,11,30,17.005992108039695,17.005992108039695,12,12,1,0,True,completed,,,,
1,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,7,26,23,52.74815579987529,52.74815579987529,08,08,1,0,True,completed,,,,
