trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status,failure_type,failure_message
10,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,19);(15,13);(2,29);(13,8);(25,22);(16,8);(33,10);(18,14);(21,31);(22,25)",10,True,58.4563756739198,58.4563756739198,00:0;01:0;02:0;03:3;04:0;05:3;06:0;07:0;08:0;09:0;10:2;11:2;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(1,0);(0,3);(1,5);(33,10);(14,10);(21,26);(1,15);(1,18);(0,20);(1,23);(25,22);(21,31);(0,30);(0,33)",1451,0,completed,,
11,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(8,17);(25,27);(1,25);(17,1);(15,15);(3,19);(24,17);(16,12);(29,24);(1,26)",10,True,73.21538843834163,73.21538843834163,00:1;01:0;02:0;03:0;04:0;05:0;06:3;07:2;08:0;09:2;10:2;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(17,1);(0,3);(0,5);(1,8);(0,10);(0,13);(16,12);(24,17);(0,20);(29,24);(3,27);(1,28);(0,30);(1,33)",1906,0,completed,,
12,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,20);(19,27);(26,11);(31,30);(14,13);(20,1);(19,12);(15,5);(9,27);(20,0)",10,True,59.726550182493455,59.726550182493455,00:2;01:0;02:1;03:0;04:0;05:3;06:0;07:0;08:1;09:0;10:0;11:3;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,1);(13,3);(15,5);(1,8);(0,10);(26,11);(0,15);(0,18);(14,20);(0,23);(0,25);(31,30);(0,30);(0,33)",1506,0,completed,,
13,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,7);(10,3);(25,1);(19,9);(30,19);(5,13);(33,25);(27,18);(14,17);(22,31)",10,True,71.33410948930764,71.33410948930764,00:0;01:2;02:0;03:2;04:0;05:1;06:0;07:4;08:0;09:0;10:0;11:0;12:1;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(25,1);(9,5);(23,7);(0,10);(9,13);(0,15);(33,25);(0,20);(1,23);(0,25);(1,28);(27,31);(1,33)",1811,0,completed,,
14,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(26,21);(19,17);(30,30);(23,1);(28,33);(8,20);(30,13);(19,15);(2,18);(33,8)",10,True,79.7089764714659,79.7089764714659,00:1;01:0;02:0;03:0;04:0;05:2;06:0;07:1;08:4;09:0;10:0;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(23,3);(0,3);(1,5);(0,8);(1,10);(26,17);(10,15);(2,18);(33,8);(2,19);(0,25);(0,28);(0,30);(30,30)",2025,0,completed,,
15,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,18);(21,0);(3,27);(7,8);(33,29);(20,7);(6,0);(20,31);(24,30);(16,32)",10,True,63.99570407959278,63.99570407959278,00:3;01:0;02:0;03:1;04:0;05:0;06:0;07:1;08:0;09:0;10:0;11:1;12:4;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,7);(0,3);(0,5);(7,8);(0,10);(0,13);(0,15);(32,18);(0,20);(0,23);(3,26);(17,27);(33,29);(0,33)",1623,0,completed,,
16,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(16,14);(9,22);(26,13);(4,24);(11,9);(20,7);(27,16);(21,13);(22,30);(32,17)",10,True,70.45850034645663,70.45850034645663,00:0;01:0;02:1;03:1;04:0;05:0;06:0;07:5;08:0;09:2;10:0;11:0;12:1;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(2,0);(0,3);(22,13);(11,9);(1,10);(1,13);(0,15);(32,17);(0,20);(9,22);(0,25);(0,28);(22,30);(1,33)",1812,0,completed,,
17,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,0);(19,24);(12,18);(21,27);(17,8);(5,23);(14,25);(33,9);(29,21);(16,3)",10,True,86.65620537092315,86.65620537092315,00:1;01:2;02:0;03:0;04:0;05:0;06:0;07:3;08:0;09:4;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,0);(17,8);(0,5);(0,8);(0,10);(0,13);(0,15);(33,9);(5,23);(28,27);(1,25);(16,28);(0,30);(1,33)",2234,0,completed,,
18,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(24,8);(28,25);(26,24);(29,0);(11,25);(24,19);(20,9);(22,16);(12,3);(25,17)",10,True,55.19994624124736,55.19994624124736,00:1;01:1;02:0;03:2;04:0;05:0;06:0;07:0;08:3;09:0;10:3;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(29,0);(12,3);(0,5);(24,8);(1,10);(0,13);(10,15);(0,18);(22,16);(0,23);(29,25);(0,28);(0,30);(1,33)",1360,0,completed,,
19,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,5);(13,19);(29,20);(27,28);(8,21);(15,14);(16,1);(3,33);(31,23);(17,0)",10,True,60.626257864357825,60.626257864357825,00:3;01:0;02:0;03:0;04:0;05:0;06:1;07:3;08:1;09:0;10:0;11:1;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(23,5);(0,3);(3,5);(0,8);(0,10);(1,13);(15,12);(31,23);(8,21);(5,23);(0,25);(31,27);(0,30);(3,33)",1515,0,completed,,
20,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,17);(12,20);(15,28);(23,12);(29,15);(14,15);(22,2);(8,23);(8,5);(6,15)",10,True,59.117809469598335,59.117809469598335,00:0;01:0;02:2;03:0;04:0;05:1;06:4;07:0;08:0;09:2;10:0;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(1,0);(1,3);(22,2);(1,8);(6,15);(23,12);(25,17);(0,18);(1,20);(12,20);(0,25);(15,28);(0,30);(1,33)",1482,0,completed,,
21,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,8);(23,31);(2,2);(6,23);(14,22);(4,6);(4,29);(11,19);(21,7);(12,20)",10,True,48.10674396651666,48.10674396651666,00:0;01:1;02:1;03:2;04:0;05:0;06:0;07:1;08:1;09:2;10:0;11:1;12:1;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(2,2);(4,6);(21,7);(0,10);(1,13);(0,15);(11,19);(14,21);(14,22);(1,25);(4,29);(23,31);(0,33)",1217,0,completed,,
22,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(4,33);(25,14);(3,12);(29,19);(27,15);(23,6);(8,32);(20,20);(1,3);(11,6)",10,True,52.42713424187041,52.42713424187041,00:0;01:1;02:2;03:0;04:0;05:3;06:0;07:0;08:2;09:0;10:0;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(2,0);(1,3);(23,6);(0,8);(0,10);(27,15);(2,15);(2,18);(29,19);(0,23);(0,25);(0,28);(0,30);(8,32)",1336,0,completed,,
23,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,9);(25,12);(25,5);(9,33);(21,9);(1,11);(15,22);(32,25);(21,17);(8,30)",10,True,52.966485127837515,52.966485127837515,00:0;01:0;02:2;03:2;04:1;05:0;06:0;07:0;08:0;09:2;10:1;11:0;12:2;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(1,3);(25,12);(21,9);(1,11);(0,13);(0,15);(0,18);(0,20);(21,17);(32,25);(0,28);(9,33);(0,33)",1315,0,completed,,
24,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,33);(33,23);(1,17);(21,0);(25,13);(27,31);(18,4);(27,17);(32,19);(3,31)",10,True,68.58233579302077,68.58233579302077,00:0;01:2;02:0;03:0;04:0;05:1;06:0;07:4;08:0;09:0;10:0;11:0;12:1;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(1,0);(21,0);(0,5);(0,8);(0,10);(27,13);(0,15);(33,23);(0,20);(0,23);(0,25);(19,29);(3,31);(27,31)",1725,0,completed,,
25,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(32,21);(8,16);(30,7);(5,9);(22,7);(18,25);(29,31);(27,12);(19,0);(24,26)",10,True,80.63978278287996,80.63978278287996,00:1;01:0;02:0;03:4;04:0;05:0;06:1;07:0;08:0;09:0;10:4;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(22,3);(0,3);(1,5);(27,12);(5,9);(0,13);(8,16);(0,18);(0,20);(0,23);(32,21);(0,28);(19,30);(9,33)",2052,0,completed,,
26,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(14,25);(5,4);(32,8);(33,26);(24,17);(11,21);(11,7);(10,4);(2,1);(20,3)",10,True,72.34552107928347,72.34552107928347,00:1;01:2;02:3;03:0;04:0;05:0;06:0;07:2;08:0;09:1;10:1;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(2,1);(32,8);(11,7);(6,8);(0,10);(0,13);(0,15);(33,26);(0,20);(11,21);(14,25);(1,28);(0,30);(1,33)",1853,0,completed,,
27,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(15,17);(5,32);(24,32);(22,27);(2,14);(5,15);(32,12);(8,27);(25,24);(2,19)",10,True,69.80928260560759,69.80928260560759,00:0;01:0;02:0;03:0;04:0;05:4;06:0;07:1;08:0;09:0;10:0;11:3;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(1,0);(0,3);(0,5);(0,8);(0,10);(32,12);(5,15);(2,19);(0,20);(2,22);(10,26);(25,24);(3,30);(22,27)",1790,0,completed,,
28,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(2,6);(25,6);(29,4);(10,13);(23,2);(8,33);(16,32);(26,14);(25,17);(25,7)",10,True,64.38817669901026,64.38817669901026,00:0;01:4;02:1;03:0;04:0;05:1;06:0;07:2;08:0;09:0;10:0;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(29,4);(16,6);(2,6);(0,10);(12,13);(0,15);(27,14);(0,20);(0,23);(1,25);(1,28);(0,30);(16,32)",1648,0,completed,,
29,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,19);(10,33);(7,0);(1,33);(14,31);(4,1);(7,26);(14,5);(10,12);(11,32)",10,True,62.846242873991194,62.846242873991194,00:2;01:0;02:0;03:0;04:0;05:2;06:0;07:0;08:0;09:0;10:1;11:4;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(7,0);(0,3);(0,5);(0,8);(5,10);(14,5);(1,15);(0,18);(7,26);(1,23);(7,32);(18,19);(2,30);(1,33)",1624,0,completed,,
30,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,8);(23,15);(28,19);(29,4);(20,7);(12,22);(24,15);(31,25);(5,5);(16,22)",10,True,63.47218034471578,63.47218034471578,00:0;01:0;02:1;03:3;04:0;05:0;06:2;07:2;08:2;09:0;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(19,4);(5,5);(29,4);(0,10);(0,13);(28,15);(31,25);(16,22);(0,23);(5,25);(0,28);(1,30);(1,33)",1578,0,completed,,
31,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,2);(20,12);(17,22);(30,16);(28,19);(16,4);(21,16);(20,3);(29,9);(13,22)",10,True,62.14350003950161,62.14350003950161,00:0;01:3;02:0;03:0;04:0;05:2;06:0;07:3;08:0;09:2;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(1,0);(20,2);(29,8);(12,8);(0,10);(29,9);(0,15);(28,19);(0,20);(17,22);(0,25);(0,28);(0,30);(0,33)",1535,0,completed,,
32,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(25,22);(19,16);(2,33);(17,21);(19,27);(24,25);(25,6);(21,15);(25,24);(15,28)",10,True,52.186111926243484,52.186111926243484,00:0;01:0;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:3;11:5;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(0,3);(25,6);(1,8);(1,10);(1,13);(1,15);(2,18);(2,20);(16,15);(21,15);(25,22);(1,30);(2,33)",1306,0,completed,,
33,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(23,9);(4,26);(3,32);(30,6);(2,30);(28,32);(17,6);(19,11);(12,26);(32,17)",10,True,80.54600776430667,80.54600776430667,00:0;01:0;02:1;03:3;04:1;05:0;06:0;07:0;08:0;09:0;10:3;11:0;12:1;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(0,0);(0,3);(18,6);(32,17);(19,11);(0,13);(0,15);(9,18);(2,20);(0,23);(28,32);(0,28);(3,32);(4,32)",2069,0,completed,,
34,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,6);(10,3);(14,22);(18,33);(24,22);(31,5);(18,6);(8,9);(25,33);(33,2)",10,True,63.97589423385591,63.97589423385591,00:0;01:3;02:2;03:1;04:0;05:0;06:0;07:0;08:0;09:2;10:0;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(5,0);(33,2);(23,6);(9,9);(0,10);(0,13);(0,15);(0,18);(0,20);(24,22);(0,25);(1,28);(0,30);(25,33)",1625,0,completed,,
35,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(28,9);(30,28);(32,28);(18,24);(17,11);(2,10);(29,33);(11,11);(7,15);(32,5)",10,True,181.80302578181684,181.80302578181684,00:0;01:0;02:0;03:0;04:5;05:0;06:1;07:0;08:0;09:1;10:0;11:0;12:0;13:3,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(20,0);(27,6);(29,10);(20,8);(32,5);(7,13);(18,15);(27,13);(28,14);(29,29);(2,10);(12,23);(18,30);(32,28)",4598,13,completed,,
