trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,allocator_calls,allocator_time_ms_total,allocator_time_ms_mean,allocator_time_ms_median,allocator_time_ms_p95,allocator_time_ms_max,allocator_solve_time_ms_total,allocator_solve_time_ms_mean,allocator_solve_time_ms_median,allocator_solve_time_ms_p95,allocator_solve_time_ms_max,candidate_filter_calls,candidate_filter_time_ms_total,candidate_filter_time_ms_mean,candidate_filter_time_ms_median,candidate_filter_time_ms_p95,candidate_filter_time_ms_max,trial_status,failure_type,failure_message,targets_completed
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,00,16,0,0,17,0,0,0,0,0,0.0,0,0,37,34,3,321,41,76,121.5865,1.5998223684210526,1.36685,3.7513,4.5065,86.6734,1.1404394736842105,0.962,3.2629,3.7621,76,34.9131,0.45938289473684213,0.42355,0.6982,0.7616,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,01,1,0,0,2,0,0,0,0,0,0.0,0,0,8,4,4,345,46,126,213.7729,1.6966103174603173,1.66265,3.5159,4.6654,153.0328,1.2145460317460317,1.263,2.7877,3.8932,126,60.7401,0.4820642857142857,0.43515000000000004,0.7548,0.811,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,02,38,4,0,39,0,0,0,0,0,0.0,0,0,87,77,10,265,48,9,15.2094,1.6899333333333333,1.4512,3.4091,3.4091,10.7472,1.1941333333333333,0.9397,2.651,2.651,9,4.4622,0.4958,0.4404,0.7954,0.7954,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,03,4,0,0,5,0,1,0,0,0,0.0,0,0,16,10,6,329,54,117,325.9899,2.786238461538461,2.9241,5.3267,6.0565,267.0925,2.28284188034188,2.5119,4.6173,5.2589,117,58.8974,0.5033965811965811,0.4633,0.7536,0.8993,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,04,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,343,55,129,266.2449,2.0639139534883717,2.092,3.8812,5.1454,204.4754,1.585080620155039,1.6867,3.1299,4.602,129,61.7695,0.47883333333333333,0.4523,0.7157,0.7517,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,05,33,1,0,34,0,4,0,0,0,0.0,0,0,78,68,10,277,44,26,31.1912,1.1996615384615383,0.74505,3.0349,3.8805,19.4987,0.74995,0.33315,2.5732,3.1211,26,11.6925,0.4497115384615385,0.4033,0.6895,0.7594,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,06,2,1,0,3,0,0,0,0,0,0.0,0,0,10,6,4,334,55,122,250.6313,2.054354918032787,2.1910499999999997,3.9561,4.1813,190.0408,1.557711475409836,1.7762,3.2251,3.5359,122,60.5905,0.4966434426229508,0.44655,0.7642,0.8861,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,07,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,341,57,129,249.0995,1.9310038759689923,1.8734,4.1662,4.4659,187.7792,1.4556527131782946,1.4657,3.4457,3.9642,129,61.3203,0.4753511627906977,0.4374,0.7289,0.8235,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,08,12,0,0,13,0,0,0,0,0,0.0,0,0,32,27,5,318,50,89,201.3952,2.262867415730337,2.2011,3.8792,4.7211,156.6304,1.7598921348314607,1.7715,3.1165,3.9474,89,44.7648,0.5029752808988764,0.4579,0.7627,0.8267,completed,,,
0,known_visit,HIPC,bernoulli,drop_0.25,34,1156,14,10,hipc_g34_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,09,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,348,51,128,238.5406,1.8635984375,1.7886,3.91,4.7134,176.8615,1.38173046875,1.3834499999999998,3.1767,4.1322,128,61.6791,0.48186796875,0.441,0.7443,0.8139,completed,,,
