trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,2);(11,22);(9,9);(21,1);(14,2);(7,9);(21,24);(11,3);(3,18);(22,18)",10,True,64.45018733602649,64.45018733602649,00:4;01:4;02:2,"(0,0);(0,12);(0,24)","(20,8);(7,9);(22,8)",239,0,completed
1,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,0);(22,23);(6,15);(23,23);(7,4);(12,6);(14,19);(20,4);(3,15);(10,16)",10,True,65.00087694248126,65.00087694248126,00:4;01:2;02:4,"(0,0);(0,12);(0,24)","(22,12);(2,6);(23,23)",244,0,completed
2,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(17,10);(15,0);(16,1);(21,23);(11,7);(1,11);(6,14);(8,0);(15,22);(24,6)",10,True,68.07956287907646,68.07956287907646,00:4;01:4;02:2,"(0,0);(0,12);(0,24)","(24,16);(17,10);(21,23)",264,0,completed
3,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(14,2);(4,19);(6,15);(23,19);(22,10);(2,14);(17,16);(1,11);(9,14);(7,8)",10,True,72.14789773807688,72.14789773807688,00:3;01:6;02:1,"(0,0);(0,12);(0,24)","(14,10);(22,10);(17,14)",271,0,completed
4,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,13);(21,0);(16,9);(18,18);(20,1);(12,21);(8,20);(24,6);(20,12);(2,6)",10,True,57.482552951135666,57.482552951135666,00:3;01:3;02:4,"(0,0);(0,12);(0,24)","(24,6);(16,11);(20,12)",220,0,completed
5,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,1);(2,6);(5,21);(7,2);(1,8);(16,3);(21,4);(24,20);(13,23);(5,6)",10,True,64.2717359795827,64.2717359795827,00:4;01:3;02:3,"(0,0);(0,12);(0,24)","(21,10);(12,1);(24,20)",248,0,completed
6,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,9);(24,15);(3,8);(9,8);(8,0);(24,20);(10,3);(13,9);(12,24);(11,14)",10,True,127.33414020974087,127.33414020974087,00:3;01:4;02:3,"(0,0);(0,12);(0,24)","(24,20);(8,0);(24,15)",540,0,completed
7,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,17);(9,16);(9,18);(24,1);(21,18);(9,19);(2,19);(14,19);(14,22);(2,6)",10,True,94.14855867260339,94.14855867260339,00:0;01:3;02:7,"(0,0);(0,12);(0,24)","(9,18);(4,17);(24,1)",398,0,completed
8,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,11);(22,0);(10,0);(12,12);(22,15);(7,8);(12,17);(5,8);(20,13);(11,13)",10,True,55.57274484104607,55.57274484104607,00:2;01:6;02:2,"(0,0);(0,12);(0,24)","(22,11);(22,15);(15,12)",209,0,completed
9,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,13);(0,15);(8,21);(12,5);(6,20);(1,10);(15,19);(2,11);(24,1);(15,2)",10,True,83.89246558171,83.89246558171,00:1;01:5;02:4,"(0,0);(0,12);(0,24)","(6,20);(13,17);(24,1)",339,0,completed
10,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,19);(19,17);(5,6);(15,7);(18,8);(10,8);(22,4);(18,0);(16,19);(4,13)",10,True,64.60707883354037,64.60707883354037,00:3;01:4;02:3,"(0,0);(0,12);(0,24)","(18,0);(18,8);(15,9)",259,0,completed
11,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,11);(6,17);(9,3);(9,13);(12,20);(2,14);(16,16);(20,1);(20,16);(12,19)",10,True,66.82535489374399,66.82535489374399,00:3;01:6;02:1,"(0,0);(0,12);(0,24)","(19,11);(20,16);(9,13)",263,0,completed
12,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,15);(19,20);(4,24);(14,12);(9,13);(5,13);(14,13);(14,9);(13,3);(13,6)",10,True,56.782095311911846,56.782095311911846,00:3;01:6;02:1,"(0,0);(0,12);(0,24)","(14,19);(19,20);(14,11)",214,0,completed
13,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,9);(15,5);(2,20);(2,18);(23,0);(16,9);(13,16);(22,12);(2,3);(12,19)",10,True,80.61481999047416,80.61481999047416,00:6;01:2;02:2,"(0,0);(0,12);(0,24)","(23,0);(16,9);(9,5)",323,0,completed
14,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(15,19);(12,23);(23,21);(3,18);(1,5);(10,4);(12,2);(22,16);(22,11);(1,6)",10,True,62.60977752295759,62.60977752295759,00:4;01:4;02:2,"(0,0);(0,12);(0,24)","(22,7);(22,11);(15,19)",234,0,completed
15,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,0);(3,20);(11,15);(12,22);(12,12);(7,23);(15,0);(19,18);(23,16);(20,8)",10,True,56.83241760951204,56.83241760951204,00:3;01:4;02:3,"(0,0);(0,12);(0,24)","(20,8);(23,16);(12,12)",221,0,completed
16,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,8);(6,17);(5,12);(12,11);(18,17);(3,18);(16,16);(13,21);(11,3);(14,9)",10,True,59.902245261370425,59.902245261370425,00:1;01:5;02:4,"(0,0);(0,12);(0,24)","(15,18);(18,17);(13,21)",226,0,completed
17,known_visit,PI,bernoulli,drop_0.25,25,625,3,10,pi_g25_d220_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,11);(4,12);(1,15);(8,10);(1,13);(22,23);(10,12);(23,16);(17,15);(17,5)",10,True,69.58587641564169,69.58587641564169,00:2;01:5;02:3,"(0,0);(0,12);(0,24)","(17,7);(5,6);(22,23)",260,0,completed
