trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_index,target_x,target_y,first_completion_time_s,first_completion_sim_time_s,first_found_by_robot,first_finder_robot_id,total_visits,duplicate_visits,completed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,1,18,9,45.33854230537385,45.33854230537385,00,00,1,0,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,2,8,12,22.75600247122202,22.75600247122202,03,03,2,1,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,3,16,10,50.800457754601105,50.800457754601105,00,00,1,0,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,4,4,10,12.721650087323704,12.721650087323704,02,02,3,2,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,5,6,1,10.691472672497584,10.691472672497584,00,00,4,3,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,6,4,8,16.4172628050912,16.4172628050912,02,02,2,1,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,7,17,1,29.470949474918314,29.470949474918314,00,00,2,1,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,8,3,4,7.47754757933226,7.47754757933226,01,01,3,2,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,9,12,1,21.038435651363603,21.038435651363603,00,00,2,1,True,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,10,11,9,66.21298996749469,66.21298996749469,01,01,1,0,True,known_visit_core_500,10,4,8
1,known_visit,ACBBA,bernoulli,0.7,19,361,4,10,acbba_bernoulli_drop_0_7,known_visit_g19_t10_n500.csv,1,9,9,44.36772904512329,44.36772904512329,03,03,3,2,True,known_visit_core_500,10,4,8
