trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,00,30,21,30,1,0,0,0,81,31,50,63,18,63,clue:2;collision_intent:30;pi_entry:18;state:30;target:1,373,0,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,01,29,21,27,3,0,2,2,85,31,54,62,23,69,clue:2;collision_intent:31;pi_entry:23;state:29,367,0,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,02,31,22,30,2,0,0,0,94,31,63,64,30,76,clue:2;collision_intent:31;pi_entry:30;state:31,359,0,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,03,30,22,29,2,0,1,1,94,31,63,63,31,78,clue:2;collision_intent:31;pi_entry:31;state:30,358,0,completed
0,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,04,31,22,32,0,0,0,0,100,32,68,65,35,82,clue:2;collision_intent:32;pi_entry:35;state:31,353,0,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,00,73,42,71,3,0,0,0,204,74,130,149,55,142,clue:2;collision_intent:73;pi_entry:55;state:73;target:1,798,0,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,01,71,39,71,1,0,0,0,195,71,124,144,51,131,clue:2;collision_intent:71;pi_entry:51;state:71,806,0,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,02,73,41,67,7,0,0,0,193,73,120,148,45,129,clue:2;collision_intent:73;pi_entry:45;state:73,807,0,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,03,73,42,67,7,1,0,0,193,73,120,148,45,130,clue:2;collision_intent:73;pi_entry:45;state:73,808,0,completed
1,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,ideal,1.0,25,625,5,140.0,125.0,pi_g25_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,04,75,43,75,1,1,0,0,217,75,142,152,65,153,clue:2;collision_intent:75;pi_entry:65;state:75,784,0,completed
