trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,73,63,60,14,0,2,1,230,76,154,152,78,210,clue:3;collision_intent:75;pi_entry:78;state:73;target:1,361,75,completed
0,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,68,59,46,23,1,8,2,200,77,123,147,53,181,clue:2;collision_intent:77;pi_entry:53;state:68,382,83,completed
0,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,02,72,62,70,3,0,0,0,236,72,164,146,90,216,clue:2;collision_intent:72;pi_entry:90;state:72,358,72,completed
1,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,66,8,67,0,0,0,0,145,66,79,134,11,29,clue:2;collision_intent:66;pi_entry:11;state:66,257,34,completed
1,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,67,9,62,6,0,0,0,144,67,77,136,8,28,clue:2;collision_intent:67;pi_entry:8;state:67,260,34,completed
1,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,02,67,8,68,0,0,0,0,149,68,81,137,12,31,clue:2;collision_intent:67;pi_entry:12;state:67;target:1,255,34,completed
2,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,21,1,22,0,0,0,0,46,22,24,44,2,6,clue:1;collision_intent:22;pi_entry:2;state:21,79,16,completed
2,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,22,1,23,0,0,0,0,48,23,25,46,2,6,clue:1;collision_intent:22;pi_entry:2;state:22;target:1,85,8,completed
2,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,02,22,1,23,0,0,0,0,47,22,25,45,2,5,clue:1;collision_intent:22;pi_entry:2;state:22,79,15,completed
3,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,18,15,14,5,0,2,1,56,21,35,40,16,50,clue:1;collision_intent:21;pi_entry:16;state:18,93,13,completed
3,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,18,14,14,5,0,0,0,51,19,32,38,13,43,clue:1;collision_intent:18;pi_entry:13;state:18;target:1,87,24,completed
3,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,02,18,15,19,0,1,0,0,55,18,37,37,18,49,clue:1;collision_intent:18;pi_entry:18;state:18,91,15,completed
4,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,35,10,36,0,0,0,0,80,35,45,71,9,30,clue:1;collision_intent:35;pi_entry:9;state:35,143,24,completed
4,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,36,12,37,0,0,0,0,72,36,36,72,0,24,collision_intent:36;state:36,145,32,completed
4,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,02,36,12,37,0,0,0,0,97,37,60,74,23,49,clue:1;collision_intent:36;pi_entry:23;state:36;target:1,126,26,completed
5,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,52,45,38,15,0,0,0,162,52,110,105,57,148,clue:1;collision_intent:52;pi_entry:57;state:52,252,59,completed
5,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,01,52,45,48,5,0,0,0,164,53,111,106,58,150,clue:1;collision_intent:52;pi_entry:58;state:52;target:1,270,41,completed
5,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,02,52,46,32,21,0,0,0,149,52,97,105,44,137,clue:1;collision_intent:52;pi_entry:44;state:52,262,63,completed
6,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,00,119,81,120,0,0,0,0,342,120,222,242,100,265,clue:3;collision_intent:119;pi_entry:100;state:119;target:1,549,113,completed
