trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,213,29,184,176,40,1,10,3,666,1101,230,225,441,445,221,607,221,0.26077097505668934,3.784090909090909,3.2989130434782608,1.0375586854460095,1.201086956521739,1.2556818181818181,clue:7;collision_intent:224;pi_entry:221;state:213;target:1,73,236,0.09090909090909105,completed
1,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,200,175,25,197,6,0,0,0,438,772,102,201,237,407,31,88,31,0.2156448202959831,2.2233502538071064,3.52,0.155,1.24,0.15736040609137056,clue:6;collision_intent:200;pi_entry:31;state:200;target:1,67,149,0.020304568527918843,completed
2,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,65,62,3,68,0,0,0,0,141,243,39,67,74,135,6,17,6,0.2635135135135135,2.073529411764706,5.666666666666667,0.09230769230769231,2.0,0.08823529411764706,clue:3;collision_intent:66;pi_entry:6;state:65;target:1,22,48,0.009803921568627416,completed
3,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,54,10,44,47,10,1,2,1,162,271,52,58,104,115,47,142,47,0.25,3.4468085106382977,3.227272727272727,0.8703703703703703,1.0681818181818181,1.0,clue:3;collision_intent:57;pi_entry:47;state:54;target:1,18,56,0.07092198581560294,completed
4,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,107,73,34,110,0,0,0,0,249,414,82,108,141,217,32,103,32,0.2918149466192171,2.2636363636363637,3.0294117647058822,0.29906542056074764,0.9411764705882353,0.2909090909090909,clue:2;collision_intent:107;pi_entry:32;state:107;target:1,36,97,0.0060606060606061,completed
5,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,156,20,136,118,41,0,0,0,475,784,163,157,318,316,159,435,159,0.2566929133858268,4.02542372881356,3.198529411764706,1.0192307692307692,1.1691176470588236,1.347457627118644,clue:3;collision_intent:156;pi_entry:159;state:156;target:1,52,164,0.09039548022598876,completed
6,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,356,115,241,311,48,0,1,1,1004,1689,317,358,646,724,280,773,280,0.24554608830364058,3.2282958199356915,3.20746887966805,0.7865168539325843,1.161825726141079,0.9003215434083601,clue:10;collision_intent:357;pi_entry:280;state:356;target:1,120,342,0.07502679528403,completed
7,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,118,67,51,103,18,0,0,0,287,484,88,119,168,240,47,153,47,0.2626865671641791,2.7864077669902914,3.0,0.3983050847457627,0.9215686274509803,0.4563106796116505,clue:3;collision_intent:118;pi_entry:47;state:118;target:1,40,103,0.05177993527508096,completed
8,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,242,87,155,190,55,0,2,2,638,1093,182,245,393,493,145,464,145,0.2318471337579618,3.357894736842105,2.9935483870967743,0.5991735537190083,0.9354838709677419,0.7631578947368421,clue:6;collision_intent:244;pi_entry:145;state:242;target:1,82,217,0.04561403508771944,completed
9,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,157,16,141,137,23,0,0,0,476,786,165,159,317,322,154,443,154,0.26066350710900477,3.4744525547445257,3.141843971631206,0.9808917197452229,1.0921985815602837,1.1240875912408759,clue:6;collision_intent:158;pi_entry:154;state:157;target:1,53,168,0.08759124087591252,completed
10,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,47,47,0,50,0,0,0,0,95,168,19,48,47,95,0,0,0,0.20430107526881722,1.9,0.0,0.0,0.0,0.0,collision_intent:47;state:47;target:1,16,33,0.01333333333333342,completed
11,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,536,109,427,340,199,0,12,6,1560,2630,488,550,1010,1098,462,1342,462,0.24170381376919267,4.588235294117647,3.142857142857143,0.8619402985074627,1.0819672131147542,1.3588235294117648,clue:12;collision_intent:549;pi_entry:462;state:536;target:1,181,539,0.09019607843137267,completed
12,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,92,92,0,95,0,0,0,0,185,317,52,93,92,185,0,0,0,0.2826086956521739,1.9473684210526316,0.0,0.0,0.0,0.0,collision_intent:92;state:92;target:1,31,63,0.007017543859649145,completed
13,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,80,80,0,83,0,0,0,0,161,281,39,81,80,161,0,0,0,0.24528301886792453,1.9397590361445782,0.0,0.0,0.0,0.0,collision_intent:80;state:80;target:1,27,55,0.008032128514056325,completed
14,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,142,101,41,142,3,0,0,0,344,586,100,143,201,288,56,142,56,0.24875621890547264,2.4225352112676055,3.4634146341463414,0.39436619718309857,1.3658536585365855,0.39436619718309857,clue:3;collision_intent:142;pi_entry:56;state:142;target:1,48,118,0.009389671361502483,completed
15,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,3,140.0,120.333333,pi_g19_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,87,54,33,87,3,0,0,0,219,368,67,88,131,181,38,111,38,0.25769230769230766,2.5172413793103448,3.3636363636363638,0.4367816091954023,1.1515151515151516,0.4367816091954023,clue:6;collision_intent:87;pi_entry:38;state:87;target:1,29,79,0.01532567049808442,completed
