trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(10,12);(15,17);(16,5);(18,18);(2,11)",5,True,86.5288278070278,86.5288278070278,00:5;01:0;02:0;03:0,"(0,0);(0,6);(0,12);(0,18)","(16,5);(0,6);(0,12);(1,18)",626,0,completed
1,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(6,10);(3,16);(7,16);(10,1);(0,8)",5,True,40.242258031168575,40.242258031168575,00:1;01:1;02:3;03:0,"(0,0);(0,6);(0,12);(0,18)","(10,1);(0,8);(3,16);(0,18)",278,0,completed
2,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(11,5);(9,8);(7,14);(2,13);(6,6)",5,True,26.93636383649523,26.93636383649523,00:0;01:3;02:2;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,0);(11,5);(7,14);(1,18)",184,0,completed
3,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(17,11);(3,15);(1,18);(7,6);(1,16)",5,True,36.07774292072447,36.07774292072447,00:0;01:2;02:0;03:3,"(0,0);(0,6);(0,12);(0,18)","(0,0);(17,11);(2,12);(3,15)",252,0,completed
4,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(16,4);(18,8);(10,9);(18,7);(0,7)",5,True,47.54511182530786,47.54511182530786,00:0;01:5;02:0;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,0);(16,4);(0,11);(0,17)",343,0,completed
5,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(6,13);(13,10);(17,11);(4,4);(3,2)",5,True,57.7649534479403,57.7649534479403,00:5;01:0;02:0;03:0,"(0,0);(0,6);(0,12);(0,18)","(17,11);(1,6);(1,12);(0,18)",421,0,completed
6,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(5,3);(0,2);(18,10);(4,4);(15,5)",5,True,57.822849202343185,57.822849202343185,00:1;01:0;02:4;03:0,"(0,0);(0,6);(0,12);(0,18)","(0,2);(0,6);(18,10);(0,18)",420,0,completed
7,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(3,12);(12,6);(11,9);(18,10);(18,11)",5,True,59.62066010076788,59.62066010076788,00:0;01:0;02:0;03:5,"(0,0);(0,6);(0,12);(0,18)","(0,0);(0,6);(0,12);(18,11)",433,0,completed
8,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(1,9);(5,12);(12,11);(12,3);(8,6)",5,True,68.45025551955493,68.45025551955493,00:4;01:0;02:1;03:0,"(0,0);(0,6);(0,12);(0,18)","(8,6);(0,6);(1,9);(0,18)",494,0,completed
9,known_visit,PI,ideal,1.0,19,361,4,5,targets_5_pi_h8_ideal,objective_tuning_target_load_pilot_25\scenarios\known_visit_g19_t5_n25.csv,"(11,11);(5,17);(9,14);(0,2);(15,0)",5,True,88.26024114396921,88.26024114396921,00:0;01:0;02:4;03:1,"(0,0);(0,6);(0,12);(0,18)","(0,0);(0,6);(9,14);(5,17)",637,0,completed
