trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,00,28,23,29,0,0,0,0,94,29,65,59,35,84,clue:2;collision_intent:28;pi_entry:35;state:28;target:1,84,0,completed
0,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,01,29,25,29,1,0,0,0,84,29,55,60,24,76,clue:2;collision_intent:29;pi_entry:24;state:29,92,0,completed
1,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,00,66,64,64,3,0,0,0,221,67,154,136,85,217,clue:3;collision_intent:66;pi_entry:85;state:66;target:1,246,0,completed
1,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,01,69,68,70,0,0,0,0,246,69,177,141,105,243,clue:3;collision_intent:69;pi_entry:105;state:69,220,0,completed
2,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,00,95,82,82,14,0,2,2,282,97,185,195,87,256,clue:3;collision_intent:97;pi_entry:87;state:95,320,0,completed
2,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,01,96,83,94,3,0,1,1,321,98,223,197,124,295,clue:3;collision_intent:97;pi_entry:124;state:96;target:1,282,0,completed
3,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,00,25,10,26,0,0,0,0,61,25,36,52,9,30,clue:2;collision_intent:25;pi_entry:9;state:25,63,0,completed
3,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,01,25,9,26,0,1,0,0,65,26,39,53,12,33,clue:2;collision_intent:25;pi_entry:12;state:25;target:1,61,0,completed
4,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,00,64,50,52,13,0,1,1,181,65,116,131,50,153,clue:2;collision_intent:65;pi_entry:50;state:64,201,0,completed
4,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,01,62,48,60,3,1,4,3,201,67,134,131,70,173,clue:2;collision_intent:66;pi_entry:70;state:62;target:1,181,0,completed
