trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,57,9,48,58,1,0,0,0,178,176,0,58,120,119,59,160,59,0.0,3.0689655172413794,3.3333333333333335,1.0350877192982457,1.2291666666666667,1.0172413793103448,clue:4;collision_intent:57;pi_entry:59;state:57;target:1,29,94,0.0,completed
1,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,135,3,132,134,3,0,0,0,467,466,0,136,331,277,190,460,190,0.0,3.485074626865672,3.484848484848485,1.4074074074074074,1.4393939393939394,1.4179104477611941,clue:6;collision_intent:135;pi_entry:190;state:135;target:1,69,246,0.02238805970149249,completed
2,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,191,26,165,176,17,0,3,3,603,602,0,195,408,392,211,551,211,0.0,3.4261363636363638,3.3393939393939394,1.1047120418848169,1.2787878787878788,1.1988636363636365,clue:6;collision_intent:194;pi_entry:211;state:191;target:1,96,321,0.03409090909090917,completed
3,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,50,31,19,52,0,1,0,0,126,124,0,51,75,105,21,63,21,0.0,2.423076923076923,3.3157894736842106,0.42,1.105263157894737,0.40384615384615385,clue:4;collision_intent:50;pi_entry:21;state:50;target:1,25,65,0.0,completed
4,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,126,28,98,112,16,1,5,4,382,382,0,132,250,262,120,326,120,0.0,3.4107142857142856,3.326530612244898,0.9523809523809523,1.2244897959183674,1.0714285714285714,clue:4;collision_intent:131;pi_entry:120;state:126;target:1,64,201,0.03571428571428581,completed
5,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,186,3,183,167,21,0,2,2,620,619,0,189,431,379,241,613,241,0.0,3.712574850299401,3.349726775956284,1.2956989247311828,1.3169398907103824,1.4431137724550898,clue:4;collision_intent:188;pi_entry:241;state:186;target:1,94,317,0.026946107784431073,completed
6,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,143,15,128,131,14,0,0,0,440,439,0,144,296,293,147,409,147,0.0,3.3587786259541983,3.1953125,1.027972027972028,1.1484375,1.1221374045801527,clue:6;collision_intent:143;pi_entry:147;state:143;target:1,72,223,0.011450381679389388,completed
7,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,197,86,111,185,14,1,1,1,541,539,0,199,342,402,139,369,139,0.0,2.924324324324324,3.324324324324324,0.7055837563451777,1.2522522522522523,0.7513513513513513,clue:6;collision_intent:198;pi_entry:139;state:197;target:1,99,275,0.008108108108108025,completed
8,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,105,17,88,104,3,0,0,0,329,328,0,106,223,215,114,295,114,0.0,3.1634615384615383,3.352272727272727,1.0857142857142856,1.2954545454545454,1.0961538461538463,clue:4;collision_intent:105;pi_entry:114;state:105;target:1,53,169,0.0,completed
9,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,2,140.0,98.0,pi_g14_d140_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,88,22,66,86,4,0,0,0,268,268,0,90,178,182,86,224,86,0.0,3.116279069767442,3.393939393939394,0.9772727272727273,1.303030303030303,1.0,clue:4;collision_intent:89;pi_entry:86;state:88;target:1,44,139,0.011627906976744207,completed
