trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,debug_max_events,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed
0,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
1,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,739,739,0,361,382,0,0,0,3779,6789,4548,,762,3017,1501,2278,0,0,0.502485913158767,10.46814404432133,0.0,3.0825439783491206,0.0,6.310249307479224,collision_intent:762;hipc_clear_bundle:2;hipc_entry:2276;state:739,218,985,0.16966759002770093
2,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,809,809,0,361,452,0,0,0,3732,6841,4354,,833,2899,1642,2090,0,0,0.5006899724011039,10.337950138504155,0.0,2.5834363411619283,0.0,5.7894736842105265,collision_intent:833;hipc_clear_bundle:2;hipc_entry:2088;state:809,208,958,0.07963988919667586
3,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,763,763,0,361,406,0,0,0,4245,7625,5109,,786,3459,1549,2696,0,0,0.4923862760215883,11.759002770083102,0.0,3.5334207077326343,0.0,7.468144044321329,collision_intent:786;hipc_clear_bundle:2;hipc_entry:2694;state:763,266,1215,0.2389196675900278
4,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,637,637,0,361,280,0,0,0,3620,6325,4534,,652,2968,1289,2331,0,0,0.5092665393687521,10.02770083102493,0.0,3.659340659340659,0.0,6.457063711911357,collision_intent:652;hipc_entry:2331;state:637,205,949,0.24584487534626032
5,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,839,839,0,361,482,0,0,0,3834,6825,4672,,876,2958,1715,2119,0,0,0.5266005410279531,10.620498614958448,0.0,2.525625744934446,0.0,5.869806094182826,collision_intent:876;hipc_clear_bundle:2;hipc_entry:2117;state:839,221,1000,0.13919667590027696
6,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,884,884,0,361,527,0,0,0,3913,7313,4424,,903,3010,1787,2126,0,0,0.49003101462117854,10.839335180055402,0.0,2.4049773755656108,0.0,5.889196675900277,collision_intent:903;hipc_clear_bundle:1;hipc_entry:2125;state:884,225,1030,0.17520775623268703
7,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,733,733,0,361,376,0,0,0,3409,6217,4008,,743,2666,1476,1933,0,0,0.5012506253126563,9.443213296398891,0.0,2.6371077762619373,0.0,5.354570637119114,collision_intent:743;hipc_entry:1933;state:733,185,876,0.14473684210526305
8,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,880,880,0,361,523,0,0,0,3898,6995,4696,,890,3008,1770,2128,0,0,0.52056313047334,10.797783933518005,0.0,2.418181818181818,0.0,5.894736842105263,collision_intent:890;hipc_entry:2128;state:880,222,1040,0.16135734072022156
9,HIPC,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,hipc_gilbert_elliott_drop_0_50_rho_0_8,,coverage,completed,,,775,775,0,361,418,0,0,0,3499,6575,3920,,789,2710,1564,1935,0,0,0.4822834645669291,9.692520775623269,0.0,2.496774193548387,0.0,5.360110803324099,collision_intent:789;hipc_clear_bundle:1;hipc_entry:1934;state:775,195,956,0.2666204986149585
