trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(1,3);(11,7);(6,7);(5,8);(6,3);(13,10);(0,8);(0,10);(4,3);(4,9)",10,True,37.42158560697786,37.42158560697786,00:3;01:3;02:4,"(0,0);(0,6);(0,13)","(6,3);(2,9);(13,10)",164,0,completed
1,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(10,8);(3,9);(6,2);(13,10);(10,2);(11,2);(1,5);(11,3);(8,3);(3,4)",10,True,32.82425996136556,32.82425996136556,00:1;01:6;02:3,"(0,0);(0,6);(0,13)","(8,1);(11,3);(13,10)",141,0,completed
2,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(9,5);(1,6);(3,2);(12,7);(9,13);(9,10);(4,1);(2,13);(2,2);(1,11)",10,True,29.168083798634864,29.168083798634864,00:3;01:3;02:4,"(0,0);(0,6);(0,13)","(8,1);(12,7);(9,13)",124,0,completed
3,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(0,12);(7,11);(9,6);(12,13);(1,5);(8,8);(12,6);(5,2);(13,11);(9,8)",10,True,39.23858067660799,39.23858067660799,00:1;01:5;02:4,"(0,0);(0,6);(0,13)","(5,7);(12,13);(9,8)",176,0,completed
4,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(6,0);(12,4);(0,10);(6,10);(10,8);(7,2);(3,0);(2,1);(6,9);(3,5)",10,True,42.6260087141238,42.6260087141238,00:3;01:2;02:5,"(0,0);(0,6);(0,13)","(3,5);(6,0);(12,4)",193,0,completed
5,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(6,3);(11,2);(4,7);(0,7);(8,0);(1,0);(5,12);(10,9);(7,2);(12,5)",10,True,32.9414530412636,32.9414530412636,00:5;01:4;02:1,"(0,0);(0,6);(0,13)","(11,2);(12,5);(4,10)",133,0,completed
6,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(8,9);(2,9);(1,9);(5,3);(2,10);(1,0);(2,0);(1,11);(0,5);(4,6)",10,True,25.2336509314407,25.2336509314407,00:3;01:2;02:5,"(0,0);(0,6);(0,13)","(5,3);(2,2);(8,9)",114,0,completed
7,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(4,0);(2,13);(8,0);(6,13);(4,6);(9,12);(3,0);(6,12);(1,11);(7,9)",10,True,28.807523207912347,28.807523207912347,00:3;01:3;02:4,"(0,0);(0,6);(0,13)","(8,0);(6,13);(9,12)",128,0,completed
8,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(11,5);(1,6);(5,7);(13,5);(4,2);(11,0);(1,7);(8,13);(7,1);(12,13)",10,True,26.54558882986267,26.54558882986267,00:3;01:5;02:2,"(0,0);(0,6);(0,13)","(11,0);(13,5);(12,13)",109,0,completed
9,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(10,8);(8,13);(2,13);(10,6);(13,4);(13,7);(6,7);(9,2);(6,2);(7,9)",10,True,33.842992419494415,33.842992419494415,00:4;01:4;02:2,"(0,0);(0,6);(0,13)","(13,7);(10,2);(7,9)",133,0,completed
10,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(2,4);(12,12);(11,9);(7,13);(9,8);(4,10);(2,8);(3,2);(12,9);(5,6)",10,True,51.43692249252519,51.43692249252519,00:1;01:6;02:3,"(0,0);(0,6);(0,13)","(4,10);(12,12);(2,6)",213,0,completed
11,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(5,6);(11,1);(7,4);(7,5);(2,4);(13,2);(12,13);(5,11);(10,10);(4,5)",10,True,41.67133947780909,41.67133947780909,00:0;01:7;02:3,"(0,0);(0,6);(0,13)","(5,11);(11,1);(12,13)",175,0,completed
12,known_visit,HIPC,bernoulli,drop_0.25,14,196,3,10,hipc_g14_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid14_targets10_trials50.csv,"(11,0);(6,2);(6,7);(9,9);(10,7);(1,7);(12,4);(6,9);(1,12);(4,6)",10,True,34.370255365376295,34.370255365376295,00:3;01:4;02:3,"(0,0);(0,6);(0,13)","(12,4);(6,9);(9,9)",144,0,completed
