trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.547905545121004,34.547905545121004,0,0,0,60,21,64,0,1,0,0,202,0,203,588,18,62,141,126,77,0.04285714285714286,20.3,7.7,collision_intent:62;dga_entry:77;state:64,0.30000000000000004,0.2421875,known_visit_core_500,10,4,8
130,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.53007270240868,35.53007270240868,0,0,0,65,21,69,0,0,0,0,204,0,267,772,26,68,199,137,130,0.04377104377104377,26.7,13.0,collision_intent:68;dga_entry:130;state:69,0.10000000000000009,0.13405797101449268,known_visit_core_500,10,4,8
131,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.532155817371404,38.532155817371404,0,0,0,77,23,80,1,5,0,0,213,0,311,899,31,80,231,161,150,0.04492753623188406,31.1,15.0,collision_intent:80;dga_entry:150;state:81,0.1499999999999999,0.06875000000000009,known_visit_core_500,10,4,8
132,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.22333478111792,34.22333478111792,0,0,0,76,20,80,0,4,1,1,181,0,329,953,31,78,251,158,171,0.04133333333333333,32.9,17.1,collision_intent:78;dga_entry:171;state:80,0.25,0.03125,known_visit_core_500,10,4,8
133,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.35094538889337,34.35094538889337,2,2,2,71,20,72,3,4,0,0,186,0,303,878,28,75,228,150,153,0.041116005873715125,30.3,15.3,collision_intent:75;dga_entry:153;state:75,0.30000000000000004,0.08333333333333326,known_visit_core_500,10,4,8
134,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.95551702647664,39.95551702647664,1,1,1,86,24,80,10,3,0,0,210,0,316,903,42,89,227,179,137,0.061946902654867256,31.6,13.7,collision_intent:89;dga_entry:137;state:90,0.30000000000000004,0.125,known_visit_core_500,10,4,8
135,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,28.308447783174266,28.308447783174266,0,0,0,66,17,69,1,0,0,0,146,0,219,637,17,68,151,138,81,0.03777777777777778,21.9,8.1,collision_intent:68;dga_entry:81;state:70,0.1499999999999999,0.0253623188405796,known_visit_core_500,10,4,8
136,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.970714383065165,34.970714383065165,0,0,0,77,21,81,0,4,0,0,180,0,338,977,34,79,259,160,178,0.04392764857881137,33.8,17.8,collision_intent:79;dga_entry:178;state:81,0.1499999999999999,0.04012345679012341,known_visit_core_500,10,4,8
137,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.130055398167485,31.130055398167485,0,0,0,70,19,74,0,2,0,0,162,0,207,599,18,72,135,146,61,0.04488778054862843,20.7,6.1,collision_intent:72;dga_entry:61;state:74,0.25,0.03378378378378377,known_visit_core_500,10,4,8
138,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,54.80254781697815,54.80254781697815,1,1,1,90,33,93,1,2,3,2,323,0,369,1054,50,95,274,189,180,0.06105006105006105,36.9,18.0,collision_intent:95;dga_entry:180;state:94,0.10000000000000009,0.12096774193548376,known_visit_core_500,10,4,8
139,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.95265967005374,35.95265967005374,0,0,0,78,21,82,0,2,0,0,190,0,267,777,21,81,186,163,104,0.03783783783783784,26.7,10.4,collision_intent:81;dga_entry:104;state:82,0.25,0.018292682926829285,known_visit_core_500,10,4,8
140,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,39.87414923018573,39.87414923018573,0,0,0,81,24,84,1,1,0,0,218,0,251,727,23,84,167,169,82,0.04618473895582329,25.1,8.2,collision_intent:84;dga_entry:82;state:85,0.10000000000000009,0.06547619047619047,known_visit_core_500,10,4,8
141,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.221311941582556,37.221311941582556,0,0,0,80,22,78,6,4,0,0,200,0,316,900,45,84,232,168,148,0.06493506493506493,31.6,14.8,collision_intent:84;dga_entry:148;state:84,0.10000000000000009,0.08974358974358965,known_visit_core_500,10,4,8
142,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,50.9356263687602,50.9356263687602,0,0,0,94,30,98,0,5,0,0,283,0,346,1000,35,97,249,195,151,0.04704301075268817,34.6,15.1,collision_intent:97;dga_entry:151;state:98,0.1499999999999999,0.11224489795918369,known_visit_core_500,10,4,8
143,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.84019510307828,35.84019510307828,0,0,0,83,21,87,0,2,0,0,183,0,312,891,42,84,228,171,141,0.06167400881057269,31.2,14.1,collision_intent:84;dga_entry:141;state:87,0.10000000000000009,0.008620689655172376,known_visit_core_500,10,4,8
144,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,33.117600919558015,33.117600919558015,0,0,0,64,20,68,0,1,2,2,187,0,314,889,39,69,245,137,177,0.05386740331491713,31.4,17.7,collision_intent:69;dga_entry:177;state:68,0.1499999999999999,0.125,known_visit_core_500,10,4,8
145,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.33186143028225,38.33186143028225,0,0,0,62,23,64,2,1,0,0,233,0,251,724,26,64,187,130,121,0.04659498207885305,25.1,12.1,collision_intent:64;dga_entry:121;state:66,0.1499999999999999,0.25,known_visit_core_500,10,4,8
146,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.720425764447675,38.720425764447675,1,1,1,77,23,80,1,2,0,0,210,0,333,950,46,81,252,162,171,0.06108897742363878,33.3,17.1,collision_intent:81;dga_entry:171;state:81,0.25,0.08749999999999991,known_visit_core_500,10,4,8
147,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,45.750504496783435,45.750504496783435,0,0,0,85,26,89,0,6,0,0,260,0,368,1056,45,88,280,177,191,0.053763440860215055,36.8,19.1,collision_intent:88;dga_entry:191;state:89,0.3500000000000001,0.0589887640449438,known_visit_core_500,10,4,8
148,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,32.041178583857246,32.041178583857246,0,0,0,47,19,51,0,0,0,0,199,0,154,447,12,50,104,101,53,0.038834951456310676,15.4,5.3,collision_intent:50;dga_entry:53;state:51,0.10000000000000009,0.24019607843137258,known_visit_core_500,10,4,8
149,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.90921502393851,34.90921502393851,0,0,0,67,21,71,0,2,0,0,192,0,280,810,27,70,210,141,139,0.0430622009569378,28.0,13.9,collision_intent:70;dga_entry:139;state:71,0.25,0.1161971830985915,known_visit_core_500,10,4,8
150,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,42.58841514749782,42.58841514749782,1,1,1,72,25,75,1,1,3,1,250,0,300,856,42,76,224,152,148,0.0626865671641791,30.0,14.8,collision_intent:76;dga_entry:148;state:76,0.3999999999999999,0.23666666666666658,known_visit_core_500,10,4,8
151,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,54.35164687490977,54.35164687490977,1,1,1,120,32,116,8,5,2,2,283,0,409,1188,36,126,283,250,159,0.0425531914893617,40.9,15.9,collision_intent:126;dga_entry:159;state:124,0.25,0.06034482758620685,known_visit_core_500,10,4,8
152,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,45.5992670165716,45.5992670165716,1,1,1,76,27,75,5,3,0,0,270,0,292,831,43,79,213,159,133,0.06750392464678179,29.2,13.3,collision_intent:79;dga_entry:133;state:80,0.10000000000000009,0.10333333333333328,known_visit_core_500,10,4,8
153,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,45.92246016276163,45.92246016276163,0,0,0,90,27,93,1,5,5,5,261,0,374,1079,40,98,276,192,182,0.048484848484848485,37.4,18.2,collision_intent:98;dga_entry:182;state:94,0.1499999999999999,0.07258064516129026,known_visit_core_500,10,4,8
154,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,29.304603021862338,29.304603021862338,0,0,0,59,18,63,0,3,0,0,163,0,259,749,25,61,198,124,135,0.04230118443316413,25.9,13.5,collision_intent:61;dga_entry:135;state:63,0.3500000000000001,0.12301587301587302,known_visit_core_500,10,4,8
155,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,60.79586464788423,60.79586464788423,1,1,1,88,35,86,6,1,2,1,365,0,325,929,43,92,233,184,141,0.0617816091954023,32.5,14.1,collision_intent:92;dga_entry:141;state:92,0.30000000000000004,0.17441860465116288,known_visit_core_500,10,4,8
156,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.694131441911615,40.694131441911615,0,0,0,66,24,69,1,1,0,0,246,0,250,717,30,69,181,139,111,0.05555555555555555,25.0,11.1,collision_intent:69;dga_entry:111;state:70,0.3500000000000001,0.25,known_visit_core_500,10,4,8
157,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.39676049363875,35.39676049363875,0,0,0,65,21,69,0,3,0,0,204,0,242,684,39,67,175,136,106,0.07471264367816093,24.2,10.6,collision_intent:67;dga_entry:106;state:69,0.1499999999999999,0.14855072463768115,known_visit_core_500,10,4,8
158,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.7711190720908,36.7711190720908,1,1,1,66,22,67,3,1,0,0,216,0,254,733,25,68,186,138,116,0.04512635379061372,25.4,11.6,collision_intent:68;dga_entry:116;state:70,0.30000000000000004,0.25,known_visit_core_500,10,4,8
159,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.049425815161364,35.049425815161364,0,0,0,79,21,82,1,3,0,0,184,0,251,727,24,80,171,163,88,0.046966731898238745,25.1,8.8,collision_intent:80;dga_entry:88;state:83,0.10000000000000009,0.04268292682926833,known_visit_core_500,10,4,8
160,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,33.36712817121991,33.36712817121991,0,0,0,58,20,62,0,4,0,0,194,0,272,790,23,61,211,123,149,0.03650793650793651,27.2,14.9,collision_intent:61;dga_entry:149;state:62,0.3500000000000001,0.22580645161290325,known_visit_core_500,10,4,8
161,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,46.41930022348488,46.41930022348488,0,0,0,88,24,91,1,3,0,0,257,0,299,860,34,92,207,184,115,0.05501618122977346,29.9,11.5,collision_intent:92;dga_entry:115;state:92,0.10000000000000009,0.041208791208791284,known_visit_core_500,10,4,8
162,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,32.96195489980845,32.96195489980845,2,2,2,73,20,75,2,4,0,0,174,0,347,1002,36,76,271,153,194,0.044444444444444446,34.7,19.4,collision_intent:76;dga_entry:194;state:77,0.1499999999999999,0.030000000000000027,known_visit_core_500,10,4,8
163,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.80368963640325,31.80368963640325,0,0,0,58,19,62,0,3,0,0,186,0,249,715,29,59,190,121,128,0.05114638447971781,24.9,12.8,collision_intent:59;dga_entry:128;state:62,0.44999999999999996,0.20967741935483875,known_visit_core_500,10,4,8
164,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,42.58563004627044,42.58563004627044,1,1,1,91,25,90,5,6,0,0,223,0,306,878,37,93,213,188,118,0.05817610062893082,30.6,11.8,collision_intent:93;dga_entry:118;state:95,0.1499999999999999,0.08333333333333326,known_visit_core_500,10,4,8
165,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,32.52979673061837,32.52979673061837,0,0,0,72,19,75,1,1,0,0,169,0,251,715,35,75,176,151,100,0.06666666666666667,25.1,10.0,collision_intent:75;dga_entry:100;state:76,0.10000000000000009,0.010000000000000009,known_visit_core_500,10,4,8
166,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.60536192790841,35.60536192790841,1,1,1,80,21,83,1,3,3,2,184,0,302,860,43,84,218,168,134,0.06605222734254992,30.2,13.4,collision_intent:84;dga_entry:134;state:84,0.30000000000000004,0.033132530120481896,known_visit_core_500,10,4,8
167,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.05849528916428,40.05849528916428,0,0,0,79,24,80,3,2,0,0,221,0,313,894,42,81,232,164,149,0.06060606060606061,31.3,14.9,collision_intent:81;dga_entry:149;state:83,0.10000000000000009,0.1312500000000001,known_visit_core_500,10,4,8
168,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.32539617532127,35.32539617532127,2,2,2,70,21,72,2,3,0,0,194,0,286,825,30,74,212,148,138,0.04739336492890995,28.6,13.8,collision_intent:74;dga_entry:138;state:74,0.3999999999999999,0.125,known_visit_core_500,10,4,8
169,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,43.323362456579225,43.323362456579225,0,0,0,70,23,72,2,4,2,1,255,0,327,938,40,76,251,150,177,0.05333333333333334,32.7,17.7,collision_intent:76;dga_entry:177;state:74,0.1499999999999999,0.11805555555555558,known_visit_core_500,10,4,8
170,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,46.02300398501785,46.02300398501785,2,2,2,97,27,93,8,2,0,0,244,0,362,1035,48,100,262,201,161,0.06130268199233716,36.2,16.1,collision_intent:100;dga_entry:161;state:101,0.30000000000000004,0.11021505376344076,known_visit_core_500,10,4,8
171,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.01463901025562,37.01463901025562,0,0,0,72,22,76,0,4,0,0,205,0,241,693,28,75,166,151,90,0.056451612903225805,24.1,9.0,collision_intent:75;dga_entry:90;state:76,0.25,0.09210526315789469,known_visit_core_500,10,4,8
172,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.59491657661997,38.59491657661997,0,0,0,71,23,75,0,1,0,0,217,0,262,756,27,74,188,149,113,0.0481283422459893,26.2,11.3,collision_intent:74;dga_entry:113;state:75,0.25,0.15666666666666673,known_visit_core_500,10,4,8
173,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.4480814995457,40.4480814995457,0,0,0,83,24,86,1,3,1,1,216,0,306,882,33,86,220,173,133,0.0502283105022831,30.6,13.3,collision_intent:86;dga_entry:133;state:87,0.10000000000000009,0.10465116279069764,known_visit_core_500,10,4,8
174,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.97933957603846,36.97933957603846,0,0,0,82,22,83,3,5,3,3,196,0,356,1031,34,87,269,173,183,0.04228855721393035,35.6,18.3,collision_intent:87;dga_entry:183;state:86,0.3500000000000001,0.051204819277108404,known_visit_core_500,10,4,8
175,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.41782675344754,38.41782675344754,0,0,0,68,23,72,0,1,0,0,219,0,235,682,20,73,162,145,90,0.041407867494824016,23.5,9.0,collision_intent:73;dga_entry:90;state:72,0.1499999999999999,0.09722222222222232,known_visit_core_500,10,4,8
176,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,31.182866784737094,31.182866784737094,0,0,0,72,19,76,0,3,0,0,162,0,299,860,32,73,226,149,150,0.0475482912332838,29.9,15.0,collision_intent:73;dga_entry:150;state:76,0.1499999999999999,0.03289473684210531,known_visit_core_500,10,4,8
177,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,32.08404590810682,32.08404590810682,0,0,0,55,19,59,0,1,0,0,189,0,216,626,19,59,157,118,98,0.0405982905982906,21.6,9.8,collision_intent:59;dga_entry:98;state:59,0.25,0.19915254237288127,known_visit_core_500,10,4,8
178,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.65065907792095,36.65065907792095,0,0,0,82,22,85,1,3,0,0,187,0,299,867,28,83,216,169,130,0.043343653250773995,29.9,13.0,collision_intent:83;dga_entry:130;state:86,0.10000000000000009,0.026470588235294024,known_visit_core_500,10,4,8
179,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,38.94226552497834,38.94226552497834,0,0,0,71,23,75,0,2,0,0,225,0,262,756,27,75,187,150,112,0.04838709677419355,26.2,11.2,collision_intent:75;dga_entry:112;state:75,0.25,0.1233333333333333,known_visit_core_500,10,4,8
180,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.79574970852041,34.79574970852041,0,0,0,72,21,75,1,2,0,0,188,0,260,756,21,75,185,151,109,0.03804347826086957,26.0,10.9,collision_intent:75;dga_entry:109;state:76,0.10000000000000009,0.07666666666666666,known_visit_core_500,10,4,8
181,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.545791817277184,40.545791817277184,0,0,0,76,22,79,1,1,2,1,227,0,278,802,29,81,197,161,117,0.04931972789115646,27.8,11.7,collision_intent:81;dga_entry:117;state:80,0.1499999999999999,0.09810126582278489,known_visit_core_500,10,4,8
182,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.313506230339904,34.313506230339904,0,0,0,65,21,69,0,3,0,0,193,0,298,862,30,69,229,138,160,0.043795620437956206,29.8,16.0,collision_intent:69;dga_entry:160;state:69,0.1499999999999999,0.14130434782608692,known_visit_core_500,10,4,8
183,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,28.64593189014403,28.64593189014403,1,1,1,67,17,65,6,3,0,0,151,0,257,738,30,68,189,139,118,0.05319148936170213,25.7,11.8,collision_intent:68;dga_entry:118;state:71,0.1499999999999999,0.07307692307692304,known_visit_core_500,10,4,8
184,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.55569390351583,36.55569390351583,0,0,0,83,22,84,3,2,2,2,186,0,277,796,32,87,190,174,103,0.0564373897707231,27.7,10.3,collision_intent:87;dga_entry:103;state:87,0.30000000000000004,0.029761904761904656,known_visit_core_500,10,4,8
185,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.09761198024017,37.09761198024017,0,0,0,73,22,75,2,4,0,0,201,0,376,1074,52,77,299,154,222,0.05810055865921788,37.6,22.2,collision_intent:77;dga_entry:222;state:77,0.1499999999999999,0.1100000000000001,known_visit_core_500,10,4,8
186,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,33.36439876544443,33.36439876544443,0,0,0,66,20,70,0,2,1,1,188,0,266,761,34,71,195,141,125,0.058419243986254296,26.6,12.5,collision_intent:71;dga_entry:125;state:70,0.25,0.11428571428571432,known_visit_core_500,10,4,8
187,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,40.2401716042101,40.2401716042101,1,1,1,87,24,87,4,2,0,0,215,0,337,981,27,90,247,181,156,0.036585365853658534,33.7,15.6,collision_intent:90;dga_entry:156;state:91,0.25,0.07183908045977017,known_visit_core_500,10,4,8
188,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.84494538741557,37.84494538741557,0,0,0,78,23,81,1,3,2,2,208,0,319,921,33,82,237,164,155,0.046610169491525424,31.9,15.5,collision_intent:82;dga_entry:155;state:82,0.10000000000000009,0.08950617283950613,known_visit_core_500,10,4,8
189,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,36.71437042766537,36.71437042766537,0,0,0,76,22,78,2,3,0,0,194,0,279,809,25,78,201,158,121,0.041666666666666664,27.9,12.1,collision_intent:78;dga_entry:121;state:80,0.25,0.09615384615384626,known_visit_core_500,10,4,8
190,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,70.99138365167695,70.99138365167695,1,1,1,154,41,141,17,11,11,11,381,0,508,1464,58,162,346,320,188,0.055984555984555984,50.8,18.8,collision_intent:162;dga_entry:188;state:158,0.10000000000000009,0.0478723404255319,known_visit_core_500,10,4,8
191,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,35.1399342172262,35.1399342172262,0,0,0,62,21,66,0,1,0,0,203,0,181,521,19,65,116,131,50,0.05507246376811594,18.1,5.0,collision_intent:65;dga_entry:50;state:66,0.1499999999999999,0.15909090909090917,known_visit_core_500,10,4,8
192,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,50.60869242480369,50.60869242480369,1,1,1,77,29,79,2,5,0,0,305,0,297,853,35,80,217,161,136,0.05401234567901234,29.7,13.6,collision_intent:80;dga_entry:136;state:81,0.30000000000000004,0.1993670886075949,known_visit_core_500,10,4,8
193,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,34.182064651379676,34.182064651379676,0,0,0,77,20,80,1,2,0,0,177,0,291,828,42,78,213,159,132,0.0660377358490566,29.1,13.2,collision_intent:78;dga_entry:132;state:81,0.10000000000000009,0.03125,known_visit_core_500,10,4,8
194,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,42.3356486509889,42.3356486509889,0,0,0,87,25,89,2,1,1,1,234,0,328,951,30,92,236,183,145,0.0425531914893617,32.8,14.5,collision_intent:92;dga_entry:145;state:91,0.25,0.0702247191011236,known_visit_core_500,10,4,8
195,known_visit,DGA,gilbert_elliot,0.95,19,361,4,10,dga_gilbert_elliot_pGG_0_95_pBB_0_05,known_visit_g19_t10_n500.csv,10,True,37.50417841272958,37.50417841272958,0,0,0,78,22,82,0,2,0,0,200,0,260,745,32,82,178,164,96,0.060263653483992465,26.0,9.6,collision_intent:82;dga_entry:96;state:82,0.30000000000000004,0.054878048780487854,known_visit_core_500,10,4,8
