trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
40,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,8,16,"(9,15);(10,16);(18,0);(3,10)",02,3,10,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(4,4);01:(8,16);02:(3,17);03:(1,2);04:(9,8)",00:0;01:0;02:1;03:0;04:0,01,completed
41,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,18,12,"(10,13);(16,2);(18,11);(10,15)",02,18,11,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(17,1);01:(17,6);02:(18,12);03:(17,15);04:(17,16)",00:0;01:0;02:1;03:0;04:0,02,completed
42,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,11,17,"(17,5);(8,12);(15,16);(5,15)",01,17,5,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(11,12);01:(14,18);02:(14,5);03:(11,17);04:(12,12)",00:0;01:1;02:1;03:1;04:1,03,completed
43,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,3,7,"(10,11);(3,8);(6,9);(5,2)",02,10,11,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(10,2);01:(4,1);02:(3,7);03:(6,8);04:(6,6)",00:1;01:0;02:1;03:1;04:1,02,completed
44,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,16,0,"(13,8);(17,1);(3,6);(11,13)",,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(16,0);01:(15,4);02:(14,10);03:(15,14);04:(16,18)",00:0;01:0;02:0;03:0;04:0,00,completed
45,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,11,3,"(9,3);(10,7);(4,6);(12,4)",01,12,4,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(15,3);01:(14,4);02:(11,3);03:(12,8);04:(12,12)",00:0;01:1;02:0;03:0;04:0,02,completed
46,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,18,17,"(0,16);(13,10);(18,10);(15,18)",02,13,10,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(18,17);01:(15,8);02:(7,14);03:(9,11);04:(1,5)",00:0;01:1;02:1;03:2;04:0,00,completed
47,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,5,11,"(4,2);(5,6);(1,12);(1,8)",,,,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(4,1);01:(4,5);02:(5,11);03:(4,15);04:(5,16)",00:0;01:0;02:0;03:0;04:0,02,completed
48,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,12,9,"(11,10);(12,10);(4,11);(14,13)",02,11,10,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(11,3);01:(12,8);02:(12,9);03:(13,11);04:(13,15)",00:0;01:0;02:2;03:0;04:0,02,completed
49,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,5,5,"(4,6);(7,1);(16,17);(5,11)",00,7,1,"00:(0,0);01:(0,4);02:(0,9);03:(0,14);04:(0,18)","00:(11,2);01:(2,2);02:(7,2);03:(4,8);04:(5,5)",00:1;01:0;02:1;03:1;04:0,04,completed
