trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,32,32,0,37,0,0,0,0,66,234,25,34,32,66,0,0,0,0.2,1.7837837837837838,0.0,0.0,0.0,0.0,collision_intent:33;state:32;target:1,7,15,0.032432432432432545,completed
1,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,702,29,673,291,416,4,47,27,2007,6769,1255,756,1251,1468,539,1949,539,0.25089964014394245,6.896907216494846,2.8959881129271916,0.7678062678062678,0.8008915304606241,1.852233676975945,clue:10;collision_intent:755;pi_entry:539;state:702;target:1,143,421,0.10446735395189011,completed
2,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,587,35,552,298,294,1,19,14,1671,5637,1044,608,1063,1210,461,1601,461,0.24553151458137348,5.60738255033557,2.9003623188405796,0.7853492333901193,0.8351449275362319,1.5469798657718121,clue:15;collision_intent:607;pi_entry:461;state:587;target:1,119,359,0.10738255033557054,completed
3,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,526,37,489,322,209,0,22,13,1622,5404,1079,554,1068,1100,522,1547,522,0.25269320843091336,5.037267080745342,3.16359918200409,0.9923954372623575,1.0674846625766872,1.6211180124223603,clue:20;collision_intent:553;pi_entry:522;state:526;target:1,107,353,0.13913043478260878,completed
4,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,26,26,0,31,0,0,0,0,53,188,19,27,26,53,0,0,0,0.18627450980392157,1.7096774193548387,0.0,0.0,0.0,0.0,collision_intent:26;state:26;target:1,6,13,0.02580645161290329,completed
5,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,173,169,4,178,0,1,0,0,363,1256,193,175,188,353,10,25,10,0.2566489361702128,2.039325842696629,6.25,0.057803468208092484,2.5,0.056179775280898875,clue:5;collision_intent:174;pi_entry:10;state:173;target:1,35,74,0.006741573033707926,completed
6,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,356,185,171,252,109,3,15,9,886,3013,530,375,511,741,145,516,145,0.25942241801272636,3.515873015873016,3.017543859649123,0.40730337078651685,0.847953216374269,0.5753968253968254,clue:10;collision_intent:374;pi_clear_path:1;pi_entry:144;state:356;target:1,72,192,0.08571428571428585,completed
7,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,126,75,51,121,10,0,5,2,317,1077,189,132,185,268,49,167,49,0.2557510148849797,2.6198347107438016,3.2745098039215685,0.3888888888888889,0.9607843137254902,0.4049586776859504,clue:10;collision_intent:131;pi_entry:49;state:126;target:1,26,71,0.04297520661157028,completed
8,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,466,17,449,225,246,1,8,4,1351,4504,900,476,875,952,399,1317,399,0.2571428571428571,6.004444444444444,2.933184855233853,0.8562231759656652,0.888641425389755,1.7733333333333334,clue:10;collision_intent:475;pi_clear_path:2;pi_entry:397;state:466;target:1,96,279,0.09066666666666667,completed
9,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,82,58,24,87,0,0,0,0,203,687,124,85,118,172,31,86,31,0.2632696390658174,2.3333333333333335,3.5833333333333335,0.3780487804878049,1.2916666666666667,0.3563218390804598,clue:5;collision_intent:84;pi_entry:31;state:82;target:1,17,43,0.01379310344827589,completed
10,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,219,66,153,174,50,0,9,3,629,2104,411,232,397,461,168,497,168,0.258816120906801,3.6149425287356323,3.2483660130718954,0.7671232876712328,1.0980392156862746,0.9655172413793104,clue:10;collision_intent:231;pi_entry:168;state:219;target:1,45,138,0.11954022988505741,completed
11,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,430,54,376,250,185,1,16,7,1276,4321,779,448,828,893,383,1168,383,0.23527635155542131,5.104,3.106382978723404,0.8906976744186047,1.0186170212765957,1.532,clue:15;collision_intent:447;pi_entry:383;state:430;target:1,87,275,0.07200000000000006,completed
12,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,45,30,15,50,0,0,1,1,115,388,69,47,68,97,18,55,18,0.25461254612546125,2.3,3.6666666666666665,0.4,1.2,0.36,clue:5;collision_intent:46;pi_entry:18;state:45;target:1,9,24,0.0,completed
13,dcta_parity_v1,custom,2d78c6afcbcd65a18a1929ad87f91a1fc887754325485ab63fe3780cf2dd2c89,594c6ef4147d245b2d14387e5b1e6356d0a15a78178ccc9d5b7e58fddad8d2de,PI,bernoulli,drop_0.25,19,361,5,85.0,72.2,pi_g19_d85_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid19_trials50.csv,clue_search,263,8,255,146,122,0,32,16,777,2625,477,296,481,574,203,760,203,0.2484375,5.321917808219178,2.980392156862745,0.7718631178707225,0.796078431372549,1.3904109589041096,clue:15;collision_intent:295;pi_entry:203;state:263;target:1,55,169,0.09863013698630141,completed
