trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic
0,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,,,,,,,
0,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,,,,,,,
0,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,02,,,,,,,,,,,,,,,,
0,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,03,,,,,,,,,,,,,,,,
1,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,00,219,0,111,109,0,0,0,1021,1575,1386,220,801,439,582,0,collision_intent:220;hipc_entry:582;state:219
1,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,01,215,0,75,141,0,0,0,948,1653,1380,219,729,434,514,0,collision_intent:219;hipc_entry:514;state:215
1,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,02,218,0,60,159,0,0,0,989,1615,1378,221,768,439,550,0,collision_intent:221;hipc_entry:550;state:218
1,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,03,220,0,115,106,0,0,0,1024,1590,1368,224,800,444,580,0,collision_intent:224;hipc_entry:580;state:220
2,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,00,2,0,3,0,0,0,0,1167,2032,1917,4,1163,6,1161,0,collision_intent:4;hipc_entry:1161;state:2
2,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,01,3,0,4,0,0,0,0,1093,2026,1997,4,1089,7,1086,0,collision_intent:4;hipc_entry:1086;state:3
2,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,02,303,0,180,124,0,0,0,1429,1692,1995,306,1123,609,820,0,collision_intent:306;hipc_entry:820;state:303
2,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,03,306,0,174,133,0,0,0,1428,1570,2119,309,1119,615,813,0,collision_intent:309;hipc_entry:813;state:306
3,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,00,268,0,103,166,0,0,0,1211,1708,1751,270,941,538,673,0,collision_intent:270;hipc_clear_bundle:1;hipc_entry:672;state:268
3,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,01,265,0,121,145,0,0,0,1189,1691,1790,271,918,536,653,0,collision_intent:271;hipc_entry:653;state:265
