trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot
0,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
1,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,15);01:(15,6);02:(18,0);03:(18,2)",00:0;01:0;02:0;03:0,
2,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(17,14);03:(18,18)",00:0;01:0;02:0;03:0,
3,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(18,15);02:(13,17);03:(13,18)",00:0;01:0;02:0;03:0,
4,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(18,17);02:(15,18);03:(3,3)",00:0;01:0;02:0;03:0,
5,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,11);01:(18,15);02:(18,16);03:(11,18)",00:0;01:0;02:0;03:0,
6,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 6. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
7,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(18,12);03:(18,13)",00:0;01:0;02:0;03:0,
8,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,2);01:(16,6);02:(18,18);03:(18,9)",00:0;01:0;02:0;03:0,
9,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,15);01:(9,14);02:(9,15);03:(10,14)",00:0;01:0;02:0;03:0,
10,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(8,15);01:(18,8);02:(8,16);03:(18,11)",00:0;01:0;02:0;03:0,
11,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(18,15);02:(17,14);03:(15,3)",00:0;01:0;02:0;03:0,
12,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(1,2);03:(18,0)",00:0;01:0;02:0;03:0,
13,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,11);01:(18,5);02:(15,4);03:(16,11)",00:0;01:0;02:0;03:0,
14,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,12);01:(18,18);02:(2,7);03:(2,8)",00:0;01:0;02:0;03:0,
15,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,14);01:(18,18);02:(2,14);03:(2,13)",00:0;01:0;02:0;03:0,
16,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 16. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
17,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 17. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
18,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,16);01:(7,3);02:(18,18);03:(7,2)",00:0;01:0;02:0;03:0,
19,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,12);01:(18,18);02:(17,13);03:(14,12)",00:0;01:0;02:0;03:0,
20,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,9);01:(18,18);02:(15,13);03:(17,14)",00:0;01:0;02:0;03:0,
21,HIPC,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,hipc_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,1);01:(3,0);02:(18,11);03:(17,12)",00:0;01:0;02:0;03:0,
