trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,00,21,3,0,22,0,0,0,0,0,134,44,90,289,135,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,01,17,3,0,16,2,0,0,0,0,117,36,81,307,134,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,02,25,4,0,26,0,2,0,0,0,146,53,93,269,144,known_visit_core_500,10,4,8
0,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,03,26,0,2,23,4,5,0,0,0,162,53,109,273,124,known_visit_core_500,10,4,8
1,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,00,24,4,0,25,0,2,0,0,0,138,49,89,261,121,known_visit_core_500,10,4,8
1,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,01,17,4,2,16,2,0,0,0,0,129,36,93,266,124,known_visit_core_500,10,4,8
1,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,02,21,0,2,12,10,0,2,1,0,132,45,87,260,128,known_visit_core_500,10,4,8
1,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,03,24,2,1,22,3,0,0,0,0,121,49,72,271,128,known_visit_core_500,10,4,8
2,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,00,39,2,3,27,13,3,0,0,0,201,79,122,376,188,known_visit_core_500,10,4,8
2,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,01,39,1,2,36,4,0,0,0,0,210,80,130,386,170,known_visit_core_500,10,4,8
2,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,02,26,0,3,20,7,5,0,0,0,170,55,115,396,199,known_visit_core_500,10,4,8
2,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,03,38,7,0,39,0,4,0,0,0,185,78,107,408,173,known_visit_core_500,10,4,8
3,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,00,28,3,1,26,3,1,0,0,0,147,59,88,350,156,known_visit_core_500,10,4,8
3,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,01,37,1,5,25,13,3,0,0,0,174,75,99,331,148,known_visit_core_500,10,4,8
3,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,02,33,4,2,27,7,1,0,0,0,163,68,95,319,171,known_visit_core_500,10,4,8
3,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,03,37,2,2,29,9,2,0,0,0,169,75,94,319,165,known_visit_core_500,10,4,8
4,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,00,29,0,4,16,14,1,0,0,0,184,61,123,323,184,known_visit_core_500,10,4,8
4,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,01,31,6,1,30,2,2,0,0,0,177,63,114,333,182,known_visit_core_500,10,4,8
4,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,02,26,4,1,24,3,2,0,0,0,170,55,115,367,155,known_visit_core_500,10,4,8
4,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,03,25,0,3,20,6,2,3,1,0,161,53,108,347,184,known_visit_core_500,10,4,8
5,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,00,19,1,4,11,9,1,8,2,0,137,44,93,268,140,known_visit_core_500,10,4,8
5,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,01,20,5,0,17,4,1,0,0,0,141,42,99,273,132,known_visit_core_500,10,4,8
5,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,02,31,2,2,25,7,1,0,0,0,145,63,82,263,138,known_visit_core_500,10,4,8
5,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,03,19,2,0,20,0,3,0,0,0,123,41,82,298,125,known_visit_core_500,10,4,8
6,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,00,39,3,1,37,3,1,0,0,0,182,79,103,337,153,known_visit_core_500,10,4,8
6,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,01,39,5,1,36,4,0,0,0,0,178,79,99,328,165,known_visit_core_500,10,4,8
6,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,02,29,0,4,19,11,2,1,1,0,159,64,95,358,154,known_visit_core_500,10,4,8
6,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,03,29,2,1,26,4,2,2,2,0,153,64,89,355,164,known_visit_core_500,10,4,8
7,known_visit,ACBBA,bernoulli,0.4,19,361,4,10,acbba_bernoulli_drop_0_4,known_visit_g19_t10_n500.csv,00,30,6,0,28,3,0,0,0,0,141,61,80,270,150,known_visit_core_500,10,4,8
