trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,158,47,111,143,24,1,6,2,485,3250,620,166,319,333,152,391,152,0.24342363564978406,3.3916083916083917,3.5225225225225225,0.9620253164556962,1.3693693693693694,1.062937062937063,clue:9;collision_intent:165;pi_clear_path:1;pi_entry:151;state:158;target:1,19,60,0.07925407925407923,completed
1,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,1000,83,917,585,424,1,27,18,2998,20041,3938,1030,1968,2057,941,2832,941,0.25014292066315186,5.124786324786324,3.088331515812432,0.941,1.0261723009814614,1.6085470085470086,clue:27;collision_intent:1029;pi_clear_path:3;pi_entry:938;state:1000;target:1,113,358,0.15878442545109217,completed
2,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,64,64,0,73,0,0,0,0,130,910,124,66,64,130,0,0,0,0.24361493123772102,1.7808219178082192,0.0,0.0,0.0,0.0,collision_intent:65;state:64;target:1,8,17,0.0121765601217656,completed
3,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,481,376,105,459,31,3,12,8,1124,7720,1262,495,629,994,130,371,130,0.2510943095901313,2.44880174291939,3.533333333333333,0.2702702702702703,1.2380952380952381,0.28322440087145967,clue:18;collision_intent:494;pi_entry:130;state:481;target:1,55,132,0.031469377874606685,completed
4,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,565,111,454,394,180,1,15,10,1669,11184,2162,584,1085,1176,493,1445,493,0.24916445776189927,4.2360406091370555,3.182819383259912,0.8725663716814159,1.0859030837004404,1.251269035532995,clue:27;collision_intent:583;pi_clear_path:1;pi_entry:492;state:565;target:1,64,198,0.07163000564015798,completed
5,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,386,386,0,395,0,0,0,0,773,5429,745,387,386,773,0,0,0,0.24164774570223807,1.9569620253164557,0.0,0.0,0.0,0.0,collision_intent:386;state:386;target:1,43,87,0.0022503516174401383,completed
6,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,185,54,131,154,40,0,9,6,540,3624,691,198,342,401,139,432,139,0.25274323335771764,3.5064935064935066,3.2977099236641223,0.7513513513513513,1.0610687022900764,0.9025974025974026,clue:18;collision_intent:197;pi_entry:139;state:185;target:1,21,65,0.05627705627705626,completed
7,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,336,336,0,345,0,0,0,0,674,4711,673,338,336,674,0,0,0,0.2506517690875233,1.953623188405797,0.0,0.0,0.0,0.0,collision_intent:337;state:336;target:1,38,77,0.005797101449275255,completed
8,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,181,63,118,166,24,0,2,2,530,3547,688,185,345,384,146,404,146,0.24954660863257164,3.1927710843373496,3.4237288135593222,0.8066298342541437,1.2372881355932204,0.8795180722891566,clue:18;collision_intent:184;pi_entry:146;state:181;target:1,21,67,0.058902275769745494,completed
9,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,377,370,7,386,0,2,0,0,784,5477,788,380,404,766,18,44,18,0.24396284829721362,2.0310880829015545,6.285714285714286,0.04774535809018567,2.5714285714285716,0.046632124352331605,clue:9;collision_intent:379;pi_entry:18;state:377;target:1,42,88,0.0023028209556705814,completed
10,dcta_parity_v1,custom,6f5fe7366a3ce4add9caba9b97af08ed7c9d8c35a4c66c217609622f0547e170,29aa6abb1a38912438db390757dde9141bd7f9a9a2a6b031155074d026e9065b,PI,bernoulli,drop_0.25,34,1156,9,140.0,128.444444,pi_g34_d140_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid34_trials50.csv,clue_search,44,44,0,53,0,0,0,0,90,628,84,46,44,90,0,0,0,0.2413793103448276,1.6981132075471699,0.0,0.0,0.0,0.0,collision_intent:45;state:44;target:1,5,11,0.016771488469601525,completed
