trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,debug_max_events,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed
0,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,
1,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,908,908,0,361,551,0,0,0,2685,4872,3179,,931,1754,1839,846,0,0,0.6042577456757271,7.437673130193906,0.0,0.9317180616740088,0.0,2.343490304709141,collision_intent:931;dga_entry:846;state:908,279,798,0.1849030470914128
2,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,
3,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,739,739,0,361,382,0,0,0,2152,3901,2554,,763,1389,1502,650,0,0,0.6130580892942871,5.961218836565097,0.0,0.8795669824086604,0.0,1.8005540166204985,collision_intent:763;dga_entry:650;state:739,252,645,0.10734072022160657
4,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,844,844,0,361,487,0,0,0,2458,4429,2945,,864,1594,1708,750,0,0,0.6158511083228775,6.808864265927978,0.0,0.8886255924170616,0.0,2.0775623268698062,collision_intent:864;dga_entry:750;state:844,256,697,0.04916897506925211
5,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,759,759,0,361,402,0,0,0,2059,3790,2385,,775,1284,1534,525,0,0,0.6194805194805195,5.703601108033241,0.0,0.691699604743083,0.0,1.4542936288088644,collision_intent:775;dga_entry:525;state:759,296,736,0.3760387811634349
6,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,760,760,0,361,403,0,0,0,2205,4068,2546,,780,1425,1540,665,0,0,0.5956948993916705,6.10803324099723,0.0,0.875,0.0,1.8421052631578947,collision_intent:780;dga_entry:665;state:760,298,746,0.2278393351800554
7,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,777,777,0,361,420,0,0,0,2425,4305,2970,,788,1637,1565,860,0,0,0.6047648136835675,6.717451523545706,0.0,1.106821106821107,0.0,2.3822714681440442,collision_intent:788;dga_entry:860;state:777,196,665,0.08795013850415523
8,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,966,966,0,361,609,0,0,0,2784,5099,3251,,1003,1781,1969,815,0,0,0.6086875117019285,7.71191135734072,0.0,0.8436853002070394,0.0,2.257617728531856,collision_intent:1003;dga_entry:815;state:966,246,744,0.23753462603878117
9,DGA,gilbert_elliot,pGG_0.88_pBB_0.92,19,361,4,,,dga_gilbert_elliott_drop_0_60_rho_0_8,,coverage,completed,,,845,845,0,361,488,0,0,0,2389,4518,2646,,863,1526,1708,681,0,0,0.5783606557377049,6.617728531855955,0.0,0.8059171597633136,0.0,1.886426592797784,collision_intent:863;dga_entry:681;state:845,214,654,0.21537396121883656
