trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,2);(11,22);(9,9);(21,1);(14,2);(7,9);(21,24);(11,3);(3,18);(22,18)",10,True,48.572992759820885,48.572992759820885,00:0;01:1;02:3;03:0;04:2;05:0;06:0;07:0;08:0;09:3;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,0);(13,1);(21,1);(1,6);(9,9);(0,10);(1,12);(1,14);(0,16);(21,24);(0,20);(11,22);(0,24)",1141,0,completed
1,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,0);(22,23);(6,15);(23,23);(7,4);(12,6);(14,19);(20,4);(3,15);(10,16)",10,True,50.69909317455414,50.69909317455414,00:1;01:0;02:3;03:0;04:0;05:0;06:0;07:1;08:2;09:0;10:0;11:3;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(6,0);(0,2);(20,4);(0,6);(0,8);(0,10);(0,12);(5,15);(12,19);(0,18);(0,20);(23,23);(0,24)",1220,0,completed
2,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(17,10);(15,0);(16,1);(21,23);(11,7);(1,11);(6,14);(8,0);(15,22);(24,6)",10,True,53.56293403219071,53.56293403219071,00:3;01:0;02:0;03:3;04:0;05:1;06:0;07:1;08:0;09:0;10:0;11:2;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(16,1);(12,2);(0,4);(24,6);(7,8);(1,11);(0,12);(6,14);(0,16);(0,18);(0,20);(21,23);(1,24)",1263,0,completed
3,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(14,2);(4,19);(6,15);(23,19);(22,10);(2,14);(17,16);(1,11);(9,14);(7,8)",10,True,50.67602718470257,50.67602718470257,00:0;01:2;02:0;03:0;04:1;05:1;06:0;07:5;08:0;09:1;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(0,0);(22,10);(0,4);(1,6);(7,8);(1,11);(0,12);(23,19);(0,16);(10,19);(4,20);(1,22);(0,24)",1213,0,completed
4,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,13);(21,0);(16,9);(18,18);(20,1);(12,21);(8,20);(24,6);(20,12);(2,6)",10,True,54.682852574506065,54.682852574506065,00:3;01:0;02:0;03:3;04:0;05:0;06:1;07:0;08:0;09:0;10:3;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(24,6);(0,2);(7,4);(20,12);(0,8);(0,10);(2,13);(2,14);(0,16);(7,18);(18,18);(0,22);(0,24)",1300,0,completed
5,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,1);(2,6);(5,21);(7,2);(1,8);(16,3);(21,4);(24,20);(13,23);(5,6)",10,True,50.62959571945974,50.62959571945974,00:0;01:2;02:2;03:2;04:1;05:0;06:0;07:0;08:0;09:0;10:3;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(0,0);(12,1);(21,4);(5,6);(1,8);(0,10);(0,12);(0,14);(1,16);(3,18);(24,20);(0,22);(1,24)",1225,0,completed
6,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,9);(24,15);(3,8);(9,8);(8,0);(24,20);(10,3);(13,9);(12,24);(11,14)",10,True,49.77256292792422,49.77256292792422,00:2;01:0;02:0;03:2;04:2;05:0;06:0;07:3;08:0;09:0;10:1;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(10,3);(0,2);(0,4);(13,9);(5,9);(0,10);(0,12);(24,20);(0,16);(0,18);(12,24);(0,22);(0,24)",1194,0,completed
7,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,17);(9,16);(9,18);(24,1);(21,18);(9,19);(2,19);(14,19);(14,22);(2,6)",10,True,41.79920253719903,41.79920253719903,00:1;01:0;02:0;03:1;04:0;05:0;06:0;07:0;08:2;09:4;10:1;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(24,1);(0,2);(0,4);(2,6);(0,8);(0,10);(0,12);(0,14);(9,16);(21,18);(2,19);(14,22);(0,24)",990,0,completed
8,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,11);(22,0);(10,0);(12,12);(22,15);(7,8);(12,17);(5,8);(20,13);(11,13)",10,True,50.8731246171499,50.8731246171499,00:2;01:0;02:0;03:0;04:2;05:0;06:3;07:3;08:0;09:0;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(22,0);(0,2);(0,4);(0,6);(8,9);(5,10);(12,17);(22,15);(0,16);(0,18);(0,20);(0,22);(0,24)",1218,0,completed
9,known_visit,HIPC,ideal,1.0,25,625,13,10,hipc_g25_d50_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,13);(0,15);(8,21);(12,5);(6,20);(1,10);(15,19);(2,11);(24,1);(15,2)",10,True,44.66224637045628,44.66224637045628,00:2;01:0;02:1;03:0;04:0;05:4;06:0;07:1;08:0;09:0;10:2;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(24,1);(1,2);(12,5);(0,6);(0,8);(15,19);(1,12);(0,15);(0,16);(1,18);(8,21);(0,22);(0,24)",1070,0,completed
