trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic
0,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,,,,,,,
0,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,,,,,,,
0,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,02,,,,,,,,,,,,,,,,
0,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,03,,,,,,,,,,,,,,,,
1,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,3,0,4,0,0,0,0,990,1682,2287,6,984,9,981,0,collision_intent:6;hipc_entry:981;state:3
1,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,2,0,3,0,0,0,0,943,1582,2436,4,939,6,937,0,collision_intent:4;hipc_entry:937;state:2
1,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,305,0,163,143,0,0,0,1488,1366,2104,310,1178,615,873,0,collision_intent:310;hipc_entry:873;state:305
1,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,311,0,191,121,0,0,0,1540,1285,2135,314,1226,625,915,0,collision_intent:314;hipc_entry:915;state:311
2,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,,,,,,,
2,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,,,,,,,
2,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.,02,,,,,,,,,,,,,,,,
2,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.,03,,,,,,,,,,,,,,,,
3,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,19,0,13,7,0,0,0,1106,1772,2520,21,1085,40,1066,0,collision_intent:21;hipc_entry:1066;state:19
3,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,338,0,132,207,0,0,0,1517,1516,2365,345,1172,683,834,0,collision_intent:345;hipc_entry:834;state:338
3,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,20,0,16,5,0,0,0,1181,1636,2582,21,1160,41,1140,0,collision_intent:21;hipc_entry:1140;state:20
3,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,341,0,200,142,0,0,0,1595,1464,2340,346,1249,687,908,0,collision_intent:346;hipc_entry:908;state:341
4,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 4. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,,,,,,,
4,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 4. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,,,,,,,
4,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 4. This usually means the allocator is stuck or returning no reachable goals.,02,,,,,,,,,,,,,,,,
4,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 4. This usually means the allocator is stuck or returning no reachable goals.,03,,,,,,,,,,,,,,,,
5,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,00,3,0,4,0,0,0,0,1048,1462,2545,4,1044,7,1041,0,collision_intent:4;hipc_entry:1041;state:3
5,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,01,2,0,3,0,0,0,0,1077,1651,2326,4,1073,6,1071,0,collision_intent:4;hipc_entry:1071;state:2
5,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,02,304,0,193,112,0,0,0,1495,1263,2296,310,1185,614,881,0,collision_intent:310;hipc_entry:881;state:304
5,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,03,303,0,161,143,0,0,0,1435,1347,2273,309,1126,612,823,0,collision_intent:309;hipc_entry:823;state:303
6,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 6. This usually means the allocator is stuck or returning no reachable goals.,00,,,,,,,,,,,,,,,,
6,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 6. This usually means the allocator is stuck or returning no reachable goals.,01,,,,,,,,,,,,,,,,
6,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 6. This usually means the allocator is stuck or returning no reachable goals.,02,,,,,,,,,,,,,,,,
