trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,debug_max_events,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed
0,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 0. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
1,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,621,621,0,361,264,0,0,0,4961,5915,8962,,634,4327,1255,3706,0,0,0.6907129094412331,13.742382271468143,0.0,5.967793880837359,0.0,10.265927977839334,collision_intent:634;hipc_entry:3706;state:621,311,1540,0.5006925207756232
2,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
3,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,718,718,0,361,361,0,0,0,5399,6388,9807,,733,4666,1451,3948,0,0,0.7007002000571592,14.955678670360111,0.0,5.4986072423398324,0.0,10.936288088642659,collision_intent:733;hipc_entry:3948;state:718,341,1595,0.4688365650969528
4,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 4. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
5,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,612,612,0,361,255,0,0,0,5055,5723,9440,,627,4428,1239,3816,0,0,0.7107363348893239,14.002770083102494,0.0,6.235294117647059,0.0,10.570637119113574,collision_intent:627;hipc_entry:3816;state:612,304,1495,0.5034626038781163
6,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 6. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
7,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,623,623,0,361,266,0,0,0,4909,5599,9125,,636,4273,1259,3650,0,0,0.7120006242197253,13.598337950138504,0.0,5.858747993579454,0.0,10.110803324099724,collision_intent:636;hipc_entry:3650;state:623,303,1461,0.4951523545706371
8,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,881,881,0,361,524,0,0,0,5416,6903,9344,,902,4514,1783,3633,0,0,0.690052433350565,15.002770083102494,0.0,4.12372304199773,0.0,10.063711911357341,collision_intent:902;hipc_entry:3633;state:881,325,1450,0.22922437673130203
9,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,640,640,0,361,283,0,0,0,5213,6071,9565,,648,4565,1288,3925,0,0,0.698583114227286,14.4404432132964,0.0,6.1328125,0.0,10.87257617728532,collision_intent:648;hipc_clear_bundle:1;hipc_entry:3924;state:640,319,1546,0.5477839335180055
10,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,723,723,0,361,366,0,0,0,5643,6508,10419,,738,4905,1461,4182,0,0,0.708149255760212,15.631578947368421,0.0,5.784232365145228,0.0,11.584487534626039,collision_intent:738;hipc_entry:4182;state:723,358,1735,0.6558171745152355
11,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,668,668,0,361,311,0,0,0,5229,6198,9489,,681,4548,1349,3880,0,0,0.6954705364995603,14.484764542936288,0.0,5.808383233532934,0.0,10.74792243767313,collision_intent:681;hipc_entry:3880;state:668,321,1487,0.4674515235457064
12,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,802,802,0,361,445,0,0,0,4987,6430,8531,,821,4166,1623,3364,0,0,0.6825892142742839,13.814404432132964,0.0,4.194513715710723,0.0,9.318559556786704,collision_intent:821;hipc_clear_bundle:1;hipc_entry:3363;state:802,300,1397,0.3427977839335179
13,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,1077,1077,0,361,720,0,0,0,4994,6900,8082,,1115,3879,2192,2802,0,0,0.6945088940448569,13.833795013850416,0.0,2.6016713091922004,0.0,7.761772853185596,collision_intent:1115;hipc_entry:2802;state:1077,275,1280,0.09349030470914133
14,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,632,632,0,361,275,0,0,0,4895,5728,8957,,651,4244,1283,3612,0,0,0.7035029846057179,13.5595567867036,0.0,5.715189873417722,0.0,10.005540166204986,collision_intent:651;hipc_entry:3612;state:632,298,1456,0.4605263157894737
15,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,814,814,0,361,457,0,0,0,5003,6288,8721,,842,4161,1656,3347,0,0,0.6986301369863014,13.858725761772853,0.0,4.111793611793612,0.0,9.271468144044322,collision_intent:842;hipc_clear_bundle:2;hipc_entry:3345;state:814,302,1357,0.25277008310249305
16,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 16. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
17,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,739,739,0,361,382,0,0,0,4913,5679,9060,,748,4165,1487,3426,0,0,0.7250900360144058,13.609418282548477,0.0,4.635994587280108,0.0,9.490304709141274,collision_intent:748;hipc_clear_bundle:2;hipc_entry:3424;state:739,298,1412,0.32340720221606656
18,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,626,626,0,361,269,0,0,0,5195,6256,9327,,646,4549,1272,3923,0,0,0.6835470868449982,14.390581717451523,0.0,6.266773162939297,0.0,10.867036011080332,collision_intent:646;hipc_entry:3923;state:626,314,1548,0.5533240997229918
19,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,626,626,0,361,269,0,0,0,5114,5671,9670,,635,4479,1261,3853,0,0,0.7197082465019351,14.166204986149584,0.0,6.154952076677317,0.0,10.673130193905816,collision_intent:635;hipc_clear_bundle:1;hipc_entry:3852;state:626,311,1529,0.49653739612188375
20,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,899,899,0,361,542,0,0,0,5339,6599,9416,,923,4416,1822,3517,0,0,0.7108561075041522,14.789473684210526,0.0,3.9121245828698554,0.0,9.742382271468143,collision_intent:923;hipc_clear_bundle:1;hipc_entry:3516;state:899,324,1487,0.2860110803324101
21,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,398,398,0,361,41,0,0,0,4039,4557,7558,,402,3637,800,3239,0,0,0.6928224401870016,11.18836565096953,0.0,8.138190954773869,0.0,8.97229916897507,collision_intent:402;hipc_clear_bundle:1;hipc_entry:3238;state:398,344,1711,0.675207756232687
22,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,781,781,0,361,424,0,0,0,4997,6113,8878,,804,4193,1585,3412,0,0,0.7057794737260513,13.842105263157896,0.0,4.36875800256082,0.0,9.45152354570637,collision_intent:804;hipc_entry:3412;state:781,290,1416,0.2984764542936289
23,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 23. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,,,,,,100000,,,,,,,,,,,,,,,,
24,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,950,950,0,361,593,0,0,0,4825,6488,7986,,970,3855,1920,2905,0,0,0.6905914908336216,13.365650969529085,0.0,3.057894736842105,0.0,8.047091412742382,collision_intent:970;hipc_clear_bundle:4;hipc_entry:2901;state:950,271,1292,0.18351800554016617
25,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,371,371,0,361,14,0,0,0,3828,4351,7132,,375,3453,746,3082,0,0,0.6885499131106391,10.60387811634349,0.0,8.307277628032345,0.0,8.537396121883656,collision_intent:375;hipc_clear_bundle:1;hipc_entry:3081;state:371,348,1728,0.7112188365650969
