trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,trial_status,failure_type,failure_message,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot
25,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(18,18);03:(1,3)",00:0;01:0;02:0;03:0,
26,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 26. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
27,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,8);01:(18,15);02:(13,9);03:(14,11)",00:0;01:0;02:0;03:0,
28,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 28. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
29,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,7);01:(18,18);02:(17,16);03:(0,8)",00:0;01:0;02:0;03:0,
30,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(18,18);03:(13,0)",00:0;01:0;02:0;03:0,
31,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(17,11);02:(13,13);03:(14,12)",00:0;01:0;02:0;03:0,
32,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 32. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
33,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,14);01:(2,3);02:(2,4);03:(18,18)",00:0;01:0;02:0;03:0,
34,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,15);01:(18,16);02:(10,14);03:(11,14)",00:0;01:0;02:0;03:0,
35,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(17,10);02:(17,9);03:(13,18)",00:0;01:0;02:0;03:0,
36,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(18,13);03:(18,14)",00:0;01:0;02:0;03:0,
37,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 37. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
38,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 38. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
39,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,5);01:(3,4);02:(3,6);03:(3,3)",00:0;01:0;02:0;03:0,
40,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,2);01:(3,3);02:(18,14);03:(18,13)",00:0;01:0;02:0;03:0,
41,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,2);01:(17,16);02:(2,3);03:(18,17)",00:0;01:0;02:0;03:0,
42,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 42. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
43,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(10,11);01:(10,12);02:(18,9);03:(17,16)",00:0;01:0;02:0;03:0,
44,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,9);01:(15,5);02:(13,15);03:(17,18)",00:0;01:0;02:0;03:0,
45,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(10,2);01:(10,1);02:(18,11);03:(16,17)",00:0;01:0;02:0;03:0,
46,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,16);01:(6,16);02:(11,11);03:(11,12)",00:0;01:0;02:0;03:0,
47,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,16);01:(3,15);02:(18,14);03:(18,13)",00:0;01:0;02:0;03:0,
48,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,16);01:(12,2);02:(4,5);03:(12,1)",00:0;01:0;02:0;03:0,
49,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,12);01:(2,11);02:(2,12);03:(18,16)",00:0;01:0;02:0;03:0,
50,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(1,0);03:(18,18)",00:0;01:0;02:0;03:0,
51,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,9);01:(18,15);02:(16,16);03:(18,12)",00:0;01:0;02:0;03:0,
52,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 52. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
53,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(18,18);03:(1,2)",00:0;01:0;02:0;03:0,
54,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 54. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
55,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 55. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
56,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(18,14);03:(17,17)",00:0;01:0;02:0;03:0,
57,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(15,5);01:(17,18);02:(15,4);03:(11,12)",00:0;01:0;02:0;03:0,
58,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(5,2);02:(5,1);03:(17,14)",00:0;01:0;02:0;03:0,
59,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(17,11);03:(18,17)",00:0;01:0;02:0;03:0,
60,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 60. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
61,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(5,6);01:(18,18);02:(6,6);03:(15,9)",00:0;01:0;02:0;03:0,
62,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 62. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
63,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 63. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
64,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(11,2);03:(18,10)",00:0;01:0;02:0;03:0,
65,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 65. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
66,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 66. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
67,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,15);01:(9,3);02:(18,14);03:(8,3)",00:0;01:0;02:0;03:0,
68,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 68. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
69,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(18,17);03:(1,2)",00:0;01:0;02:0;03:0,
70,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 70. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
71,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,0);01:(3,2);02:(3,3);03:(4,2)",00:0;01:0;02:0;03:0,
72,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,2);01:(2,1);02:(18,13);03:(17,17)",00:0;01:0;02:0;03:0,
73,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,9);01:(3,8);02:(18,14);03:(18,18)",00:0;01:0;02:0;03:0,
74,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(18,17);03:(17,17)",00:0;01:0;02:0;03:0,
75,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(5,2);01:(5,3);02:(18,17);03:(6,2)",00:0;01:0;02:0;03:0,
76,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 76. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
77,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(3,1);03:(1,2)",00:0;01:0;02:0;03:0,
78,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(18,15);03:(18,10)",00:0;01:0;02:0;03:0,
79,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,3);01:(0,4);02:(17,14);03:(18,13)",00:0;01:0;02:0;03:0,
80,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,18);01:(17,7);02:(16,14);03:(12,3)",00:0;01:0;02:0;03:0,
81,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(9,17);01:(18,14);02:(10,17);03:(0,2)",00:0;01:0;02:0;03:0,
82,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,2);01:(0,3);02:(18,17);03:(1,0)",00:0;01:0;02:0;03:0,
83,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,5);01:(16,18);02:(14,6);03:(17,18)",00:0;01:0;02:0;03:0,
84,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,completed,,,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,16);01:(3,0);02:(2,1);03:(2,0)",00:0;01:0;02:0;03:0,
85,HIPC,gilbert_elliot,pGG_0.86_pBB_0.94,19,361,4,,,hipc_gilbert_elliott_drop_0_70_rho_0_8,,coverage,failed,RuntimeError,Debug safety cap reached in trial 85. This usually means the allocator is stuck or returning no reachable goals.,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)",,,
