trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status
0,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,00,32,27,31,2,0,0,0,100,32,68,66,34,90,clue:2;collision_intent:32;pi_entry:34;state:32,298,0,completed
0,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,01,32,28,25,8,1,0,0,96,33,63,67,29,87,clue:2;collision_intent:32;pi_entry:29;state:32;target:1,302,0,completed
0,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,02,32,28,33,0,0,0,0,107,32,75,66,41,99,clue:2;collision_intent:32;pi_entry:41;state:32,291,0,completed
0,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,03,33,29,28,6,0,0,0,95,33,62,68,27,87,clue:2;collision_intent:33;pi_entry:27;state:33,302,0,completed
1,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,00,48,46,37,12,0,0,0,155,48,107,100,55,151,clue:4;collision_intent:48;pi_entry:55;state:48,492,0,completed
1,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,01,48,46,49,0,1,0,0,164,48,116,100,64,160,clue:4;collision_intent:48;pi_entry:64;state:48,482,0,completed
1,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,02,48,47,45,4,0,2,2,169,50,119,102,67,167,clue:4;collision_intent:50;pi_clear_path:1;pi_entry:66;state:48,478,0,completed
1,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,03,49,47,46,4,0,0,0,159,50,109,103,56,155,clue:4;collision_intent:49;pi_entry:56;state:49;target:1,488,0,completed
2,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,00,52,43,41,12,0,0,0,143,53,90,108,35,125,clue:3;collision_intent:53;pi_entry:35;state:52,462,0,completed
2,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,01,53,44,51,3,0,0,0,169,54,115,110,59,151,clue:3;collision_intent:53;pi_entry:59;state:53;target:1,436,0,completed
2,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,02,49,40,36,14,0,0,0,140,49,91,101,39,122,clue:3;collision_intent:49;pi_entry:39;state:49,464,0,completed
