trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,129,17,112,117,16,1,0,0,398,1193,0,130,268,267,131,363,131,0.0,3.4017094017094016,3.2410714285714284,1.0155038759689923,1.1696428571428572,1.1196581196581197,clue:8;collision_intent:129;pi_entry:131;state:129;target:1,33,107,0.05769230769230771,completed
1,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,193,7,186,177,20,1,2,2,647,1940,0,196,451,405,242,633,242,0.0,3.6553672316384183,3.403225806451613,1.2538860103626943,1.3010752688172043,1.3672316384180792,clue:16;collision_intent:195;pi_clear_path:1;pi_entry:241;state:193;target:1,49,169,0.05225988700564965,completed
2,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,205,36,169,176,33,0,0,0,605,1814,0,207,398,424,181,533,181,0.0,3.4375,3.1538461538461537,0.8829268292682927,1.0710059171597632,1.0284090909090908,clue:12;collision_intent:206;pi_entry:181;state:205;target:1,53,169,0.07386363636363646,completed
3,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,84,53,31,83,5,1,1,1,211,629,0,86,125,178,33,102,33,0.0,2.5421686746987953,3.2903225806451615,0.39285714285714285,1.064516129032258,0.39759036144578314,clue:8;collision_intent:85;pi_entry:33;state:84;target:1,21,55,0.033132530120481896,completed
4,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,72,16,56,66,10,2,0,0,213,636,0,74,139,150,63,181,63,0.0,3.227272727272727,3.232142857142857,0.875,1.125,0.9545454545454546,clue:4;collision_intent:73;pi_entry:63;state:72;target:1,19,57,0.045454545454545414,completed
5,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,176,7,169,157,23,0,3,3,575,1724,0,181,394,365,210,561,210,0.0,3.662420382165605,3.3195266272189348,1.1931818181818181,1.242603550295858,1.3375796178343948,clue:8;collision_intent:180;pi_entry:210;state:176;target:1,46,147,0.04617834394904463,completed
6,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,97,28,69,94,7,2,0,0,284,849,0,98,186,199,85,228,85,0.0,3.021276595744681,3.3043478260869565,0.8762886597938144,1.2318840579710144,0.9042553191489362,clue:4;collision_intent:97;pi_entry:85;state:97;target:1,25,77,0.02659574468085113,completed
7,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,115,15,100,107,12,0,0,0,360,1075,0,117,243,240,120,330,120,0.0,3.364485981308411,3.3,1.0434782608695652,1.2,1.1214953271028036,clue:8;collision_intent:116;pi_entry:120;state:115;target:1,29,94,0.025700934579439227,completed
8,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,83,35,48,83,4,1,0,0,235,702,0,84,151,175,60,165,60,0.0,2.8313253012048194,3.4375,0.7228915662650602,1.25,0.7228915662650602,clue:8;collision_intent:83;pi_entry:60;state:83;target:1,21,61,0.027108433734939652,completed
9,dcta_parity_v1,custom,95fe4e46f3c15da64ab8656605a5093c082d79e6c7f43859e3752dc255ac3760,2e16b45d85197d093ced9da2c3d2ff8f1d35a252c10278fc936bff1dcc2782e6,PI,ideal,1.0,14,196,4,50.0,49.0,pi_g14_d50_ideal,reruns\grid_density\scenarios\clips\scaling_grid14_trials50.csv,clue_search,97,43,54,95,6,1,1,1,272,814,0,99,173,204,68,186,68,0.0,2.863157894736842,3.4444444444444446,0.7010309278350515,1.2592592592592593,0.7157894736842105,clue:8;collision_intent:98;pi_entry:68;state:97;target:1,25,73,0.023684210526315752,completed
