trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
11,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,11);(6,17);(9,3);(9,13);(12,20);(2,14);(16,16);(20,1);(20,16);(12,19)",10,True,41.798877121798355,41.798877121798355,00:0;01:1;02:1;03:1;04:0;05:0;06:1;07:2;08:0;09:0;10:4;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(10,14);(21,2);(11,3);(20,11);(19,7);(6,13);(19,15);(11,17);(9,12);(12,20);(20,16);(6,17);(12,24)",783,0,completed
12,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,15);(19,20);(4,24);(14,12);(9,13);(5,13);(14,13);(14,9);(13,3);(13,6)",10,True,44.05328275022067,44.05328275022067,00:1;01:0;02:1;03:0;04:2;05:0;06:3;07:0;08:1;09:0;10:1;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(14,9);(12,6);(13,6);(4,17);(14,12);(11,11);(14,13);(13,13);(14,14);(15,8);(19,20);(1,15);(8,12)",836,0,completed
13,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,9);(15,5);(2,20);(2,18);(23,0);(16,9);(13,16);(22,12);(2,3);(12,19)",10,True,45.37650699318005,45.37650699318005,00:1;01:0;02:1;03:1;04:0;05:2;06:1;07:0;08:1;09:1;10:2;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(23,0);(21,0);(15,3);(16,9);(21,7);(22,9);(22,12);(11,20);(4,19);(13,16);(3,15);(14,18);(8,14)",840,0,completed
14,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(15,19);(12,23);(23,21);(3,18);(1,5);(10,4);(12,2);(22,16);(22,11);(1,6)",10,True,50.836716940087385,50.836716940087385,00:0;01:1;02:2;03:2;04:0;05:0;06:0;07:2;08:1;09:2;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(11,14);(7,19);(12,2);(22,11);(19,15);(2,10);(5,2);(23,21);(17,21);(23,22);(9,16);(1,5);(3,18)",969,0,completed
15,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,0);(3,20);(11,15);(12,22);(12,12);(7,23);(15,0);(19,18);(23,16);(20,8)",10,True,45.00502791068232,45.00502791068232,00:0;01:2;02:0;03:0;04:1;05:0;06:2;07:0;08:0;09:0;10:3;11:1;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(6,0);(20,4);(13,12);(4,20);(13,16);(5,3);(21,9);(11,14);(6,4);(3,18);(23,16);(7,23);(10,22)",877,0,completed
16,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,8);(6,17);(5,12);(12,11);(18,17);(3,18);(16,16);(13,21);(11,3);(14,9)",10,True,45.68209830777349,45.68209830777349,00:0;01:1;02:0;03:2;04:0;05:1;06:1;07:2;08:1;09:1;10:1;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(6,17);(10,17);(7,5);(19,4);(7,15);(20,13);(13,21);(18,17);(16,16);(6,18);(14,21);(13,9);(9,24)",870,0,completed
17,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,11);(4,12);(1,15);(8,10);(1,13);(22,23);(10,12);(23,16);(17,15);(17,5)",10,True,79.1535393195918,79.1535393195918,00:0;01:0;02:0;03:0;04:2;05:3;06:1;07:1;08:2;09:0;10:1;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,15);(9,16);(10,16);(9,15);(17,5);(8,10);(6,11);(1,15);(22,23);(22,5);(17,15);(1,18);(11,20)",1664,0,completed
18,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(10,17);(24,20);(14,15);(22,23);(3,21);(17,20);(20,6);(12,10);(2,20);(16,8)",10,True,74.04690643028381,74.04690643028381,00:0;01:2;02:0;03:0;04:0;05:1;06:0;07:1;08:1;09:1;10:3;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,0);(24,20);(2,4);(5,6);(14,11);(16,9);(3,21);(17,8);(2,20);(17,19);(22,23);(3,13);(15,22)",1537,0,completed
19,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,6);(17,8);(17,17);(20,16);(21,13);(7,17);(2,5);(24,5);(20,4);(4,24)",10,True,58.0134845253398,58.0134845253398,00:0;01:0;02:1;03:1;04:0;05:0;06:3;07:1;08:0;09:3;10:0;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,1);(8,11);(18,11);(21,14);(15,13);(14,10);(24,6);(16,14);(7,16);(21,13);(10,23);(4,24);(21,16)",1130,0,completed
20,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(24,7);(10,3);(21,19);(8,3);(12,12);(22,21);(22,4);(16,12);(19,12);(13,14)",10,True,41.641923079725075,41.641923079725075,00:0;01:2;02:1;03:0;04:1;05:0;06:3;07:1;08:1;09:0;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(15,8);(13,3);(23,6);(8,2);(24,7);(12,2);(23,13);(16,13);(21,19);(13,17);(12,20);(22,19);(13,21)",747,0,completed
21,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,6);(8,14);(14,12);(21,0);(2,0);(23,6);(6,20);(1,3);(6,1);(16,19)",10,True,38.17798172845674,38.17798172845674,00:3;01:1;02:0;03:2;04:0;05:0;06:0;07:2;08:0;09:0;10:2;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(21,0);(6,1);(2,1);(23,6);(19,7);(6,9);(6,12);(14,12);(8,14);(8,18);(16,19);(7,9);(7,24)",754,0,completed
22,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,24);(13,19);(22,5);(17,23);(18,16);(6,6);(23,8);(12,8);(11,11);(1,5)",10,True,76.10586739423135,76.10586739423135,00:0;01:0;02:1;03:1;04:1;05:0;06:1;07:1;08:1;09:0;10:0;11:3;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(12,2);(17,15);(6,7);(13,19);(9,6);(12,12);(10,10);(11,11);(12,8);(17,23);(11,9);(23,8);(7,24)",1544,0,completed
23,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,9);(17,17);(21,11);(24,6);(7,15);(15,9);(18,0);(13,12);(12,23);(3,13)",10,True,57.78290632556097,57.78290632556097,00:1;01:0;02:0;03:2;04:1;05:0;06:1;07:1;08:2;09:1;10:0;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(20,7);(7,9);(7,11);(17,17);(3,13);(18,8);(3,14);(14,11);(24,6);(6,11);(7,15);(17,22);(13,12)",1141,0,completed
24,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(19,14);(14,3);(19,23);(22,23);(6,15);(18,24);(20,16);(2,16);(9,4);(4,16)",10,True,63.81610713152134,63.81610713152134,00:2;01:0;02:1;03:0;04:0;05:0;06:0;07:2;08:2;09:0;10:1;11:0;12:2,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(20,14);(7,23);(19,9);(17,6);(16,8);(13,17);(17,16);(20,16);(6,11);(13,10);(18,11);(18,23);(17,21)",1236,0,completed
25,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,11);(23,9);(9,19);(17,21);(21,8);(5,4);(21,11);(2,10);(18,22);(17,9)",10,True,50.0249701114788,50.0249701114788,00:0;01:2;02:1;03:1;04:0;05:2;06:0;07:1;08:2;09:1;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(2,6);(23,9);(12,4);(21,11);(10,10);(10,5);(12,12);(13,11);(19,22);(21,17);(17,18);(11,11);(17,24)",939,0,completed
26,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(22,7);(4,6);(1,13);(7,8);(20,21);(13,6);(17,3);(14,1);(14,5);(14,13)",10,True,51.09035676300099,51.09035676300099,00:3;01:0;02:2;03:1;04:0;05:1;06:0;07:2;08:0;09:0;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(22,7);(13,5);(14,0);(18,6);(11,7);(13,7);(16,8);(14,12);(12,16);(8,17);(15,14);(20,21);(3,12)",1001,0,completed
27,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(3,4);(2,11);(21,7);(5,3);(3,19);(3,10);(20,8);(7,0);(4,19);(2,15)",10,True,43.83019234503663,43.83019234503663,00:1;01:1;02:1;03:0;04:0;05:1;06:3;07:1;08:0;09:2;10:0;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(3,4);(21,2);(7,0);(11,6);(3,10);(4,10);(21,7);(4,19);(2,14);(7,19);(1,6);(2,18);(5,15)",940,0,completed
28,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,21);(20,18);(20,23);(23,3);(12,14);(20,19);(0,9);(4,4);(5,3);(13,8)",10,True,48.48247114122676,48.48247114122676,00:0;01:1;02:1;03:0;04:2;05:1;06:2;07:1;08:0;09:0;10:0;11:2;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(4,3);(4,5);(0,9);(8,7);(23,3);(12,14);(21,17);(21,19);(4,19);(12,18);(5,21);(20,23);(6,22)",1011,0,completed
29,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(20,20);(2,17);(23,18);(11,20);(1,21);(19,18);(10,19);(16,20);(8,16);(16,0)",10,True,67.53704179153846,67.53704179153846,00:1;01:0;02:0;03:1;04:0;05:0;06:2;07:0;08:1;09:1;10:2;11:2;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(16,0);(17,21);(2,17);(20,20);(16,20);(10,2);(23,18);(15,16);(13,16);(4,15);(17,17);(14,13);(1,20)",1342,0,completed
30,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(7,1);(19,11);(2,0);(23,14);(23,17);(19,13);(9,1);(13,4);(8,1);(24,11)",10,True,107.98043281809458,107.98043281809458,00:4;01:1;02:0;03:0;04:2;05:0;06:0;07:0;08:0;09:2;10:0;11:1;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(18,5);(20,9);(19,13);(23,16);(23,17);(8,1);(19,11);(3,7);(14,4);(23,11);(24,19);(24,11);(19,21)",2278,0,completed
31,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(1,1);(13,22);(10,8);(2,17);(3,23);(16,15);(19,20);(12,10);(2,3);(11,9)",10,True,65.18877827978424,65.18877827978424,00:1;01:3;02:0;03:0;04:0;05:0;06:0;07:0;08:2;09:1;10:1;11:1;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(5,8);(11,9);(4,4);(10,10);(3,23);(11,3);(14,22);(10,18);(11,10);(12,11);(19,20);(13,16);(6,17)",1322,0,completed
32,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(13,4);(19,14);(18,4);(11,24);(15,8);(10,10);(12,5);(2,18);(24,19)",10,True,44.414771287825786,44.414771287825786,00:0;01:1;02:2;03:0;04:0;05:2;06:0;07:1;08:1;09:1;10:1;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(15,5);(12,5);(17,8);(10,9);(10,14);(15,8);(8,20);(24,16);(24,19);(18,20);(16,16);(10,15);(12,24)",825,0,completed
33,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,3);(4,12);(23,0);(12,7);(3,14);(8,4);(20,8);(9,24);(23,6);(5,20)",10,True,42.06205872725016,42.06205872725016,00:1;01:1;02:1;03:0;04:2;05:1;06:1;07:1;08:0;09:0;10:1;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(23,0);(5,12);(12,6);(8,5);(23,6);(19,7);(4,12);(8,21);(4,13);(3,14);(8,9);(4,14);(11,16)",830,0,completed
34,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(9,4);(12,5);(19,3);(8,0);(14,6);(17,10);(10,8);(20,10);(11,24);(3,3)",10,True,67.70463947469666,67.70463947469666,00:2;01:2;02:1;03:1;04:1;05:0;06:0;07:0;08:1;09:0;10:0;11:0;12:2,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(19,3);(11,9);(18,2);(14,6);(15,2);(5,9);(9,12);(17,9);(17,10);(18,13);(14,14);(12,18);(20,10)",1349,0,completed
35,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,20);(7,3);(14,16);(17,5);(9,24);(16,11);(14,8);(22,20);(17,7);(6,3)",10,True,50.80108868659376,50.80108868659376,00:1;01:1;02:2;03:2;04:0;05:1;06:0;07:0;08:0;09:0;10:1;11:1;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(7,4);(17,5);(17,12);(18,9);(13,9);(14,16);(12,12);(17,15);(22,21);(14,7);(13,16);(22,20);(15,22)",959,0,completed
36,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(6,11);(19,8);(15,15);(17,18);(18,8);(23,12);(18,18);(15,12);(15,13);(24,12)",10,True,43.2828310507978,43.2828310507978,00:0;01:0;02:0;03:0;04:2;05:2;06:0;07:4;08:0;09:0;10:2;11:0;12:0,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(15,4);(19,6);(18,12);(17,7);(19,10);(15,15);(6,10);(24,12);(13,15);(14,15);(17,15);(4,22);(17,18)",813,0,completed
37,known_visit,PI,bernoulli,drop_0.25,25,625,13,10,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,4);(13,14);(23,2);(22,11);(13,5);(6,16);(5,11);(18,23);(19,8);(24,5)",10,True,46.41652216608862,46.41652216608862,00:0;01:1;02:2;03:0;04:2;05:0;06:2;07:1;08:1;09:0;10:0;11:0;12:1,"(0,0);(0,2);(0,4);(0,6);(0,8);(0,10);(0,12);(0,14);(0,16);(0,18);(0,20);(0,22);(0,24)","(6,0);(23,2);(20,8);(16,8);(24,5);(13,4);(22,11);(19,15);(18,23);(6,16);(13,14);(20,16);(18,21)",849,0,completed
