trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(20,5);(28,1);(11,25);(20,24);(25,8);(3,5);(1,16);(23,30);(33,13);(24,22)",10,True,73.38220682595976,73.38220682595976,00:3;01:0;02:1;03:0;04:0;05:3;06:1;07:0;08:0;09:2;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(28,1);(1,4);(3,5);(3,8);(1,12);(23,30);(33,13);(2,17);(2,19);(20,24);(3,25);(3,28);(2,30);(2,33)",1834,0,completed
1,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(19,17);(14,6);(17,16);(16,15);(5,33);(11,30);(26,23);(24,33);(27,21);(19,32)",10,True,73.76949535384158,73.76949535384158,00:0;01:0;02:1;03:2;04:0;05:0;06:3;07:0;08:0;09:0;10:0;11:3;12:0;13:1,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(2,0);(14,3);(14,6);(26,23);(2,10);(16,13);(19,17);(1,18);(1,20);(1,23);(1,25);(24,33);(1,30);(5,33)",1866,0,completed
2,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(3,32);(26,0);(14,7);(19,20);(29,15);(24,23);(11,8);(21,32);(22,8);(10,12)",10,True,75.9039144196242,75.9039144196242,00:1;01:2;02:0;03:2;04:0;05:0;06:3;07:0;08:0;09:0;10:0;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(26,0);(22,8);(3,5);(10,12);(2,10);(2,13);(29,15);(1,18);(1,20);(1,23);(1,25);(2,28);(2,30);(21,32)",1929,0,completed
3,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,8);(19,29);(2,31);(11,10);(20,22);(32,21);(14,23);(9,2);(6,3);(3,22)",10,True,79.6224860161809,79.6224860161809,00:0;01:2;02:0;03:1;04:3;05:0;06:0;07:2;08:0;09:1;10:0;11:0;12:1;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(1,0);(9,2);(3,5);(18,8);(32,21);(2,13);(2,16);(19,29);(3,20);(3,22);(2,25);(2,29);(2,31);(2,32)",2056,0,completed
4,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(17,0);(33,1);(26,29);(15,17);(9,10);(17,18);(23,29);(13,30);(6,0);(29,29)",10,True,67.43000255539228,67.43000255539228,00:1;01:0;02:2;03:1;04:2;05:0;06:0;07:4;08:0;09:0;10:0;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(6,0);(2,3);(33,1);(15,17);(14,30);(8,13);(2,15);(29,29);(2,20);(1,23);(1,25);(2,28);(2,30);(1,33)",1672,0,completed
5,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,6);(4,2);(16,26);(9,17);(5,0);(19,7);(31,31);(15,20);(30,27);(22,11)",10,True,63.611304671823945,63.611304671823945,00:1;01:1;02:0;03:0;04:0;05:0;06:1;07:3;08:0;09:0;10:2;11:0;12:0;13:2,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(5,0);(4,2);(2,5);(2,8);(3,10);(3,13);(22,11);(21,6);(1,20);(2,23);(15,20);(2,28);(1,30);(30,27)",1586,0,completed
6,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(21,15);(1,18);(14,25);(6,19);(4,11);(20,18);(16,2);(23,22);(33,20);(23,9)",10,True,78.96677654664441,78.96677654664441,00:1;01:0;02:0;03:0;04:1;05:0;06:3;07:3;08:1;09:0;10:1;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(16,4);(2,3);(1,5);(1,8);(4,11);(4,13);(33,20);(23,9);(6,19);(3,23);(14,25);(1,28);(2,30);(2,33)",2028,0,completed
7,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(11,6);(22,28);(9,12);(33,20);(16,10);(15,3);(24,5);(9,8);(18,10);(4,26)",10,True,78.53146633472267,78.53146633472267,00:0;01:2;02:0;03:2;04:0;05:3;06:0;07:0;08:0;09:2;10:1;11:0;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(2,0);(24,5);(2,5);(11,6);(6,10);(18,10);(3,15);(2,18);(3,20);(33,20);(5,26);(2,28);(4,28);(2,33)",2017,0,completed
8,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(10,22);(29,12);(29,17);(17,15);(11,32);(24,29);(25,3);(5,8);(6,23);(18,30)",10,True,62.17807466314259,62.17807466314259,00:0;01:1;02:0;03:1;04:0;05:0;06:2;07:1;08:2;09:0;10:0;11:0;12:0;13:3,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(2,0);(25,3);(1,5);(5,8);(2,10);(1,13);(10,22);(17,15);(29,12);(1,23);(1,25);(1,28);(1,30);(24,29)",1543,0,completed
9,known_visit,PI,ideal,1.0,34,1156,14,10,pi_g34_d85_ideal,reruns\grid_density\scenarios\cv\known_visit_grid34_targets10_trials50.csv,"(18,24);(6,0);(2,8);(22,15);(23,3);(22,26);(14,7);(29,27);(31,19);(17,25)",10,True,69.08969953386578,69.08969953386578,00:1;01:1;02:2;03:1;04:0;05:0;06:0;07:0;08:0;09:0;10:4;11:1;12:0;13:0,"(0,0);(0,3);(0,5);(0,8);(0,10);(0,13);(0,15);(0,18);(0,20);(0,23);(0,25);(0,28);(0,30);(0,33)","(6,0);(22,15);(23,3);(2,8);(2,10);(2,12);(3,12);(2,18);(2,20);(2,23);(31,19);(18,24);(2,30);(1,33)",1738,0,completed
