trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status,failure_type,failure_message,debug_max_events
0,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,778,778,0,361,421,0,0,0,2470,5052,2355,812,1658,1590,880,0,0,0.47374773687386845,6.842105263157895,0.0,1.1311053984575836,0.0,2.4376731301939056,collision_intent:812;dga_entry:880;state:778,242,705,0.11149584487534625,completed,,,
1,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,528,528,0,361,171,0,0,0,1629,3285,1601,541,1088,1069,560,0,0,0.49065277352129943,4.512465373961219,0.0,1.0606060606060606,0.0,1.551246537396122,collision_intent:541;dga_entry:560;state:528,299,733,0.4245152354570638,completed,,,
2,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 2. This usually means the allocator is stuck or returning no reachable goals.,20000
3,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,904,904,0,361,547,0,0,0,2638,5358,2556,929,1709,1833,805,0,0,0.49853715623171446,7.307479224376731,0.0,0.8904867256637168,0.0,2.229916897506925,collision_intent:929;dga_entry:805;state:904,321,860,0.195983379501385,completed,,,
4,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,772,772,0,361,415,0,0,0,2341,4719,2301,793,1548,1565,776,0,0,0.4957983193277311,6.484764542936288,0.0,1.005181347150259,0.0,2.149584487534626,collision_intent:793;dga_entry:776;state:772,194,624,0.15443213296398883,completed,,,
5,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,830,830,0,361,473,0,0,0,2514,4834,2707,854,1660,1684,830,0,0,0.543683470576421,6.96398891966759,0.0,1.0,0.0,2.299168975069252,collision_intent:854;dga_entry:830;state:830,248,700,0.14473684210526305,completed,,,
6,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,882,882,0,361,525,0,0,0,2693,5364,2710,911,1782,1793,900,0,0,0.5071107784431138,7.45983379501385,0.0,1.0204081632653061,0.0,2.4930747922437675,collision_intent:911;dga_entry:900;state:882,225,728,0.0602493074792243,completed,,,
7,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,851,851,0,361,494,0,0,0,2523,4866,2703,871,1652,1722,801,0,0,0.5453995157384988,6.988919667590028,0.0,0.9412455934195064,0.0,2.218836565096953,collision_intent:871;dga_entry:801;state:851,215,694,0.1904432132963989,completed,,,
8,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,815,815,0,361,458,0,0,0,2513,4998,2540,837,1676,1652,861,0,0,0.5052715337179232,6.961218836565097,0.0,1.056441717791411,0.0,2.3850415512465375,collision_intent:837;dga_entry:861;state:815,206,665,0.07963988919667586,completed,,,
9,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,failed,RuntimeError,Debug safety cap reached in trial 9. This usually means the allocator is stuck or returning no reachable goals.,20000
10,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,789,789,0,361,432,0,0,0,2434,4873,2426,810,1624,1599,835,0,0,0.49825426165537073,6.742382271468144,0.0,1.0583016476552598,0.0,2.3130193905817173,collision_intent:810;dga_entry:835;state:789,199,620,0.17105263157894735,completed,,,
11,DGA,gilbert_elliot,pGG_0.9_pBB_0.9,19,361,4,,,dga_gilbert_elliott_drop_0_50_rho_0_8,,coverage,775,775,0,361,418,0,0,0,2396,4698,2488,786,1610,1561,835,0,0,0.5153272576636289,6.637119113573407,0.0,1.0774193548387097,0.0,2.3130193905817173,collision_intent:786;dga_entry:835;state:775,197,616,0.1461218836565097,completed,,,
