trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,target_locations,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,targets_found_by_robot,robot_start_locations,robot_end_locations,events_processed,stall_recoveries_total,trial_status
0,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(18,2);(11,22);(9,9);(21,1);(14,2);(7,9);(21,24);(11,3);(3,18);(22,18)",10,True,64.45638624046003,64.45638624046003,00:4;01:4;02:2,"(0,0);(0,12);(0,24)","(21,1);(7,9);(22,18)",265,0,completed
1,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,0);(22,23);(6,15);(23,23);(7,4);(12,6);(14,19);(20,4);(3,15);(10,16)",10,True,58.5502501376667,58.5502501376667,00:4;01:5;02:1,"(0,0);(0,12);(0,24)","(20,4);(23,23);(14,19)",248,0,completed
2,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(17,10);(15,0);(16,1);(21,23);(11,7);(1,11);(6,14);(8,0);(15,22);(24,6)",10,True,64.14558967820354,64.14558967820354,00:5;01:3;02:2,"(0,0);(0,12);(0,24)","(24,6);(11,7);(21,23)",276,0,completed
3,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(14,2);(4,19);(6,15);(23,19);(22,10);(2,14);(17,16);(1,11);(9,14);(7,8)",10,True,88.61932484783672,88.61932484783672,00:1;01:5;02:4,"(0,0);(0,12);(0,24)","(7,12);(23,19);(14,2)",395,0,completed
4,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(2,13);(21,0);(16,9);(18,18);(20,1);(12,21);(8,20);(24,6);(20,12);(2,6)",10,True,76.70541485606672,76.70541485606672,00:3;01:3;02:4,"(0,0);(0,12);(0,24)","(8,20);(24,6);(21,0)",298,0,completed
5,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,1);(2,6);(5,21);(7,2);(1,8);(16,3);(21,4);(24,20);(13,23);(5,6)",10,True,54.00263684189162,54.00263684189162,00:4;01:3;02:3,"(0,0);(0,12);(0,24)","(21,4);(12,1);(24,20)",217,0,completed
6,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(5,9);(24,15);(3,8);(9,8);(8,0);(24,20);(10,3);(13,9);(12,24);(11,14)",10,True,55.77378486832698,55.77378486832698,00:4;01:3;02:3,"(0,0);(0,12);(0,24)","(11,14);(9,8);(24,15)",234,0,completed
7,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(4,17);(9,16);(9,18);(24,1);(21,18);(9,19);(2,19);(14,19);(14,22);(2,6)",10,True,78.81961142834477,78.81961142834477,00:3;01:4;02:3,"(0,0);(0,12);(0,24)","(14,22);(24,1);(9,19)",342,0,completed
8,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(8,11);(22,0);(10,0);(12,12);(22,15);(7,8);(12,17);(5,8);(20,13);(11,13)",10,True,56.210996550329995,56.210996550329995,00:2;01:6;02:2,"(0,0);(0,12);(0,24)","(22,0);(22,15);(11,13)",236,0,completed
9,known_visit,PI,ideal,1.0,25,625,3,10,pi_g25_d220_ideal,reruns\grid_density\scenarios\cv\known_visit_grid25_targets10_trials50.csv,"(12,13);(0,15);(8,21);(12,5);(6,20);(1,10);(15,19);(2,11);(24,1);(15,2)",10,True,76.71673447856881,76.71673447856881,00:5;01:3;02:2,"(0,0);(0,12);(0,24)","(24,1);(12,13);(15,19)",337,0,completed
