trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,total_team_steps,steps_before_first_clue,post_clue_steps_to_find,unique_cells_searched,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,post_clue_messages_sent_total,post_clue_allocation_messages_sent_total,message_drop_fraction,messages_per_unique_cell,messages_per_post_clue_step,allocation_messages_per_step,allocation_messages_per_post_clue_step,allocation_messages_per_unique_cell,messages_sent_by_topic,max_steps_any_robot,max_messages_any_robot,workload_gini_unique_cells_contributed,trial_status
0,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,379,379,0,361,22,0,0,0,765,2234,59,386,379,765,0,0,0,0.051982378854625554,2.119113573407202,0.0,0.0,0.0,0.0,collision_intent:386;state:379,96,194,0.03947368421052633,completed
1,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,454,454,0,361,97,0,0,0,912,2601,132,458,454,912,0,0,0,0.09713024282560706,2.526315789473684,0.0,0.0,0.0,0.0,collision_intent:458;state:454,116,232,0.029778393351800547,completed
2,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,446,446,0,361,89,0,0,0,894,2592,87,448,446,894,0,0,0,0.0651685393258427,2.4764542936288088,0.0,0.0,0.0,0.0,collision_intent:448;state:446,112,226,0.035318559556786644,completed
3,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,475,475,0,361,118,0,0,0,955,2708,155,480,475,955,0,0,0,0.10892480674631061,2.6454293628808863,0.0,0.0,0.0,0.0,collision_intent:480;state:475,120,241,0.031163434903047182,completed
4,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,396,396,0,361,39,0,0,0,795,2280,102,399,396,795,0,0,0,0.08607594936708861,2.2022160664819945,0.0,0.0,0.0,0.0,collision_intent:399;state:396,100,201,0.051939058171745156,completed
5,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,478,478,0,361,121,0,0,0,962,2784,97,484,478,962,0,0,0,0.06787963610916725,2.664819944598338,0.0,0.0,0.0,0.0,collision_intent:484;state:478,120,242,0.05886426592797789,completed
6,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,537,537,0,361,180,0,0,0,1082,3047,196,545,537,1082,0,0,0,0.12189054726368159,2.9972299168975067,0.0,0.0,0.0,0.0,collision_intent:545;state:537,136,273,0.045013850415512424,completed
7,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,479,479,0,361,122,0,0,0,961,2724,156,482,479,961,0,0,0,0.1087866108786611,2.662049861495845,0.0,0.0,0.0,0.0,collision_intent:482;state:479,122,244,0.07409972299168976,completed
8,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,459,459,0,361,102,0,0,0,925,2655,117,466,459,925,0,0,0,0.0851528384279476,2.5623268698060944,0.0,0.0,0.0,0.0,collision_intent:466;state:459,116,233,0.01454293628808867,completed
9,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,446,446,0,361,89,0,0,0,898,2516,175,452,446,898,0,0,0,0.13108614232209737,2.487534626038781,0.0,0.0,0.0,0.0,collision_intent:452;state:446,114,229,0.09210526315789469,completed
