trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
0,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,4);01:(14,3);02:(17,15);03:(18,18)",00:0;01:0;02:0;03:0,,completed
1,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,9);01:(9,3);02:(18,3);03:(0,10)",00:0;01:0;02:0;03:0,,completed
2,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(7,5);01:(12,8);02:(11,18);03:(14,9)",00:0;01:0;02:0;03:0,,completed
3,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(5,10);01:(17,15);02:(12,18);03:(5,13)",00:0;01:0;02:0;03:0,,completed
4,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,8);01:(18,10);02:(18,14);03:(16,12)",00:0;01:0;02:0;03:0,,completed
5,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(3,7);01:(12,9);02:(18,9);03:(2,18)",00:0;01:0;02:0;03:0,,completed
6,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(6,17);01:(0,15);02:(2,4);03:(2,5)",00:0;01:0;02:0;03:0,,completed
7,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,6);01:(4,11);02:(2,11);03:(4,7)",00:0;01:0;02:0;03:0,,completed
8,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,8);01:(2,18);02:(0,13);03:(18,2)",00:0;01:0;02:0;03:0,,completed
9,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,10);01:(15,9);02:(16,18);03:(18,0)",00:0;01:0;02:0;03:0,,completed
10,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(4,18);01:(11,16);02:(17,7);03:(7,3)",00:0;01:0;02:0;03:0,,completed
11,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(2,5);01:(6,15);02:(3,7);03:(9,13)",00:0;01:0;02:0;03:0,,completed
12,DMCHBA,gilbert_elliot,pGG_0.98_pBB_0.82,19,361,4,,,dmchba_gilbert_elliott_drop_0_10_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(13,9);01:(6,13);02:(14,14);03:(16,15)",00:0;01:0;02:0;03:0,,completed
