trial_id,logic_revision,study_profile,scenario_file_sha256,scenario_selection_sha256,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status
22,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,21,23,"(8,13);(23,22);(20,12);(17,9)",06,20,12,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(19,3);01:(21,3);02:(21,7);03:(19,8);04:(19,9);05:(20,12);06:(20,10);07:(19,13);08:(21,14);09:(20,14);10:(21,17);11:(19,19);12:(21,23)",00:0;01:0;02:0;03:0;04:0;05:1;06:1;07:0;08:0;09:0;10:0;11:0;12:0,12,completed
23,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,15,3,"(12,2);(7,6);(2,12);(13,7)",06,2,12,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(11,3);01:(13,20);02:(15,11);03:(15,3);04:(9,2);05:(1,2);06:(16,8);07:(7,6);08:(14,15);09:(13,21);10:(12,0);11:(13,10);12:(12,19)",00:2;01:0;02:1;03:1;04:0;05:0;06:1;07:1;08:0;09:0;10:0;11:0;12:0,03,completed
24,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,20,24,"(9,11);(21,24);(11,24);(12,19)",12,11,24,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(11,21);01:(4,21);02:(20,24);03:(14,3);04:(4,0);05:(8,0);06:(6,9);07:(18,14);08:(14,14);09:(13,15);10:(12,13);11:(16,15);12:(18,16)",00:1;01:0;02:1;03:0;04:0;05:0;06:0;07:2;08:1;09:0;10:0;11:0;12:1,02,completed
25,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,3,8,"(17,8);(14,9);(3,9);(6,5)",,,,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(3,0);01:(3,2);02:(3,4);03:(3,6);04:(3,8);05:(3,10);06:(3,12);07:(3,14);08:(3,16);09:(3,18);10:(3,20);11:(2,22);12:(3,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,04,completed
26,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,17,18,"(12,19);(6,7);(15,4);(9,11)",02,15,4,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(14,4);01:(13,4);02:(17,3);03:(12,6);04:(19,4);05:(12,7);06:(17,5);07:(18,12);08:(13,10);09:(17,16);10:(12,15);11:(17,18);12:(10,21)",00:1;01:1;02:1;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,11,completed
27,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,11,6,"(22,11);(8,7);(13,2);(11,14)",,,,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(10,0);01:(10,2);02:(11,4);03:(11,6);04:(11,8);05:(10,10);06:(10,12);07:(10,14);08:(10,16);09:(10,18);10:(10,20);11:(11,22);12:(10,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,03,completed
28,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,22,10,"(15,8);(19,13);(16,11);(4,15)",04,15,8,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(9,10);01:(21,14);02:(10,13);03:(11,10);04:(22,10);05:(18,16);06:(20,16);07:(20,19);08:(16,3);09:(20,2);10:(22,6);11:(18,20);12:(7,13)",00:0;01:1;02:0;03:0;04:2;05:1;06:0;07:2;08:1;09:2;10:1;11:0;12:0,04,completed
29,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,14,10,"(15,21);(5,8);(19,19);(9,6)",04,5,8,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(13,9);01:(10,3);02:(10,2);03:(8,3);04:(9,8);05:(10,14);06:(7,7);07:(11,3);08:(3,13);09:(8,4);10:(12,8);11:(9,19);12:(14,10)",00:0;01:1;02:0;03:0;04:1;05:0;06:1;07:0;08:0;09:0;10:0;11:0;12:0,12,completed
30,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,22,8,"(17,7);(20,4);(21,10);(24,8)",02,20,4,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(22,1);01:(22,3);02:(20,3);03:(21,6);04:(20,7);05:(22,8);06:(20,9);07:(21,12);08:(21,14);09:(21,16);10:(21,18);11:(21,20);12:(21,22)",00:0;01:0;02:1;03:0;04:0;05:1;06:0;07:0;08:0;09:0;10:0;11:0;12:0,05,completed
31,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,17,7,"(10,8);(11,18);(18,22);(11,11)",04,10,8,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(3,17);01:(6,8);02:(19,12);03:(2,1);04:(1,16);05:(6,1);06:(5,15);07:(14,19);08:(1,15);09:(17,7);10:(0,11);11:(5,19);12:(15,24)",00:1;01:2;02:0;03:0;04:1;05:0;06:1;07:0;08:1;09:0;10:0;11:0;12:1,09,completed
32,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,9,1,"(5,1);(7,5);(2,5);(14,10)",05,14,10,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(5,7);01:(7,3);02:(17,0);03:(8,2);04:(7,17);05:(12,5);06:(16,7);07:(2,10);08:(15,4);09:(9,1);10:(20,11);11:(6,14);12:(19,12)",00:1;01:1;02:0;03:1;04:0;05:1;06:0;07:0;08:0;09:0;10:0;11:0;12:0,09,completed
33,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,5,24,"(23,11);(23,2);(21,0);(19,24)",,,,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(4,0);01:(5,2);02:(5,4);03:(5,6);04:(5,8);05:(4,10);06:(5,12);07:(5,14);08:(4,16);09:(4,18);10:(5,20);11:(5,22);12:(5,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,12,completed
34,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,24,11,"(8,5);(14,5);(23,10);(22,14)",07,22,14,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(23,3);01:(18,4);02:(16,5);03:(20,7);04:(19,11);05:(20,12);06:(20,14);07:(19,13);08:(24,11);09:(24,14);10:(21,17);11:(24,18);12:(20,19)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:1;08:0;09:0;10:0;11:0;12:0,08,completed
35,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,3,14,"(3,0);(9,3);(13,3);(6,22)",00,3,0,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(5,0);01:(2,1);02:(4,3);03:(5,6);04:(2,5);05:(2,8);06:(3,10);07:(2,11);08:(3,14);09:(3,17);10:(3,19);11:(2,20);12:(3,22)",00:1;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,08,completed
36,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,24,10,"(16,7);(20,11);(10,16);(24,8)",08,10,16,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(23,8);01:(24,10);02:(19,0);03:(0,4);04:(21,17);05:(8,3);06:(20,11);07:(23,18);08:(9,9);09:(21,12);10:(5,6);11:(20,2);12:(24,4)",00:0;01:1;02:1;03:0;04:0;05:1;06:1;07:0;08:1;09:1;10:2;11:1;12:0,01,completed
37,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,14,10,"(20,3);(16,12);(23,3);(13,6)",03,13,6,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(15,1);01:(13,3);02:(13,5);03:(13,7);04:(15,7);05:(13,8);06:(14,10);07:(11,11);08:(13,14);09:(13,16);10:(12,18);11:(14,21);12:(13,22)",00:0;01:0;02:0;03:1;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,06,completed
38,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,16,24,"(17,24);(12,21);(13,3);(14,16)",08,14,16,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(17,9);01:(6,4);02:(17,1);03:(2,4);04:(14,20);05:(9,17);06:(10,21);07:(4,13);08:(12,6);09:(16,24);10:(15,21);11:(5,18);12:(8,15)",00:0;01:1;02:1;03:0;04:1;05:1;06:2;07:0;08:1;09:0;10:0;11:0;12:1,09,completed
39,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,2,12,"(2,21);(17,19);(5,7);(3,13)",,,,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(2,0);01:(2,2);02:(1,4);03:(2,6);04:(2,8);05:(2,10);06:(2,12);07:(2,14);08:(1,16);09:(2,18);10:(1,20);11:(2,22);12:(2,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,06,completed
40,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,20,19,"(17,2);(18,15);(13,19);(24,6)",01,17,2,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(22,10);01:(11,12);02:(3,6);03:(3,5);04:(23,7);05:(22,12);06:(6,17);07:(17,13);08:(12,15);09:(20,19);10:(19,16);11:(21,11);12:(7,15)",00:0;01:1;02:0;03:0;04:1;05:1;06:0;07:0;08:0;09:0;10:1;11:1;12:0,09,completed
41,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,2,24,"(21,17);(4,9);(11,14);(22,15)",,,,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(2,0);01:(2,2);02:(2,4);03:(1,6);04:(2,8);05:(1,10);06:(2,12);07:(1,14);08:(1,16);09:(2,18);10:(1,20);11:(1,22);12:(2,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,12,completed
42,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,4,4,"(13,10);(16,13);(3,1);(13,17)",,,,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(3,0);01:(4,2);02:(4,4);03:(4,6);04:(4,8);05:(3,10);06:(3,12);07:(4,14);08:(4,16);09:(3,18);10:(4,20);11:(3,22);12:(4,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,02,completed
43,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,16,22,"(15,21);(20,17);(7,12);(14,17)",06,7,12,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(15,5);01:(13,23);02:(12,17);03:(1,2);04:(16,12);05:(0,18);06:(16,22);07:(14,24);08:(12,4);09:(15,15);10:(18,15);11:(16,5);12:(16,17)",00:0;01:0;02:0;03:0;04:1;05:0;06:3;07:0;08:0;09:0;10:1;11:1;12:1,06,completed
44,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,8,13,"(6,15);(24,13);(12,3);(3,4)",02,3,4,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(9,4);01:(8,13);02:(2,10);03:(10,3);04:(5,3);05:(8,8);06:(9,6);07:(9,9);08:(5,6);09:(0,1);10:(6,15);11:(7,12);12:(7,6)",00:0;01:0;02:1;03:0;04:1;05:0;06:0;07:0;08:1;09:0;10:1;11:1;12:0,01,completed
45,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,21,15,"(21,10);(19,8);(22,11);(12,16)",08,12,16,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(19,10);01:(18,2);02:(13,1);03:(17,18);04:(0,17);05:(21,15);06:(23,18);07:(19,15);08:(0,4);09:(0,2);10:(18,5);11:(3,6);12:(9,1)",00:0;01:0;02:0;03:0;04:0;05:0;06:1;07:0;08:1;09:0;10:0;11:1;12:0,05,completed
46,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,6,15,"(3,8);(20,4);(15,7);(12,9)",04,3,8,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(2,10);01:(7,9);02:(5,11);03:(5,9);04:(3,10);05:(1,9);06:(6,15);07:(0,2);08:(1,11);09:(6,11);10:(5,12);11:(0,10);12:(5,24)",00:0;01:0;02:0;03:0;04:1;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,06,completed
47,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,5,18,"(3,16);(22,1);(4,7);(3,17)",08,3,16,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(0,3);01:(2,5);02:(3,5);03:(4,6);04:(2,11);05:(2,13);06:(5,14);07:(0,16);08:(1,17);09:(5,18);10:(1,18);11:(4,19);12:(3,20)",00:0;01:0;02:0;03:1;04:0;05:0;06:0;07:0;08:2;09:0;10:0;11:0;12:0,09,completed
48,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,17,6,"(8,7);(24,20);(17,15);(16,5)",,,,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(17,0);01:(17,2);02:(17,4);03:(17,6);04:(17,8);05:(16,10);06:(16,12);07:(16,14);08:(17,16);09:(16,18);10:(17,20);11:(17,22);12:(16,24)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:0;09:0;10:0;11:0;12:0,03,completed
49,dcta_parity_v1,custom,0690372b5c8441436ded53746c6b370f1aa18ebb7a7f2c9268e393591b984742,7dc2228f3c50b39b18dcc2d6aa0e782f452a5e52aac7edce7bf586c910277b48,PI,bernoulli,drop_0.25,25,625,13,50.0,48.076923,pi_g25_d50_bernoulli_drop_0_25,reruns\grid_density\scenarios\clips\scaling_grid25_trials50.csv,clue_search,10,16,"(9,16);(9,13);(11,14);(20,3)",08,9,16,"00:(0,0);01:(0,2);02:(0,4);03:(0,6);04:(0,8);05:(0,10);06:(0,12);07:(0,14);08:(0,16);09:(0,18);10:(0,20);11:(0,22);12:(0,24)","00:(9,4);01:(6,5);02:(7,6);03:(10,8);04:(11,9);05:(9,12);06:(10,16);07:(8,17);08:(9,15);09:(6,17);10:(10,17);11:(11,20);12:(8,19)",00:0;01:0;02:0;03:0;04:0;05:0;06:0;07:0;08:1;09:0;10:0;11:0;12:0,06,completed
