trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,robot_id,steps_total,targets_found,task_cell_revisits,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,blocked_task_quarantines,blocked_task_quarantine_time_s,maximum_quarantine_level,stall_recoveries,messages_sent,core_messages_sent,allocation_messages_sent,messages_delivered_to_robot,messages_dropped_to_robot,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,00,27,4,0,28,0,0,0,0,0,0.0,0,0,55,55,0,117,39,known_visit_core_500,10,4,8
0,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,01,26,3,1,26,1,0,1,1,0,0.0,0,0,54,54,0,122,34,known_visit_core_500,10,4,8
0,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,02,26,3,0,27,0,0,0,0,0,0.0,0,0,53,53,0,117,40,known_visit_core_500,10,4,8
0,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,03,23,0,0,24,0,1,2,2,0,0.0,0,0,49,49,0,122,39,known_visit_core_500,10,4,8
1,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,00,24,2,2,23,2,0,0,0,0,0.0,0,0,49,49,0,108,37,known_visit_core_500,10,4,8
1,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,01,23,3,2,20,4,1,2,1,0,0.0,0,0,48,48,0,103,43,known_visit_core_500,10,4,8
1,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,02,23,3,0,24,0,1,2,1,1,5.0,1,0,49,49,0,109,36,known_visit_core_500,10,4,8
1,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,03,24,2,0,25,0,0,1,1,0,0.0,0,0,49,49,0,112,33,known_visit_core_500,10,4,8
2,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,00,25,2,0,26,0,0,0,0,0,0.0,0,0,51,51,0,111,40,known_visit_core_500,10,4,8
2,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,01,26,1,0,25,2,0,0,0,0,0.0,0,0,53,53,0,114,36,known_visit_core_500,10,4,8
2,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,02,26,4,0,27,0,0,0,0,0,0.0,0,0,53,53,0,118,32,known_visit_core_500,10,4,8
2,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,03,22,3,1,22,1,0,0,0,0,0.0,0,0,46,46,0,118,39,known_visit_core_500,10,4,8
3,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,00,22,4,0,23,0,0,0,0,0,0.0,0,0,45,45,0,97,38,known_visit_core_500,10,4,8
3,known_visit,DMCHBA,gilbert_elliot,0.5,19,361,4,10,dmchba_gilbert_elliot_pGG_0_5_pBB_0_5,scenarios/known_visit_g19_t10_n500.csv,01,22,1,2,13,10,0,0,0,0,0.0,0,0,45,45,0,92,42,known_visit_core_500,10,4,8
