trial_id,trial_mode,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_count,condition_id,scenario_file,completed_target_count,all_targets_visited,final_target_completion_time_s,final_target_completion_sim_time_s,duplicate_target_visits,target_conflicts,task_cell_revisits_total,total_team_steps,max_robot_steps,unique_cells_visited,system_revisits,task_cell_replans_total,path_replans_total,collision_prevention_events,events_processed,stall_recoveries_total,messages_sent_total,messages_delivered_total,messages_dropped_total,protected_messages_sent_total,unprotected_messages_sent_total,core_messages_sent_total,allocation_messages_sent_total,message_drop_fraction,messages_per_completed_target,allocation_messages_per_completed_target,messages_sent_by_topic,workload_gini_targets_found,workload_gini_unique_cells_contributed,benchmark_suite,num_targets,num_robots,commitment_horizon
0,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,174.60725245349462,174.60725245349462,5,5,5,99,32,92,11,0,141,2,1121,3,398,510,684,105,293,208,190,0.7781569965870307,39.8,19.0,collision_intent:105;hipc_entry:190;state:103,0.30000000000000004,0.20108695652173902,known_visit_core_500,10,4,8
132,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,51.40956082317739,51.40956082317739,3,3,3,79,30,76,7,3,0,0,310,0,217,342,309,82,135,165,52,0.762962962962963,21.7,5.2,collision_intent:82;hipc_entry:52;state:83,0.3500000000000001,0.24342105263157898,known_visit_core_500,10,4,8
133,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,50.840767135996366,50.840767135996366,1,1,1,82,30,78,8,0,27,1,274,0,278,315,518,84,194,170,108,0.891566265060241,27.8,10.8,collision_intent:84;hipc_entry:108;state:86,0.6000000000000001,0.26923076923076916,known_visit_core_500,10,4,8
134,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,108.03102082191268,108.03102082191268,2,2,2,108,62,105,7,2,4,4,730,0,320,428,532,114,206,226,94,0.86084142394822,32.0,9.4,collision_intent:114;hipc_entry:94;state:112,0.6000000000000001,0.3738095238095238,known_visit_core_500,10,4,8
135,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,72.82296524998155,72.82296524998155,5,5,5,97,42,88,13,4,4,2,462,0,298,412,482,106,192,207,91,0.8368055555555556,29.8,9.1,collision_intent:106;hipc_entry:91;state:101,0.6000000000000001,0.3352272727272727,known_visit_core_500,10,4,8
136,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,71.68040100939926,71.68040100939926,2,2,2,67,41,69,2,1,0,0,491,0,225,293,382,70,155,141,84,0.821505376344086,22.5,8.4,collision_intent:70;hipc_entry:84;state:71,0.44999999999999996,0.44565217391304346,known_visit_core_500,10,4,8
137,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,63.576491230759565,63.576491230759565,1,1,1,61,37,62,3,0,54,1,378,0,254,326,436,64,190,129,125,0.7649122807017544,25.4,12.5,collision_intent:64;hipc_entry:125;state:65,0.5,0.435483870967742,known_visit_core_500,10,4,8
138,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,36.968842213772824,36.968842213772824,1,1,1,68,22,71,1,0,0,0,213,0,207,283,338,72,135,144,63,0.8345679012345679,20.7,6.3,collision_intent:72;hipc_entry:63;state:72,0.25,0.158450704225352,known_visit_core_500,10,4,8
139,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,49.848230107590005,49.848230107590005,1,1,1,89,30,87,6,1,0,0,285,0,230,326,363,91,139,184,46,0.8725961538461539,23.0,4.6,collision_intent:91;hipc_entry:46;state:93,0.25,0.1867816091954022,known_visit_core_500,10,4,8
140,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,174.48849091685418,174.48849091685418,7,7,7,131,39,109,26,1,120,1,1090,2,590,775,994,137,453,272,318,0.7319587628865979,59.0,31.8,collision_intent:137;hipc_entry:318;state:135,0.44999999999999996,0.20412844036697253,known_visit_core_500,10,4,8
141,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,68.2622093539362,68.2622093539362,1,1,1,65,40,68,1,1,0,0,464,0,203,253,356,68,135,137,66,0.8790123456790123,20.3,6.6,collision_intent:68;hipc_entry:66;state:69,0.5,0.3970588235294117,known_visit_core_500,10,4,8
142,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,49.57808710229299,49.57808710229299,1,1,1,77,29,76,5,1,0,0,301,0,258,297,477,79,179,160,98,0.888268156424581,25.8,9.8,collision_intent:79;hipc_entry:98;state:81,0.44999999999999996,0.2894736842105263,known_visit_core_500,10,4,8
143,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,50.833688727921306,50.833688727921306,2,2,2,104,29,97,11,4,0,0,276,0,300,423,477,107,193,215,85,0.8238341968911918,30.0,8.5,collision_intent:107;hipc_entry:85;state:108,0.30000000000000004,0.152061855670103,known_visit_core_500,10,4,8
144,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,56.40333712396641,56.40333712396641,6,6,6,100,33,89,15,1,0,0,326,0,325,422,553,105,220,209,116,0.8378787878787879,32.5,11.6,collision_intent:105;hipc_entry:116;state:104,0.30000000000000004,0.154494382022472,known_visit_core_500,10,4,8
145,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,45.90363223875005,45.90363223875005,1,1,1,75,27,74,5,0,7,2,273,0,263,367,421,81,182,160,103,0.7724770642201835,26.3,10.3,collision_intent:81;hipc_entry:103;state:79,0.3500000000000001,0.2702702702702702,known_visit_core_500,10,4,8
146,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,59.3839147596542,59.3839147596542,4,4,4,102,35,92,14,2,2,2,350,0,291,454,419,105,186,211,80,0.7508960573476703,29.1,8.0,collision_intent:105;hipc_entry:80;state:106,0.30000000000000004,0.22282608695652173,known_visit_core_500,10,4,8
147,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,40.748668906886905,40.748668906886905,4,4,4,83,24,80,7,2,0,0,223,0,294,385,497,85,209,172,122,0.7926634768740032,29.4,12.2,collision_intent:85;hipc_entry:122;state:87,0.3500000000000001,0.1312500000000001,known_visit_core_500,10,4,8
148,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,36.142450607409536,36.142450607409536,0,0,0,48,21,52,0,1,0,0,231,0,184,215,336,50,134,102,82,0.8379052369077307,18.4,8.2,collision_intent:50;hipc_entry:82;state:52,0.3500000000000001,0.35576923076923084,known_visit_core_500,10,4,8
149,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,40.18032808907345,40.18032808907345,5,5,5,73,24,70,7,3,0,0,228,0,242,299,427,76,166,153,89,0.857429718875502,24.2,8.9,collision_intent:76;hipc_entry:89;state:77,0.44999999999999996,0.22142857142857153,known_visit_core_500,10,4,8
150,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,65.17874988220314,65.17874988220314,1,1,1,75,38,76,3,3,0,0,428,0,239,326,391,78,161,157,82,0.8095238095238095,23.9,8.2,collision_intent:78;hipc_entry:82;state:79,0.3999999999999999,0.29605263157894735,known_visit_core_500,10,4,8
151,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,110.38468419528014,110.38468419528014,6,6,6,121,46,108,17,1,6,4,734,0,342,509,517,129,213,254,88,0.809076682316119,34.2,8.8,collision_intent:129;hipc_entry:88;state:125,0.30000000000000004,0.18981481481481488,known_visit_core_500,10,4,8
152,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,147.70498036928282,147.70498036928282,2,2,2,83,31,85,2,0,96,3,952,2,336,398,610,91,245,178,158,0.8299319727891157,33.6,15.8,collision_intent:91;hipc_entry:158;state:87,0.3999999999999999,0.17941176470588238,known_visit_core_500,10,4,8
153,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,49.673821052099775,49.673821052099775,4,4,4,85,29,84,5,1,0,0,291,0,260,353,427,85,175,174,86,0.8133333333333334,26.0,8.6,collision_intent:85;hipc_entry:86;state:89,0.55,0.26190476190476186,known_visit_core_500,10,4,8
154,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,47.87153645459768,47.87153645459768,2,2,2,75,28,76,3,3,0,0,287,0,233,382,317,80,153,159,74,0.690631808278867,23.3,7.4,collision_intent:80;hipc_entry:74;state:79,0.1499999999999999,0.17105263157894735,known_visit_core_500,10,4,8
155,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,69.1859145303623,69.1859145303623,0,0,0,63,39,67,0,3,0,0,478,0,247,293,448,67,180,134,113,0.8296296296296296,24.7,11.3,collision_intent:67;hipc_entry:113;state:67,0.44999999999999996,0.36940298507462677,known_visit_core_500,10,4,8
156,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,48.243360753040754,48.243360753040754,6,6,6,99,28,85,18,4,0,0,263,0,303,419,490,101,202,204,99,0.8085808580858086,30.3,9.9,collision_intent:101;hipc_entry:99;state:103,0.5,0.11470588235294121,known_visit_core_500,10,4,8
157,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,46.13334064871585,46.13334064871585,2,2,2,80,27,76,8,2,0,0,269,0,249,329,418,84,165,168,81,0.8444444444444444,24.9,8.1,collision_intent:84;hipc_entry:81;state:84,0.25,0.17105263157894735,known_visit_core_500,10,4,8
158,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,51.04482315481123,51.04482315481123,1,1,1,74,30,77,1,2,0,0,313,0,247,306,435,76,171,154,93,0.847953216374269,24.7,9.3,collision_intent:76;hipc_entry:93;state:78,0.44999999999999996,0.30194805194805197,known_visit_core_500,10,4,8
159,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,67.42785275590916,67.42785275590916,3,3,3,94,39,89,9,1,1,1,417,0,283,398,451,97,186,195,88,0.8082437275985663,28.3,8.8,collision_intent:97;hipc_entry:88;state:98,0.6499999999999999,0.2668539325842696,known_visit_core_500,10,4,8
160,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,181.01816830194994,181.01816830194994,11,11,11,137,36,97,44,5,0,0,1277,3,453,674,685,144,309,285,168,0.7389428263214671,45.3,16.8,collision_intent:144;hipc_entry:168;state:141,0.3999999999999999,0.13144329896907214,known_visit_core_500,10,4,8
161,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,193.85122741269527,193.85122741269527,14,14,14,158,46,125,37,4,90,1,1240,3,500,742,758,164,336,326,174,0.751984126984127,50.0,17.4,collision_intent:164;hipc_entry:174;state:162,0.5,0.16199999999999992,known_visit_core_500,10,4,8
162,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,33.14053430676514,33.14053430676514,1,1,1,63,20,63,4,1,0,0,188,0,191,261,312,66,125,133,58,0.832,19.1,5.8,collision_intent:66;hipc_entry:58;state:67,0.10000000000000009,0.13095238095238093,known_visit_core_500,10,4,8
163,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,44.148489153789924,44.148489153789924,4,4,4,84,25,77,11,1,0,0,247,0,273,412,407,89,184,177,96,0.7373188405797102,27.3,9.6,collision_intent:89;hipc_entry:96;state:88,0.3999999999999999,0.12662337662337664,known_visit_core_500,10,4,8
164,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,67.51124937266768,67.51124937266768,2,2,2,94,39,90,8,1,0,0,422,0,291,386,487,97,194,195,96,0.8367697594501718,29.1,9.6,collision_intent:97;hipc_entry:96;state:98,0.3999999999999999,0.3555555555555556,known_visit_core_500,10,4,8
165,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,48.23312593703352,48.23312593703352,0,0,0,74,29,77,1,3,0,0,294,0,266,315,482,76,190,154,112,0.8471001757469244,26.6,11.2,collision_intent:76;hipc_entry:112;state:78,0.3999999999999999,0.2629870129870129,known_visit_core_500,10,4,8
166,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,52.869927740479724,52.869927740479724,2,2,2,80,30,79,5,2,0,0,325,0,273,386,433,83,190,167,106,0.7596491228070176,27.3,10.6,collision_intent:83;hipc_entry:106;state:84,0.6000000000000001,0.25,known_visit_core_500,10,4,8
167,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,56.52689100073492,56.52689100073492,3,3,3,82,33,75,11,0,0,0,347,0,252,341,415,87,165,173,79,0.8383838383838383,25.2,7.9,collision_intent:87;hipc_entry:79;state:86,0.5,0.32333333333333325,known_visit_core_500,10,4,8
168,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,45.0970669726924,45.0970669726924,0,0,0,88,26,91,1,2,6,1,237,0,264,363,428,91,173,183,81,0.8262548262548263,26.4,8.1,collision_intent:91;hipc_entry:81;state:92,0.3500000000000001,0.07417582417582413,known_visit_core_500,10,4,8
169,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,36.09222779398459,36.09222779398459,2,2,2,65,21,64,5,3,0,0,210,0,240,282,437,66,174,135,105,0.8387715930902111,24.0,10.5,collision_intent:66;hipc_entry:105;state:69,0.3500000000000001,0.2421875,known_visit_core_500,10,4,8
170,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,138.18738887013245,138.18738887013245,2,2,2,75,30,72,7,0,123,1,859,1,542,632,993,80,462,159,383,0.7169675090252707,54.2,38.3,collision_intent:80;hipc_entry:383;state:79,0.5,0.29861111111111116,known_visit_core_500,10,4,8
171,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,153.49076724016635,153.49076724016635,3,3,3,94,29,89,9,1,216,2,843,1,431,542,750,99,332,197,234,0.7537688442211056,43.1,23.4,collision_intent:99;hipc_entry:234;state:98,0.30000000000000004,0.1095505617977528,known_visit_core_500,10,4,8
172,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,85.2565064106947,85.2565064106947,1,1,1,90,49,86,8,0,39,1,518,0,281,445,398,96,185,190,91,0.7171171171171171,28.1,9.1,collision_intent:96;hipc_entry:91;state:94,0.55,0.40697674418604657,known_visit_core_500,10,4,8
173,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,52.06343722927577,52.06343722927577,1,1,1,77,30,77,4,4,2,2,321,0,267,358,441,83,184,164,103,0.8018181818181818,26.7,10.3,collision_intent:83;hipc_entry:103;state:81,0.44999999999999996,0.28896103896103886,known_visit_core_500,10,4,8
174,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,44.9936459170333,44.9936459170333,1,1,1,72,26,73,3,0,1,1,272,0,236,306,402,76,160,152,84,0.8375,23.6,8.4,collision_intent:76;hipc_entry:84;state:76,0.44999999999999996,0.21575342465753433,known_visit_core_500,10,4,8
175,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,56.455442395162464,56.455442395162464,5,5,5,105,33,94,15,1,3,1,314,0,267,368,433,108,159,217,50,0.9077568134171907,26.7,5.0,collision_intent:108;hipc_entry:50;state:109,0.3500000000000001,0.15957446808510634,known_visit_core_500,10,4,8
176,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,46.52600347891943,46.52600347891943,1,1,1,75,27,76,3,1,0,0,280,0,225,307,368,78,147,157,68,0.8344671201814059,22.5,6.8,collision_intent:78;hipc_entry:68;state:79,0.3500000000000001,0.19078947368421062,known_visit_core_500,10,4,8
177,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,35.34185537793218,35.34185537793218,0,0,0,44,21,48,0,0,0,0,231,0,160,164,315,45,115,93,67,0.9156976744186046,16.0,6.7,collision_intent:45;hipc_entry:67;state:48,0.5,0.42708333333333326,known_visit_core_500,10,4,8
178,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,58.597420512347675,58.597420512347675,2,2,2,92,34,90,6,0,2,2,355,0,261,372,411,97,164,193,68,0.8353658536585366,26.1,6.8,collision_intent:97;hipc_entry:68;state:96,0.44999999999999996,0.2666666666666666,known_visit_core_500,10,4,8
179,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,70.58983768540709,70.58983768540709,3,3,3,103,41,92,15,0,31,2,409,0,296,405,483,109,187,216,80,0.8609625668449198,29.6,8.0,collision_intent:109;hipc_entry:80;state:107,0.55,0.25543478260869557,known_visit_core_500,10,4,8
180,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,49.23185518278921,49.23185518278921,2,2,2,81,29,79,6,0,20,1,272,0,273,347,472,86,187,171,102,0.8413547237076648,27.3,10.2,collision_intent:86;hipc_entry:102;state:85,0.3500000000000001,0.20569620253164556,known_visit_core_500,10,4,8
181,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,183.52955944857706,183.52955944857706,6,6,6,133,37,119,18,3,249,2,1046,2,633,774,1124,140,493,277,356,0.7604871447902571,63.3,35.6,collision_intent:140;hipc_entry:356;state:137,0.25,0.1071428571428572,known_visit_core_500,10,4,8
182,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,146.71772460663567,146.71772460663567,2,2,2,78,24,76,6,1,3,2,1077,2,279,370,466,85,194,167,112,0.802065404475043,27.9,11.2,collision_intent:85;hipc_entry:112;state:82,0.5,0.1578947368421053,known_visit_core_500,10,4,8
183,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,54.27728723481779,54.27728723481779,2,2,2,71,32,66,9,2,42,1,303,0,308,440,484,76,232,151,157,0.6954022988505747,30.8,15.7,collision_intent:76;hipc_entry:157;state:75,0.3999999999999999,0.35606060606060597,known_visit_core_500,10,4,8
184,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,63.39424717809523,63.39424717809523,6,6,6,82,36,71,15,2,1,1,405,0,240,337,383,85,155,171,69,0.8236559139784946,24.0,6.9,collision_intent:85;hipc_entry:69;state:86,0.6000000000000001,0.397887323943662,known_visit_core_500,10,4,8
185,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,67.50361680535937,67.50361680535937,1,1,1,83,39,81,6,5,53,3,371,0,373,518,601,86,287,173,200,0.6980255516840883,37.3,20.0,collision_intent:86;hipc_entry:200;state:87,0.44999999999999996,0.3487654320987654,known_visit_core_500,10,4,8
186,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,138.4844737138823,138.4844737138823,0,0,0,64,29,68,0,4,0,0,1030,2,241,322,396,69,172,137,104,0.7704280155642024,24.1,10.4,collision_intent:69;hipc_entry:104;state:68,0.3999999999999999,0.22058823529411775,known_visit_core_500,10,4,8
187,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,166.04306028026002,166.04306028026002,4,4,4,97,27,88,13,5,20,1,1191,3,371,468,645,102,269,203,168,0.7992565055762082,37.1,16.8,collision_intent:102;hipc_entry:168;state:101,0.55,0.1477272727272727,known_visit_core_500,10,4,8
188,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,61.300946518736495,61.300946518736495,1,1,1,59,35,61,2,2,0,0,417,0,220,285,375,62,158,125,95,0.7911392405063291,22.0,9.5,collision_intent:62;hipc_entry:95;state:63,0.5,0.389344262295082,known_visit_core_500,10,4,8
189,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,58.40496448971905,58.40496448971905,6,6,6,109,34,99,14,2,0,0,327,0,338,527,487,112,226,225,113,0.7182890855457227,33.8,11.3,collision_intent:112;hipc_entry:113;state:113,0.44999999999999996,0.16414141414141414,known_visit_core_500,10,4,8
190,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,59.442070390023424,59.442070390023424,5,5,5,101,34,92,13,4,5,3,349,0,316,462,486,106,210,211,105,0.7714285714285715,31.6,10.5,collision_intent:106;hipc_entry:105;state:105,0.44999999999999996,0.23913043478260865,known_visit_core_500,10,4,8
191,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,44.96137737299937,44.96137737299937,1,1,1,101,27,98,7,3,0,0,234,0,303,417,492,104,199,209,94,0.8241206030150754,30.3,9.4,collision_intent:104;hipc_entry:94;state:105,0.1499999999999999,0.07653061224489788,known_visit_core_500,10,4,8
192,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,38.768870912996825,38.768870912996825,1,1,1,73,23,72,5,1,0,0,222,0,208,313,311,76,132,153,55,0.7853535353535354,20.8,5.5,collision_intent:76;hipc_entry:55;state:77,0.44999999999999996,0.20138888888888884,known_visit_core_500,10,4,8
193,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,41.089670338484936,41.089670338484936,0,0,0,70,24,71,3,0,0,0,243,0,217,307,343,73,144,147,70,0.7958236658932715,21.7,7.0,collision_intent:73;hipc_entry:70;state:74,0.30000000000000004,0.2077464788732395,known_visit_core_500,10,4,8
194,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,45.29321673675881,45.29321673675881,0,0,0,67,26,71,0,1,2,1,274,0,224,289,383,71,153,142,82,0.8344226579520697,22.4,8.2,collision_intent:71;hipc_entry:82;state:71,0.3999999999999999,0.25,known_visit_core_500,10,4,8
195,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,151.66244237370344,151.66244237370344,6,6,6,109,36,97,16,3,0,0,1075,1,317,458,493,113,204,226,91,0.8055555555555556,31.7,9.1,collision_intent:113;hipc_entry:91;state:113,0.3500000000000001,0.1829896907216495,known_visit_core_500,10,4,8
196,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,37.9340806923774,37.9340806923774,1,1,1,61,22,64,1,0,0,0,228,0,210,263,366,63,147,128,82,0.8318181818181818,21.0,8.2,collision_intent:63;hipc_entry:82;state:65,0.3500000000000001,0.2265625,known_visit_core_500,10,4,8
197,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,117.52361699863435,117.52361699863435,5,5,5,124,52,113,15,1,85,2,674,0,348,498,546,129,219,257,91,0.8310502283105022,34.8,9.1,collision_intent:129;hipc_entry:91;state:128,0.6000000000000001,0.34734513274336276,known_visit_core_500,10,4,8
198,known_visit,HIPC,rayleigh_style,-32.58,19,361,4,10,hipc_rayleigh_style_sens_neg32_58,known_visit_g19_t10_n500.csv,10,True,80.64613737187878,80.64613737187878,6,6,6,121,46,104,21,2,0,0,490,0,339,521,496,126,213,251,88,0.7762128325508607,33.9,8.8,collision_intent:126;hipc_entry:88;state:125,0.55,0.23557692307692313,known_visit_core_500,10,4,8
