trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,target_x,target_y,clue_locations,first_clue_robot,first_clue_x,first_clue_y,robot_start_locations,robot_end_locations,clues_detected_by_robot,target_found_by_robot,trial_status,failure_type,failure_message
0,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,11);01:(6,0);02:(7,17);03:(7,18)",00:0;01:0;02:0;03:0,,completed,,
1,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(16,10);01:(18,4);02:(9,5);03:(9,4)",00:0;01:0;02:0;03:0,,completed,,
2,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(17,14);01:(5,8);02:(18,18);03:(5,9)",00:0;01:0;02:0;03:0,,completed,,
3,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(7,7);01:(11,12);02:(12,12);03:(18,18)",00:0;01:0;02:0;03:0,,completed,,
4,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,7);01:(3,12);02:(18,14);03:(3,13)",00:0;01:0;02:0;03:0,,completed,,
5,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(5,1);01:(5,0);02:(18,18);03:(17,15)",00:0;01:0;02:0;03:0,,completed,,
6,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,14);01:(18,15);02:(17,17);03:(18,16)",00:0;01:0;02:0;03:0,,completed,,
7,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,18);01:(13,13);02:(13,14);03:(15,1)",00:0;01:0;02:0;03:0,,completed,,
8,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(0,10);01:(18,10);02:(18,8);03:(17,15)",00:0;01:0;02:0;03:0,,completed,,
9,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(18,1);01:(17,9);02:(18,0);03:(18,18)",00:0;01:0;02:0;03:0,,completed,,
10,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(7,6);01:(6,6);02:(6,5);03:(18,18)",00:0;01:0;02:0;03:0,,completed,,
11,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,,,,,,,"00:(0,0);01:(0,6);02:(0,12);03:(0,18)","00:(14,17);01:(14,6);02:(17,18);03:(14,7)",00:0;01:0;02:0;03:0,,completed,,
