trial_id,algorithm,comm_model,comm_level,grid_size,grid_cells,robot_count,target_cells_per_robot,actual_cells_per_robot,condition_id,scenario_file,trial_mode,robot_id,steps_total,steps_after_first_clue,unique_cells_contributed,system_revisits_by_robot,task_cell_replans,path_replans,collision_prevention_events,messages_sent,protected_messages_sent,unprotected_messages_sent,core_messages_sent,allocation_messages_sent,post_clue_messages_sent,messages_sent_by_topic,messages_delivered_to_robot,messages_dropped_to_robot,trial_status,failure_type,failure_message
0,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,00,169,0,129,41,0,0,0,931,174,757,343,588,0,cbaa_entry:588;collision_intent:174;state:169,1454,748,completed,,
0,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,01,168,0,126,43,0,0,0,910,173,737,341,569,0,cbaa_entry:569;collision_intent:173;state:168,1652,569,completed,,
0,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,02,84,0,58,27,0,0,0,647,86,561,170,477,0,cbaa_entry:477;collision_intent:86;state:84,1832,652,completed,,
0,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,03,85,0,48,38,0,0,0,645,86,559,171,474,0,cbaa_entry:474;collision_intent:86;state:85,1717,769,completed,,
1,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,00,208,0,116,93,0,0,0,1044,216,828,424,620,0,cbaa_entry:620;collision_intent:216;state:208,1531,817,completed,,
1,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,01,208,0,129,80,0,0,0,1088,217,871,425,663,0,cbaa_entry:663;collision_intent:217;state:208,1517,789,completed,,
1,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,02,78,0,58,21,0,0,0,621,86,535,164,457,0,cbaa_entry:457;collision_intent:86;state:78,1945,826,completed,,
1,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,03,85,0,58,28,0,0,0,641,88,553,173,468,0,cbaa_entry:468;collision_intent:88;state:85,1898,853,completed,,
2,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,00,255,0,150,106,0,0,0,1176,267,909,522,654,0,cbaa_entry:654;collision_intent:267;state:255,1495,769,completed,,
2,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,01,55,0,33,23,0,0,0,516,62,454,117,399,0,cbaa_entry:399;collision_intent:62;state:55,1840,1083,completed,,
2,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,02,258,0,125,134,0,0,0,1194,267,927,525,669,0,cbaa_entry:669;collision_intent:267;state:258,1423,823,completed,,
2,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,03,60,0,53,8,0,0,0,554,62,492,122,432,0,cbaa_entry:432;collision_intent:62;state:60,1999,885,completed,,
3,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,00,218,0,100,119,0,0,0,1118,224,894,442,676,0,cbaa_entry:676;collision_intent:224;state:218,1829,844,completed,,
3,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,01,133,0,63,71,0,0,0,810,135,675,268,542,0,cbaa_entry:542;collision_intent:135;state:133,1987,995,completed,,
3,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,02,120,0,85,36,0,0,0,768,130,638,250,518,0,cbaa_entry:518;collision_intent:130;state:120,2012,1011,completed,,
3,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,03,214,0,113,102,0,0,0,1097,224,873,438,659,0,cbaa_entry:659;collision_intent:224;state:214,1768,928,completed,,
4,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,00,241,0,136,106,0,0,0,1171,249,922,490,681,0,cbaa_entry:681;collision_intent:249;state:241,1371,744,completed,,
4,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,01,39,0,30,10,0,0,0,481,43,438,82,399,0,cbaa_entry:399;collision_intent:43;state:39,1833,974,completed,,
4,CBAA,gilbert_elliot,pGG_0.92_pBB_0.88,19,361,4,,,cbaa_gilbert_elliott_drop_0_40_rho_0_8,,coverage,02,244,0,165,80,0,0,0,1143,251,892,495,648,0,cbaa_entry:648;collision_intent:251;state:244,1397,748,completed,,
